
Soma Intensity Max Ch=4 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
39,,Soma,4,Image 1,1,100000000,800000000,
11,,Soma,4,Image 1,1,100000001,800000001,
130,,Soma,4,Image 1,1,100000002,800000002,
154,,Soma,4,Image 1,1,100000003,800000003,
