
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
475151,,Soma,3,Image 1,1,100000000,800000000,
1.06301e+06,,Soma,3,Image 1,1,100000001,800000001,
346142,,Soma,3,Image 1,1,100000002,800000002,
329051,,Soma,3,Image 1,1,100000003,800000003,
