
Soma Ellipsoid Axis C Y
 ==================== 
Soma Ellipsoid Axis C Y,Unit,Category,Collection,Time,FilamentID,ID,
0.948508,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
-0.804297,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.162724,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.449345,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
