
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1373.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000003281,
1374.45,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000003284,
1372.85,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000003287,
1373.75,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000003291,
1374.75,µm,Spine,Spine Terminal Pt Position,,,1,,610000003293,
1373.15,µm,Spine,Spine Terminal Pt Position,16,6,1,100000000,610000003297,
1374.95,µm,Spine,Spine Terminal Pt Position,11,4,1,100000000,610000003299,
1374.25,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000003301,
1373.85,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000003303,
1373.23,µm,Spine,Spine Terminal Pt Position,16,6,1,100000000,610000003306,
1376.35,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000003310,
1375.65,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000003314,
1374.75,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000003317,
1374.85,µm,Spine,Spine Terminal Pt Position,,,1,,610000003319,
1375.95,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000003323,
1375.35,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000003326,
1372.85,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000003339,
1376.35,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003418,
1373.75,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003418,
1373.53,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003418,
1373.45,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003419,
1373.85,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003419,
1376.15,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000003419,
1374.65,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003420,
1376.34,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000003420,
1375.05,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003421,
1374.65,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000003421,
1375.75,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003422,
1375.15,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000003422,
1373.32,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003423,
1374.15,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000003423,
1373.05,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000003424,
1375.05,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000003424,
1373.03,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000003425,
1375.25,µm,Spine,Spine Terminal Pt Position,13,5,1,,610000003425,
1375.15,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003426,
1374.76,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000003426,
1376.17,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003427,
1375.35,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000003427,
1374.35,µm,Spine,Spine Terminal Pt Position,,,1,,610000003428,
1373.25,µm,Spine,Spine Terminal Pt Position,16,6,1,,610000003428,
1374.35,µm,Spine,Spine Terminal Pt Position,20,6,1,,610000003429,
1372.55,µm,Spine,Spine Terminal Pt Position,20,5,1,,610000003430,
1376.25,µm,Spine,Spine Terminal Pt Position,23,9,1,,610000003431,
