
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.14654,µm^3,Spine,1,2,1,100000002,610000000958,
0.0553931,µm^3,Spine,8,3,1,100000000,610000000974,
0.14591,µm^3,Spine,1,2,1,100000002,610000000997,
0.0513561,µm^3,Spine,2,1,1,100000000,610000001008,
0.132844,µm^3,Spine,0,1,1,100000001,610000001027,
0.126766,µm^3,Spine,0,1,1,100000001,610000001043,
0.0548275,µm^3,Spine,2,1,1,100000000,610000001055,
0.0435411,µm^3,Spine,8,3,1,100000000,610000001066,
0.272881,µm^3,Spine,1,1,1,100000001,610000001082,
0.0980983,µm^3,Spine,0,1,1,100000001,610000001094,
0.262234,µm^3,Spine,1,1,1,100000001,610000001106,
0.0893351,µm^3,Spine,0,1,1,100000001,610000001116,
0.0982453,µm^3,Spine,3,2,1,100000001,610000001126,
0.0449824,µm^3,Spine,1,1,1,100000000,610000001132,
0.0563476,µm^3,Spine,2,1,1,100000000,610000001139,
0.0847859,µm^3,Spine,3,2,1,100000001,610000001148,
0.0238046,µm^3,Spine,6,2,1,100000000,610000001154,
0.189993,µm^3,Spine,5,2,1,100000000,610000001168,
0.0540565,µm^3,Spine,7,4,1,100000000,610000001174,
0.246554,µm^3,Spine,1,1,1,100000001,610000001184,
0.349559,µm^3,Spine,1,1,1,100000002,610000001203,
0.20921,µm^3,Spine,1,1,1,100000001,610000001211,
0.0776474,µm^3,Spine,3,2,1,100000001,610000001219,
0.046473,µm^3,Spine,1,1,1,100000000,610000001224,
0.0306633,µm^3,Spine,2,2,1,100000000,610000001229,
0.0492048,µm^3,Spine,1,1,1,100000000,610000001234,
0.0461536,µm^3,Spine,2,1,1,100000000,610000001243,
0.0424337,µm^3,Spine,1,1,1,100000000,610000001248,
0.33974,µm^3,Spine,1,1,1,100000002,610000001265,
0.343618,µm^3,Spine,1,1,1,100000002,610000001282,
0.164112,µm^3,Spine,1,2,1,100000002,610000001296,
0.339164,µm^3,Spine,1,1,1,100000002,610000001312,
0.0604978,µm^3,Spine,3,2,1,100000001,610000001316,
0.198067,µm^3,Spine,5,2,1,100000000,610000001329,
0.199425,µm^3,Spine,1,1,1,100000001,610000001345,
0.0517755,µm^3,Spine,7,4,1,100000000,610000001350,
0.0499646,µm^3,Spine,0,1,1,100000001,610000001356,
0.045908,µm^3,Spine,1,2,1,100000002,610000001366,
0.0379468,µm^3,Spine,6,2,1,100000000,610000001375,
0.179828,µm^3,Spine,1,1,1,100000001,610000001383,
0.0767439,µm^3,Spine,3,2,1,100000001,610000001389,
0.0402321,µm^3,Spine,8,3,1,100000000,610000001395,
0.33448,µm^3,Spine,1,1,1,100000002,610000001410,
0.0148789,µm^3,Spine,5,4,1,100000001,610000001412,
0.257189,µm^3,Spine,1,2,1,100000002,610000001424,
0.0164048,µm^3,Spine,6,2,1,100000000,610000001427,
0.181404,µm^3,Spine,5,2,1,100000000,610000001436,
0.0683131,µm^3,Spine,3,2,1,100000001,610000001440,
0.0126232,µm^3,Spine,7,2,1,100000000,610000001443,
0.192816,µm^3,Spine,5,2,1,100000000,610000001454,
0.189881,µm^3,Spine,5,2,1,100000000,610000001464,
0.0929733,µm^3,Spine,0,1,1,100000001,610000001472,
0.081008,µm^3,Spine,1,2,1,100000002,610000001477,
0.103949,µm^3,Spine,0,1,1,100000001,610000001486,
0.348362,µm^3,Spine,1,1,1,100000002,610000001500,
0.272327,µm^3,Spine,1,2,1,100000002,610000001511,
0.139437,µm^3,Spine,1,2,1,100000002,610000001521,
0.0615346,µm^3,Spine,6,3,1,100000000,610000001525,
1.75723,µm^3,Spine,0,1,1,100000000,610000001535,
0.191202,µm^3,Spine,5,4,1,100000001,610000001543,
0.0447716,µm^3,Spine,8,3,1,100000000,610000001557,
0.831151,µm^3,Spine,5,4,1,100000001,610000001563,
0.028365,µm^3,Spine,7,1,1,100000000,610000001567,
0.0455741,µm^3,Spine,6,2,1,100000000,610000001571,
0.0586368,µm^3,Spine,1,1,1,100000001,610000001576,
0.0433927,µm^3,Spine,2,1,1,100000000,610000001579,
0.321103,µm^3,Spine,1,1,1,100000002,610000001591,
0.180178,µm^3,Spine,1,1,1,100000001,610000001598,
0.058764,µm^3,Spine,1,1,1,100000001,610000001603,
0.0685721,µm^3,Spine,1,2,1,100000002,610000001608,
0.0913287,µm^3,Spine,1,2,1,100000002,610000001613,
0.112978,µm^3,Spine,1,2,1,100000001,610000001620,
0.0996037,µm^3,Spine,1,2,1,100000002,610000001625,
0.0191926,µm^3,Spine,6,2,1,100000000,610000001631,
0.0285535,µm^3,Spine,1,2,1,100000002,610000001636,
0.00620706,µm^3,Spine,2,1,1,100000001,610000001642,
0.19124,µm^3,Spine,1,1,1,100000001,610000001648,
0.0575408,µm^3,Spine,1,2,1,100000000,610000001654,
0.0273208,µm^3,Spine,2,1,1,100000001,610000001658,
0.13072,µm^3,Spine,2,1,1,100000001,610000001663,
0.0651241,µm^3,Spine,3,2,1,100000001,610000001666,
0.0391605,µm^3,Spine,8,3,1,100000000,610000001678,
0.269352,µm^3,Spine,1,1,1,100000002,610000001688,
0.0400474,µm^3,Spine,1,1,1,100000000,610000001691,
0.0628478,µm^3,Spine,0,1,1,100000001,610000001696,
0.0401894,µm^3,Spine,2,2,1,100000000,610000001699,
0.0289484,µm^3,Spine,1,1,1,100000002,610000001702,
0.0357971,µm^3,Spine,1,2,1,100000002,610000001709,
0.144192,µm^3,Spine,0,1,1,100000000,610000001716,
1.01193,µm^3,Spine,5,4,1,100000001,610000001721,
0.072104,µm^3,Spine,2,1,1,100000001,610000001727,
0.0151898,µm^3,Spine,2,2,1,100000000,610000001729,
0.0494441,µm^3,Spine,0,1,1,100000000,610000001734,
0.309808,µm^3,Spine,1,1,1,100000002,610000001745,
0.0303904,µm^3,Spine,1,1,1,100000000,610000001750,
0.0173422,µm^3,Spine,7,1,1,100000000,610000001753,
0.0239389,µm^3,Spine,6,3,1,100000000,610000001756,
0.0131611,µm^3,Spine,7,4,1,100000000,610000001759,
0.0227857,µm^3,Spine,6,2,1,100000000,610000001764,
0.0339197,µm^3,Spine,2,1,1,100000000,610000001768,
0.0101408,µm^3,Spine,1,1,1,100000000,610000001770,
0.297351,µm^3,Spine,1,1,1,100000002,610000001779,
0.0158412,µm^3,Spine,0,1,1,100000000,610000001781,
0.225705,µm^3,Spine,1,1,1,100000002,610000001790,
0.0196387,µm^3,Spine,8,2,1,100000000,610000001792,
0.300504,µm^3,Spine,1,1,1,100000002,610000001802,
0.389459,µm^3,Spine,5,4,1,100000001,610000001808,
1.39059,µm^3,Spine,0,1,1,100000000,610000001814,
0.0943445,µm^3,Spine,0,1,1,100000001,610000001818,
0.0134563,µm^3,Spine,9,3,1,100000000,610000001821,
0.0240821,µm^3,Spine,1,1,1,100000000,610000001824,
0.0266474,µm^3,Spine,2,1,1,100000000,610000001827,
0.0375238,µm^3,Spine,0,1,1,100000001,610000001831,
0.236521,µm^3,Spine,1,2,1,100000002,610000001838,
0.268186,µm^3,Spine,1,1,1,100000002,610000001847,
0.0231721,µm^3,Spine,1,2,1,100000000,610000001851,
0.0105827,µm^3,Spine,2,2,1,100000000,610000001853,
0.171763,µm^3,Spine,5,2,1,100000000,610000001861,
0.0815879,µm^3,Spine,3,1,1,100000001,610000001866,
0.0231075,µm^3,Spine,2,2,1,100000001,610000001868,
0.0567469,µm^3,Spine,3,2,1,100000001,610000001870,
0.290137,µm^3,Spine,1,1,1,100000002,610000001879,
0.0107776,µm^3,Spine,7,3,1,100000000,610000001881,
0.0400408,µm^3,Spine,1,2,1,100000002,610000001884,
0.130686,µm^3,Spine,5,4,1,100000001,610000001892,
0.059305,µm^3,Spine,1,2,1,100000002,610000001897,
0.0211008,µm^3,Spine,7,2,1,100000000,610000001901,
0.0232147,µm^3,Spine,7,1,1,100000000,610000001903,
0.0414113,µm^3,Spine,1,1,1,100000001,610000001907,
0.0460823,µm^3,Spine,0,1,1,100000001,610000001910,
0.0193313,µm^3,Spine,1,1,1,100000000,610000001913,
0.0656242,µm^3,Spine,2,1,1,100000001,610000001917,
0.0696373,µm^3,Spine,5,4,1,100000001,610000001922,
0.026579,µm^3,Spine,3,2,1,100000001,610000001925,
0.0204928,µm^3,Spine,0,1,1,100000001,610000001928,
0.0185367,µm^3,Spine,8,3,1,100000000,610000001931,
0.0194544,µm^3,Spine,2,2,1,100000000,610000001933,
0.0412125,µm^3,Spine,7,4,1,100000000,610000001935,
0.0209149,µm^3,Spine,2,2,1,100000001,610000001938,
0.00762102,µm^3,Spine,6,2,1,100000000,610000001940,
0.052904,µm^3,Spine,4,3,1,100000000,610000001942,
0.0124619,µm^3,Spine,0,1,1,100000000,610000001946,
