
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
993.227,21068.2,1461.62,µm,Soma,Soma Position,1,100000000,800000000,
957.256,21047.4,1460.81,µm,Soma,Soma Position,1,100000001,800000001,
966.867,21093.2,1458.67,µm,Soma,Soma Position,1,100000002,800000002,
