
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
104,,Spine,3,1,Image 1,2,1,100000002,610000000958,
74,,Spine,3,8,Image 1,3,1,100000000,610000000974,
104,,Spine,3,1,Image 1,2,1,100000002,610000000997,
81,,Spine,3,2,Image 1,1,1,100000000,610000001008,
85,,Spine,3,0,Image 1,1,1,100000001,610000001027,
85,,Spine,3,0,Image 1,1,1,100000001,610000001043,
81,,Spine,3,2,Image 1,1,1,100000000,610000001055,
74,,Spine,3,8,Image 1,3,1,100000000,610000001066,
76,,Spine,3,1,Image 1,1,1,100000001,610000001082,
66,,Spine,3,0,Image 1,1,1,100000001,610000001094,
76,,Spine,3,1,Image 1,1,1,100000001,610000001106,
70,,Spine,3,0,Image 1,1,1,100000001,610000001116,
84,,Spine,3,3,Image 1,2,1,100000001,610000001126,
104,,Spine,3,1,Image 1,1,1,100000000,610000001132,
82,,Spine,3,2,Image 1,1,1,100000000,610000001139,
84,,Spine,3,3,Image 1,2,1,100000001,610000001148,
90,,Spine,3,6,Image 1,2,1,100000000,610000001154,
129,,Spine,3,5,Image 1,2,1,100000000,610000001168,
52,,Spine,3,7,Image 1,4,1,100000000,610000001174,
76,,Spine,3,1,Image 1,1,1,100000001,610000001184,
116,,Spine,3,1,Image 1,1,1,100000002,610000001203,
76,,Spine,3,1,Image 1,1,1,100000001,610000001211,
84,,Spine,3,3,Image 1,2,1,100000001,610000001219,
104,,Spine,3,1,Image 1,1,1,100000000,610000001224,
69,,Spine,3,2,Image 1,2,1,100000000,610000001229,
104,,Spine,3,1,Image 1,1,1,100000000,610000001234,
81,,Spine,3,2,Image 1,1,1,100000000,610000001243,
104,,Spine,3,1,Image 1,1,1,100000000,610000001248,
116,,Spine,3,1,Image 1,1,1,100000002,610000001265,
140,,Spine,3,1,Image 1,1,1,100000002,610000001282,
105,,Spine,3,0,Image 1,1,1,100000002,610000001296,
122,,Spine,3,1,Image 1,1,1,100000002,610000001312,
53,,Spine,3,3,Image 1,2,1,100000001,610000001316,
129,,Spine,3,5,Image 1,2,1,100000000,610000001329,
76,,Spine,3,1,Image 1,1,1,100000001,610000001345,
52,,Spine,3,7,Image 1,4,1,100000000,610000001350,
68,,Spine,3,0,Image 1,1,1,100000001,610000001356,
104,,Spine,3,1,Image 1,2,1,100000002,610000001366,
68,,Spine,3,6,Image 1,2,1,100000000,610000001375,
76,,Spine,3,1,Image 1,1,1,100000001,610000001383,
84,,Spine,3,3,Image 1,2,1,100000001,610000001389,
74,,Spine,3,8,Image 1,3,1,100000000,610000001395,
116,,Spine,3,1,Image 1,1,1,100000002,610000001410,
24,,Spine,3,5,Image 1,4,1,100000001,610000001412,
93,,Spine,3,0,Image 1,1,1,100000002,610000001424,
90,,Spine,3,6,Image 1,2,1,100000000,610000001427,
129,,Spine,3,5,Image 1,2,1,100000000,610000001436,
70,,Spine,3,3,Image 1,2,1,100000001,610000001440,
97,,Spine,3,7,Image 1,2,1,100000000,610000001443,
129,,Spine,3,5,Image 1,2,1,100000000,610000001454,
129,,Spine,3,5,Image 1,2,1,100000000,610000001464,
95,,Spine,3,0,Image 1,1,1,100000001,610000001472,
62,,Spine,3,0,Image 1,1,1,100000002,610000001477,
85,,Spine,3,0,Image 1,1,1,100000001,610000001486,
135,,Spine,3,1,Image 1,1,1,100000002,610000001500,
93,,Spine,3,0,Image 1,1,1,100000002,610000001511,
105,,Spine,3,0,Image 1,1,1,100000002,610000001521,
66,,Spine,3,6,Image 1,3,1,100000000,610000001525,
68,,Spine,3,0,Image 1,1,1,100000000,610000001535,
68,,Spine,3,5,Image 1,4,1,100000001,610000001543,
113,,Spine,3,8,Image 1,3,1,100000000,610000001557,
53,,Spine,3,5,Image 1,4,1,100000001,610000001563,
45,,Spine,3,7,Image 1,1,1,100000000,610000001567,
95,,Spine,3,6,Image 1,2,1,100000000,610000001571,
70,,Spine,3,1,Image 1,1,1,100000001,610000001576,
50,,Spine,3,2,Image 1,1,1,100000000,610000001579,
129,,Spine,3,1,Image 1,1,1,100000002,610000001591,
103,,Spine,3,1,Image 1,1,1,100000001,610000001598,
76,,Spine,3,1,Image 1,1,1,100000001,610000001603,
69,,Spine,3,0,Image 1,1,1,100000002,610000001608,
69,,Spine,3,0,Image 1,1,1,100000002,610000001613,
66,,Spine,3,1,Image 1,2,1,100000001,610000001620,
80,,Spine,3,0,Image 1,1,1,100000002,610000001625,
83,,Spine,3,6,Image 1,2,1,100000000,610000001631,
113,,Spine,3,1,Image 1,2,1,100000002,610000001636,
112,,Spine,3,2,Image 1,1,1,100000001,610000001642,
79,,Spine,3,1,Image 1,1,1,100000001,610000001648,
124,,Spine,3,1,Image 1,2,1,100000000,610000001654,
70,,Spine,3,2,Image 1,1,1,100000001,610000001658,
77,,Spine,3,2,Image 1,1,1,100000001,610000001663,
70,,Spine,3,3,Image 1,2,1,100000001,610000001666,
113,,Spine,3,8,Image 1,3,1,100000000,610000001678,
122,,Spine,3,1,Image 1,1,1,100000002,610000001688,
105,,Spine,3,1,Image 1,1,1,100000000,610000001691,
74,,Spine,3,0,Image 1,1,1,100000001,610000001696,
57,,Spine,3,2,Image 1,2,1,100000000,610000001699,
45,,Spine,3,1,Image 1,1,1,100000002,610000001702,
104,,Spine,3,1,Image 1,2,1,100000002,610000001709,
108,,Spine,3,0,Image 1,1,1,100000000,610000001716,
64,,Spine,3,5,Image 1,4,1,100000001,610000001721,
69,,Spine,3,2,Image 1,1,1,100000001,610000001727,
87,,Spine,3,2,Image 1,2,1,100000000,610000001729,
66,,Spine,3,0,Image 1,1,1,100000000,610000001734,
116,,Spine,3,1,Image 1,1,1,100000002,610000001745,
105,,Spine,3,1,Image 1,1,1,100000000,610000001750,
94,,Spine,3,7,Image 1,1,1,100000000,610000001753,
70,,Spine,3,6,Image 1,3,1,100000000,610000001756,
98,,Spine,3,7,Image 1,4,1,100000000,610000001759,
68,,Spine,3,6,Image 1,2,1,100000000,610000001764,
75,,Spine,3,2,Image 1,1,1,100000000,610000001768,
101,,Spine,3,1,Image 1,1,1,100000000,610000001770,
122,,Spine,3,1,Image 1,1,1,100000002,610000001779,
91,,Spine,3,0,Image 1,1,1,100000000,610000001781,
116,,Spine,3,1,Image 1,1,1,100000002,610000001790,
68,,Spine,3,8,Image 1,2,1,100000000,610000001792,
116,,Spine,3,1,Image 1,1,1,100000002,610000001802,
58,,Spine,3,5,Image 1,4,1,100000001,610000001808,
80,,Spine,3,0,Image 1,1,1,100000000,610000001814,
53,,Spine,3,0,Image 1,1,1,100000001,610000001818,
60,,Spine,3,9,Image 1,3,1,100000000,610000001821,
81,,Spine,3,1,Image 1,1,1,100000000,610000001824,
50,,Spine,3,2,Image 1,1,1,100000000,610000001827,
62,,Spine,3,0,Image 1,1,1,100000001,610000001831,
93,,Spine,3,0,Image 1,1,1,100000002,610000001838,
116,,Spine,3,1,Image 1,1,1,100000002,610000001847,
93,,Spine,3,1,Image 1,2,1,100000000,610000001851,
87,,Spine,3,2,Image 1,2,1,100000000,610000001853,
129,,Spine,3,5,Image 1,2,1,100000000,610000001861,
81,,Spine,3,3,Image 1,1,1,100000001,610000001866,
51,,Spine,3,2,Image 1,2,1,100000001,610000001868,
87,,Spine,3,3,Image 1,2,1,100000001,610000001870,
116,,Spine,3,1,Image 1,1,1,100000002,610000001879,
54,,Spine,3,7,Image 1,3,1,100000000,610000001881,
51,,Spine,3,0,Image 1,1,1,100000002,610000001884,
86,,Spine,3,5,Image 1,4,1,100000001,610000001892,
59,,Spine,3,0,Image 1,1,1,100000002,610000001897,
70,,Spine,3,7,Image 1,2,1,100000000,610000001901,
51,,Spine,3,7,Image 1,1,1,100000000,610000001903,
76,,Spine,3,1,Image 1,1,1,100000001,610000001907,
75,,Spine,3,0,Image 1,1,1,100000001,610000001910,
81,,Spine,3,1,Image 1,1,1,100000000,610000001913,
