
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
14.654,µm^3,Filament,1,100000000,
9.83436,µm^3,Filament,1,100000001,
3.07207,µm^3,Filament,1,100000002,
