
Spine Intensity Mean Ch=3 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.2949,,Spine,3,1,Image 1,2,1,100000002,610000000958,
31.1717,,Spine,3,8,Image 1,3,1,100000000,610000000974,
35.1073,,Spine,3,1,Image 1,2,1,100000002,610000000997,
32.911,,Spine,3,2,Image 1,1,1,100000000,610000001008,
33.0761,,Spine,3,0,Image 1,1,1,100000001,610000001027,
33.3805,,Spine,3,0,Image 1,1,1,100000001,610000001043,
32.6808,,Spine,3,2,Image 1,1,1,100000000,610000001055,
32.2184,,Spine,3,8,Image 1,3,1,100000000,610000001066,
29.4262,,Spine,3,1,Image 1,1,1,100000001,610000001082,
37.0978,,Spine,3,0,Image 1,1,1,100000001,610000001094,
29.375,,Spine,3,1,Image 1,1,1,100000001,610000001106,
37.0496,,Spine,3,0,Image 1,1,1,100000001,610000001116,
30.8243,,Spine,3,3,Image 1,2,1,100000001,610000001126,
35.7024,,Spine,3,1,Image 1,1,1,100000000,610000001132,
30.6393,,Spine,3,2,Image 1,1,1,100000000,610000001139,
30.8371,,Spine,3,3,Image 1,2,1,100000001,610000001148,
34.9795,,Spine,3,6,Image 1,2,1,100000000,610000001154,
55.5578,,Spine,3,5,Image 1,2,1,100000000,610000001168,
21.8054,,Spine,3,7,Image 1,4,1,100000000,610000001174,
29.422,,Spine,3,1,Image 1,1,1,100000001,610000001184,
91.6678,,Spine,3,1,Image 1,1,1,100000002,610000001203,
29.0114,,Spine,3,1,Image 1,1,1,100000001,610000001211,
30.6616,,Spine,3,3,Image 1,2,1,100000001,610000001219,
36.033,,Spine,3,1,Image 1,1,1,100000000,610000001224,
24.7333,,Spine,3,2,Image 1,2,1,100000000,610000001229,
35.7383,,Spine,3,1,Image 1,1,1,100000000,610000001234,
33.4,,Spine,3,2,Image 1,1,1,100000000,610000001243,
36.7236,,Spine,3,1,Image 1,1,1,100000000,610000001248,
90.1069,,Spine,3,1,Image 1,1,1,100000002,610000001265,
91.802,,Spine,3,1,Image 1,1,1,100000002,610000001282,
49.3179,,Spine,3,0,Image 1,1,1,100000002,610000001296,
91.2941,,Spine,3,1,Image 1,1,1,100000002,610000001312,
23.7422,,Spine,3,3,Image 1,2,1,100000001,610000001316,
55.3056,,Spine,3,5,Image 1,2,1,100000000,610000001329,
