
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
993.622,21069.2,1461.25,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
956.918,21047.4,1461.35,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
966.192,21094,1458.64,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
