
Spine Center Intensity Sum Ch=5 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
49,,Spine,5,1,Image 1,2,1,100000002,610000000958,
0,,Spine,5,8,Image 1,3,1,100000000,610000000974,
49,,Spine,5,1,Image 1,2,1,100000002,610000000997,
0,,Spine,5,2,Image 1,1,1,100000000,610000001008,
0,,Spine,5,0,Image 1,1,1,100000001,610000001027,
0,,Spine,5,0,Image 1,1,1,100000001,610000001043,
0,,Spine,5,2,Image 1,1,1,100000000,610000001055,
0,,Spine,5,8,Image 1,3,1,100000000,610000001066,
0,,Spine,5,1,Image 1,1,1,100000001,610000001082,
0,,Spine,5,0,Image 1,1,1,100000001,610000001094,
0,,Spine,5,1,Image 1,1,1,100000001,610000001106,
0,,Spine,5,0,Image 1,1,1,100000001,610000001116,
0,,Spine,5,3,Image 1,2,1,100000001,610000001126,
0,,Spine,5,1,Image 1,1,1,100000000,610000001132,
0,,Spine,5,2,Image 1,1,1,100000000,610000001139,
0,,Spine,5,3,Image 1,2,1,100000001,610000001148,
0,,Spine,5,6,Image 1,2,1,100000000,610000001154,
0,,Spine,5,5,Image 1,2,1,100000000,610000001168,
0,,Spine,5,7,Image 1,4,1,100000000,610000001174,
0,,Spine,5,1,Image 1,1,1,100000001,610000001184,
16,,Spine,5,1,Image 1,1,1,100000002,610000001203,
0,,Spine,5,1,Image 1,1,1,100000001,610000001211,
0,,Spine,5,3,Image 1,2,1,100000001,610000001219,
0,,Spine,5,1,Image 1,1,1,100000000,610000001224,
0,,Spine,5,2,Image 1,2,1,100000000,610000001229,
0,,Spine,5,1,Image 1,1,1,100000000,610000001234,
0,,Spine,5,2,Image 1,1,1,100000000,610000001243,
0,,Spine,5,1,Image 1,1,1,100000000,610000001248,
16,,Spine,5,1,Image 1,1,1,100000002,610000001265,
16,,Spine,5,1,Image 1,1,1,100000002,610000001282,
0,,Spine,5,0,Image 1,1,1,100000002,610000001296,
16,,Spine,5,1,Image 1,1,1,100000002,610000001312,
0,,Spine,5,3,Image 1,2,1,100000001,610000001316,
0,,Spine,5,5,Image 1,2,1,100000000,610000001329,
0,,Spine,5,1,Image 1,1,1,100000001,610000001345,
0,,Spine,5,7,Image 1,4,1,100000000,610000001350,
0,,Spine,5,0,Image 1,1,1,100000001,610000001356,
81,,Spine,5,1,Image 1,2,1,100000002,610000001366,
0,,Spine,5,6,Image 1,2,1,100000000,610000001375,
0,,Spine,5,1,Image 1,1,1,100000001,610000001383,
0,,Spine,5,3,Image 1,2,1,100000001,610000001389,
0,,Spine,5,8,Image 1,3,1,100000000,610000001395,
16,,Spine,5,1,Image 1,1,1,100000002,610000001410,
0,,Spine,5,5,Image 1,4,1,100000001,610000001412,
0,,Spine,5,0,Image 1,1,1,100000002,610000001424,
0,,Spine,5,6,Image 1,2,1,100000000,610000001427,
0,,Spine,5,5,Image 1,2,1,100000000,610000001436,
0,,Spine,5,3,Image 1,2,1,100000001,610000001440,
0,,Spine,5,7,Image 1,2,1,100000000,610000001443,
0,,Spine,5,5,Image 1,2,1,100000000,610000001454,
0,,Spine,5,5,Image 1,2,1,100000000,610000001464,
0,,Spine,5,0,Image 1,1,1,100000001,610000001472,
0,,Spine,5,0,Image 1,1,1,100000002,610000001477,
0,,Spine,5,0,Image 1,1,1,100000001,610000001486,
89,,Spine,5,1,Image 1,1,1,100000002,610000001500,
0,,Spine,5,0,Image 1,1,1,100000002,610000001511,
0,,Spine,5,0,Image 1,1,1,100000002,610000001521,
0,,Spine,5,6,Image 1,3,1,100000000,610000001525,
0,,Spine,5,0,Image 1,1,1,100000000,610000001535,
0,,Spine,5,5,Image 1,4,1,100000001,610000001543,
0,,Spine,5,8,Image 1,3,1,100000000,610000001557,
0,,Spine,5,5,Image 1,4,1,100000001,610000001563,
0,,Spine,5,7,Image 1,1,1,100000000,610000001567,
0,,Spine,5,6,Image 1,2,1,100000000,610000001571,
0,,Spine,5,1,Image 1,1,1,100000001,610000001576,
0,,Spine,5,2,Image 1,1,1,100000000,610000001579,
16,,Spine,5,1,Image 1,1,1,100000002,610000001591,
0,,Spine,5,1,Image 1,1,1,100000001,610000001598,
0,,Spine,5,1,Image 1,1,1,100000001,610000001603,
0,,Spine,5,0,Image 1,1,1,100000002,610000001608,
0,,Spine,5,0,Image 1,1,1,100000002,610000001613,
0,,Spine,5,1,Image 1,2,1,100000001,610000001620,
0,,Spine,5,0,Image 1,1,1,100000002,610000001625,
0,,Spine,5,6,Image 1,2,1,100000000,610000001631,
0,,Spine,5,1,Image 1,2,1,100000002,610000001636,
0,,Spine,5,2,Image 1,1,1,100000001,610000001642,
0,,Spine,5,1,Image 1,1,1,100000001,610000001648,
0,,Spine,5,1,Image 1,2,1,100000000,610000001654,
0,,Spine,5,2,Image 1,1,1,100000001,610000001658,
0,,Spine,5,2,Image 1,1,1,100000001,610000001663,
0,,Spine,5,3,Image 1,2,1,100000001,610000001666,
0,,Spine,5,8,Image 1,3,1,100000000,610000001678,
16,,Spine,5,1,Image 1,1,1,100000002,610000001688,
0,,Spine,5,1,Image 1,1,1,100000000,610000001691,
0,,Spine,5,0,Image 1,1,1,100000001,610000001696,
0,,Spine,5,2,Image 1,2,1,100000000,610000001699,
0,,Spine,5,1,Image 1,1,1,100000002,610000001702,
0,,Spine,5,1,Image 1,2,1,100000002,610000001709,
0,,Spine,5,0,Image 1,1,1,100000000,610000001716,
0,,Spine,5,5,Image 1,4,1,100000001,610000001721,
0,,Spine,5,2,Image 1,1,1,100000001,610000001727,
0,,Spine,5,2,Image 1,2,1,100000000,610000001729,
0,,Spine,5,0,Image 1,1,1,100000000,610000001734,
89,,Spine,5,1,Image 1,1,1,100000002,610000001745,
0,,Spine,5,1,Image 1,1,1,100000000,610000001750,
0,,Spine,5,7,Image 1,1,1,100000000,610000001753,
0,,Spine,5,6,Image 1,3,1,100000000,610000001756,
0,,Spine,5,7,Image 1,4,1,100000000,610000001759,
0,,Spine,5,6,Image 1,2,1,100000000,610000001764,
0,,Spine,5,2,Image 1,1,1,100000000,610000001768,
0,,Spine,5,1,Image 1,1,1,100000000,610000001770,
16,,Spine,5,1,Image 1,1,1,100000002,610000001779,
0,,Spine,5,0,Image 1,1,1,100000000,610000001781,
16,,Spine,5,1,Image 1,1,1,100000002,610000001790,
0,,Spine,5,8,Image 1,2,1,100000000,610000001792,
89,,Spine,5,1,Image 1,1,1,100000002,610000001802,
0,,Spine,5,5,Image 1,4,1,100000001,610000001808,
0,,Spine,5,0,Image 1,1,1,100000000,610000001814,
0,,Spine,5,0,Image 1,1,1,100000001,610000001818,
0,,Spine,5,9,Image 1,3,1,100000000,610000001821,
0,,Spine,5,1,Image 1,1,1,100000000,610000001824,
0,,Spine,5,2,Image 1,1,1,100000000,610000001827,
0,,Spine,5,0,Image 1,1,1,100000001,610000001831,
0,,Spine,5,0,Image 1,1,1,100000002,610000001838,
89,,Spine,5,1,Image 1,1,1,100000002,610000001847,
0,,Spine,5,1,Image 1,2,1,100000000,610000001851,
0,,Spine,5,2,Image 1,2,1,100000000,610000001853,
0,,Spine,5,5,Image 1,2,1,100000000,610000001861,
0,,Spine,5,3,Image 1,1,1,100000001,610000001866,
0,,Spine,5,2,Image 1,2,1,100000001,610000001868,
0,,Spine,5,3,Image 1,2,1,100000001,610000001870,
89,,Spine,5,1,Image 1,1,1,100000002,610000001879,
0,,Spine,5,7,Image 1,3,1,100000000,610000001881,
0,,Spine,5,0,Image 1,1,1,100000002,610000001884,
0,,Spine,5,5,Image 1,4,1,100000001,610000001892,
0,,Spine,5,0,Image 1,1,1,100000002,610000001897,
0,,Spine,5,7,Image 1,2,1,100000000,610000001901,
14,,Spine,5,7,Image 1,1,1,100000000,610000001903,
0,,Spine,5,1,Image 1,1,1,100000001,610000001907,
0,,Spine,5,0,Image 1,1,1,100000001,610000001910,
0,,Spine,5,1,Image 1,1,1,100000000,610000001913,
0,,Spine,5,2,Image 1,1,1,100000001,610000001917,
0,,Spine,5,5,Image 1,4,1,100000001,610000001922,
0,,Spine,5,3,Image 1,2,1,100000001,610000001925,
0,,Spine,5,0,Image 1,1,1,100000001,610000001928,
0,,Spine,5,8,Image 1,3,1,100000000,610000001931,
0,,Spine,5,2,Image 1,2,1,100000000,610000001933,
0,,Spine,5,7,Image 1,4,1,100000000,610000001935,
0,,Spine,5,2,Image 1,2,1,100000001,610000001938,
0,,Spine,5,6,Image 1,2,1,100000000,610000001940,
0,,Spine,5,4,Image 1,3,1,100000000,610000001942,
0,,Spine,5,0,Image 1,1,1,100000000,610000001946,
0,,Spine,5,2,Image 1,1,1,100000001,610000001949,
0,,Spine,5,4,Image 1,1,1,100000000,610000001953,
0,,Spine,5,3,Image 1,2,1,100000000,610000001957,
0,,Spine,5,0,Image 1,1,1,100000000,610000001963,
0,,Spine,5,1,Image 1,2,1,100000002,610000001968,
0,,Spine,5,5,Image 1,4,1,100000001,610000001975,
0,,Spine,5,9,Image 1,2,1,100000000,610000001979,
0,,Spine,5,7,Image 1,3,1,100000000,610000001982,
0,,Spine,5,0,Image 1,1,1,100000001,610000001988,
0,,Spine,5,6,Image 1,2,1,100000000,610000001993,
0,,Spine,5,2,Image 1,1,1,100000000,610000002000,
0,,Spine,5,8,Image 1,3,1,100000000,610000002008,
0,,Spine,5,5,Image 1,4,1,100000001,610000002010,
41,,Spine,5,1,Image 1,1,1,100000002,610000002015,
0,,Spine,5,1,Image 1,2,1,100000002,610000002019,
0,,Spine,5,0,Image 1,1,1,100000000,610000002024,
0,,Spine,5,3,Image 1,2,1,100000001,610000002026,
0,,Spine,5,10,Image 1,3,1,100000000,610000002030,
0,,Spine,5,5,Image 1,2,1,100000000,610000002036,
16,,Spine,5,1,Image 1,1,1,100000002,610000002043,
16,,Spine,5,1,Image 1,1,1,100000002,610000002049,
0,,Spine,5,0,Image 1,1,1,100000000,610000002053,
0,,Spine,5,7,Image 1,3,1,100000000,610000002056,
0,,Spine,5,3,Image 1,2,1,100000000,610000002060,
0,,Spine,5,2,Image 1,3,1,100000002,610000002062,
0,,Spine,5,0,Image 1,1,1,100000001,610000002067,
0,,Spine,5,4,Image 1,1,1,100000000,610000002070,
0,,Spine,5,1,Image 1,1,1,100000002,610000002072,
0,,Spine,5,6,Image 1,2,1,100000000,610000002075,
0,,Spine,5,5,Image 1,2,1,100000000,610000002080,
0,,Spine,5,0,Image 1,1,1,100000000,610000002083,
0,,Spine,5,3,Image 1,2,1,100000001,610000002085,
0,,Spine,5,5,Image 1,2,1,100000000,610000002090,
0,,Spine,5,7,Image 1,1,1,100000000,610000002092,
0,,Spine,5,1,Image 1,1,1,100000000,610000002094,
0,,Spine,5,5,Image 1,4,1,100000001,610000002099,
0,,Spine,5,1,Image 1,2,1,100000001,610000002102,
0,,Spine,5,7,Image 1,1,1,100000000,610000002105,
0,,Spine,5,2,Image 1,1,1,100000000,610000002108,
0,,Spine,5,4,Image 1,3,1,100000000,610000002112,
0,,Spine,5,0,Image 1,1,1,100000001,610000002114,
0,,Spine,5,3,Image 1,1,1,100000000,610000002116,
0,,Spine,5,1,Image 1,1,1,100000000,610000002121,
0,,Spine,5,0,Image 1,1,1,100000000,610000002128,
0,,Spine,5,0,Image 1,1,1,100000000,610000002133,
0,,Spine,5,5,Image 1,3,1,100000000,610000002135,
0,,Spine,5,0,Image 1,1,1,100000000,610000002141,
