
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-111.171,°,Segment,3,4,1,100000002,510000000013,
-140.883,°,Segment,2,3,1,100000002,510000000015,
-176.547,°,Segment,1,2,1,100000002,510000000050,
143.432,°,Segment,0,1,1,100000002,510000000054,
-39.0281,°,Segment,3,4,1,100000002,510000000057,
151.106,°,Segment,3,3,1,100000002,510000000059,
148.771,°,Segment,2,2,1,100000002,510000000062,
-147.652,°,Segment,1,1,1,100000002,510000000102,
139.734,°,Segment,1,1,1,100000002,510000000135,
-7.57089,°,Segment,4,2,1,100000001,510000000145,
-27.9133,°,Segment,3,2,1,100000001,510000000158,
12.1597,°,Segment,2,1,1,100000001,510000000167,
14.3531,°,Segment,1,1,1,100000001,510000000173,
10.5514,°,Segment,0,1,1,100000001,510000000193,
37.0657,°,Segment,5,4,1,100000001,510000000205,
30.6238,°,Segment,4,4,1,100000001,510000000207,
15.14,°,Segment,3,3,1,100000001,510000000227,
7.50626,°,Segment,2,2,1,100000001,510000000233,
82.4044,°,Segment,0,1,1,100000001,510000000240,
-75.9264,°,Segment,4,3,1,100000001,510000000245,
26.4487,°,Segment,4,3,1,100000001,510000000250,
-25.8647,°,Segment,5,5,1,100000001,510000000256,
29.3748,°,Segment,3,1,1,100000001,510000000269,
62.6028,°,Segment,10,3,1,100000000,510000000278,
120.858,°,Segment,9,3,1,100000000,510000000281,
86.3174,°,Segment,8,2,1,100000000,510000000298,
62.3041,°,Segment,7,2,1,100000000,510000000301,
42.8871,°,Segment,6,2,1,100000000,510000000307,
30.3288,°,Segment,5,2,1,100000000,510000000309,
42.532,°,Segment,4,1,1,100000000,510000000314,
15.3088,°,Segment,3,1,1,100000000,510000000316,
-20.8986,°,Segment,2,1,1,100000000,510000000318,
-25.5938,°,Segment,0,1,1,100000000,510000000321,
80.1918,°,Segment,7,2,1,100000000,510000000361,
100.582,°,Segment,6,1,1,100000000,510000000366,
97.952,°,Segment,5,1,1,100000000,510000000369,
-174.277,°,Segment,2,2,1,100000000,510000000394,
-76.52,°,Segment,1,1,1,100000000,510000000402,
-103.328,°,Segment,0,1,1,100000000,510000000406,
144.394,°,Segment,10,4,1,100000000,510000000412,
86.5815,°,Segment,2,2,1,100000001,510000000420,
9.89005,°,Segment,8,3,1,100000000,510000000442,
55.2358,°,Segment,9,2,1,100000000,510000000449,
-52.6042,°,Segment,7,4,1,100000000,510000000458,
-65.7284,°,Segment,6,3,1,100000000,510000000470,
149.75,°,Segment,7,1,1,100000000,510000000491,
-8.53641,°,Segment,7,3,1,100000000,510000000503,
-58.0687,°,Segment,6,2,1,100000000,510000000527,
-95.9984,°,Segment,5,2,1,100000000,510000000533,
-108.944,°,Segment,4,2,1,100000000,510000000537,
-91.2808,°,Segment,3,2,1,100000000,510000000546,
169.472,°,Segment,6,3,1,100000000,510000000561,
-55.7685,°,Segment,1,2,1,100000000,510000000584,
-4.51006,°,Segment,0,1,1,100000000,510000000591,
153.898,°,Segment,1,2,1,100000001,510000000598,
-15.9578,°,Segment,7,3,1,100000000,510000000604,
152.841,°,Segment,3,1,1,100000001,510000000612,
60.7234,°,Segment,2,1,1,100000001,510000000617,
-177.906,°,Segment,6,2,1,100000000,510000000629,
66.4836,°,Segment,3,2,1,100000001,510000000638,
-28.2696,°,Segment,2,1,1,100000000,510000000645,
31.4473,°,Segment,3,2,1,100000001,510000000652,
-89.2552,°,Segment,5,3,1,100000000,510000000657,
6.65836,°,Segment,0,1,1,100000001,510000000670,
146.28,°,Segment,2,1,1,100000000,510000000679,
124.62,°,Segment,1,1,1,100000000,510000000685,
98.2339,°,Segment,0,1,1,100000000,510000000696,
-76.7039,°,Segment,1,2,1,100000001,510000000704,
90.4137,°,Segment,2,2,1,100000000,510000000714,
47.8643,°,Segment,1,1,1,100000000,510000000728,
-9.02836,°,Segment,4,3,1,100000000,510000000734,
-35.1018,°,Segment,4,2,1,100000000,510000000743,
56.4242,°,Segment,1,2,1,100000000,510000000751,
129.742,°,Segment,0,1,1,100000001,510000000759,
57.1443,°,Segment,1,2,1,100000000,510000000767,
-29.0203,°,Segment,1,2,1,100000000,510000000775,
-142.911,°,Segment,2,2,1,100000000,510000000782,
134.763,°,Segment,0,1,1,100000000,510000000789,
-169.911,°,Segment,0,1,1,100000000,510000000793,
-50.6953,°,Segment,0,1,1,100000000,510000000796,
-30.6087,°,Segment,1,1,1,100000000,510000000798,
36.6362,°,Segment,1,1,1,100000001,510000000810,
