
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
996.772,µm,Filament,Filament Position,1,100000000,
962.163,µm,Filament,Filament Position,1,100000001,
964.592,µm,Filament,Filament Position,1,100000002,
