
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
26.1397,,Segment,2,3,Image 1,4,1,100000002,510000000013,
13.4743,,Segment,2,2,Image 1,3,1,100000002,510000000015,
30.9673,,Segment,2,1,Image 1,2,1,100000002,510000000050,
13.8884,,Segment,2,0,Image 1,1,1,100000002,510000000054,
21.4126,,Segment,2,3,Image 1,4,1,100000002,510000000057,
24.5266,,Segment,2,3,Image 1,3,1,100000002,510000000059,
15.9609,,Segment,2,2,Image 1,2,1,100000002,510000000062,
36.5216,,Segment,2,1,Image 1,1,1,100000002,510000000102,
21.6724,,Segment,2,0,Image 1,1,1,100000002,510000000135,
15.0778,,Segment,2,4,Image 1,2,1,100000001,510000000145,
18.976,,Segment,2,3,Image 1,2,1,100000001,510000000158,
15.8572,,Segment,2,2,Image 1,1,1,100000001,510000000167,
14.0306,,Segment,2,1,Image 1,1,1,100000001,510000000173,
13.0254,,Segment,2,0,Image 1,1,1,100000001,510000000193,
18.9141,,Segment,2,5,Image 1,4,1,100000001,510000000205,
31.9618,,Segment,2,4,Image 1,4,1,100000001,510000000207,
14.6363,,Segment,2,3,Image 1,3,1,100000001,510000000227,
21.7565,,Segment,2,2,Image 1,2,1,100000001,510000000233,
17.3421,,Segment,2,0,Image 1,1,1,100000001,510000000240,
20.0459,,Segment,2,4,Image 1,3,1,100000001,510000000245,
19.48,,Segment,2,4,Image 1,3,1,100000001,510000000250,
11.9284,,Segment,2,5,Image 1,5,1,100000001,510000000256,
8.20683,,Segment,2,3,Image 1,1,1,100000001,510000000269,
26.4756,,Segment,2,10,Image 1,3,1,100000000,510000000278,
39.7956,,Segment,2,9,Image 1,3,1,100000000,510000000281,
28.9205,,Segment,2,8,Image 1,2,1,100000000,510000000298,
28.3417,,Segment,2,7,Image 1,2,1,100000000,510000000301,
23.1437,,Segment,2,6,Image 1,2,1,100000000,510000000307,
23.6972,,Segment,2,5,Image 1,2,1,100000000,510000000309,
13.1075,,Segment,2,4,Image 1,1,1,100000000,510000000314,
14.8997,,Segment,2,3,Image 1,1,1,100000000,510000000316,
27.1334,,Segment,2,2,Image 1,1,1,100000000,510000000318,
6.5,,Segment,2,0,Image 1,1,1,100000000,510000000321,
25.684,,Segment,2,7,Image 1,2,1,100000000,510000000361,
23.9821,,Segment,2,6,Image 1,1,1,100000000,510000000366,
29.2778,,Segment,2,5,Image 1,1,1,100000000,510000000369,
22.0847,,Segment,2,2,Image 1,2,1,100000000,510000000394,
24.9241,,Segment,2,1,Image 1,1,1,100000000,510000000402,
20.6843,,Segment,2,0,Image 1,1,1,100000000,510000000406,
35.2647,,Segment,2,10,Image 1,4,1,100000000,510000000412,
14.0826,,Segment,2,2,Image 1,2,1,100000001,510000000420,
23.8509,,Segment,2,8,Image 1,3,1,100000000,510000000442,
26.654,,Segment,2,9,Image 1,2,1,100000000,510000000449,
28.2418,,Segment,2,7,Image 1,4,1,100000000,510000000458,
24.0559,,Segment,2,6,Image 1,3,1,100000000,510000000470,
23.4126,,Segment,2,7,Image 1,1,1,100000000,510000000491,
27.3312,,Segment,2,7,Image 1,3,1,100000000,510000000503,
23.2577,,Segment,2,6,Image 1,2,1,100000000,510000000527,
31.4454,,Segment,2,5,Image 1,2,1,100000000,510000000533,
15.0599,,Segment,2,4,Image 1,2,1,100000000,510000000537,
11.7064,,Segment,2,3,Image 1,2,1,100000000,510000000546,
21.7579,,Segment,2,6,Image 1,3,1,100000000,510000000561,
27.0478,,Segment,2,1,Image 1,2,1,100000000,510000000584,
21.0687,,Segment,2,0,Image 1,1,1,100000000,510000000591,
8.3778,,Segment,2,1,Image 1,2,1,100000001,510000000598,
29.6586,,Segment,2,7,Image 1,3,1,100000000,510000000604,
10.13,,Segment,2,3,Image 1,1,1,100000001,510000000612,
19.3111,,Segment,2,2,Image 1,1,1,100000001,510000000617,
23.7552,,Segment,2,6,Image 1,2,1,100000000,510000000629,
15.0538,,Segment,2,3,Image 1,2,1,100000001,510000000638,
16.076,,Segment,2,2,Image 1,1,1,100000000,510000000645,
14.6666,,Segment,2,3,Image 1,2,1,100000001,510000000652,
16.408,,Segment,2,5,Image 1,3,1,100000000,510000000657,
16.0701,,Segment,2,0,Image 1,1,1,100000001,510000000670,
22.2011,,Segment,2,2,Image 1,1,1,100000000,510000000679,
28.77,,Segment,2,1,Image 1,1,1,100000000,510000000685,
9.89634,,Segment,2,0,Image 1,1,1,100000000,510000000696,
13.6771,,Segment,2,1,Image 1,2,1,100000001,510000000704,
21.8439,,Segment,2,2,Image 1,2,1,100000000,510000000714,
20.8629,,Segment,2,1,Image 1,1,1,100000000,510000000728,
34.6363,,Segment,2,4,Image 1,3,1,100000000,510000000734,
23.1301,,Segment,2,4,Image 1,2,1,100000000,510000000743,
25.7543,,Segment,2,1,Image 1,2,1,100000000,510000000751,
10.0592,,Segment,2,0,Image 1,1,1,100000001,510000000759,
14.0189,,Segment,2,1,Image 1,2,1,100000000,510000000767,
15.6684,,Segment,2,1,Image 1,2,1,100000000,510000000775,
35.4457,,Segment,2,2,Image 1,2,1,100000000,510000000782,
1.5,,Segment,2,0,Image 1,1,1,100000000,510000000789,
3.5,,Segment,2,0,Image 1,1,1,100000000,510000000793,
35,,Segment,2,0,Image 1,1,1,100000000,510000000796,
33.5,,Segment,2,1,Image 1,1,1,100000000,510000000798,
14.5,,Segment,2,1,Image 1,1,1,100000001,510000000810,
