
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25,,Spine,4,1,Image 1,2,1,100000002,610000000958,
17,,Spine,4,8,Image 1,3,1,100000000,610000000974,
24,,Spine,4,1,Image 1,2,1,100000002,610000000997,
12,,Spine,4,2,Image 1,1,1,100000000,610000001008,
20,,Spine,4,0,Image 1,1,1,100000001,610000001027,
17,,Spine,4,0,Image 1,1,1,100000001,610000001043,
13,,Spine,4,2,Image 1,1,1,100000000,610000001055,
12,,Spine,4,8,Image 1,3,1,100000000,610000001066,
17,,Spine,4,1,Image 1,1,1,100000001,610000001082,
13,,Spine,4,0,Image 1,1,1,100000001,610000001094,
13,,Spine,4,1,Image 1,1,1,100000001,610000001106,
11,,Spine,4,0,Image 1,1,1,100000001,610000001116,
11,,Spine,4,3,Image 1,2,1,100000001,610000001126,
7,,Spine,4,1,Image 1,1,1,100000000,610000001132,
8,,Spine,4,2,Image 1,1,1,100000000,610000001139,
10,,Spine,4,3,Image 1,2,1,100000001,610000001148,
7,,Spine,4,6,Image 1,2,1,100000000,610000001154,
15,,Spine,4,5,Image 1,2,1,100000000,610000001168,
7,,Spine,4,7,Image 1,4,1,100000000,610000001174,
11,,Spine,4,1,Image 1,1,1,100000001,610000001184,
20,,Spine,4,1,Image 1,1,1,100000002,610000001203,
9,,Spine,4,1,Image 1,1,1,100000001,610000001211,
9,,Spine,4,3,Image 1,2,1,100000001,610000001219,
6,,Spine,4,1,Image 1,1,1,100000000,610000001224,
6,,Spine,4,2,Image 1,2,1,100000000,610000001229,
6,,Spine,4,1,Image 1,1,1,100000000,610000001234,
10,,Spine,4,2,Image 1,1,1,100000000,610000001243,
6,,Spine,4,1,Image 1,1,1,100000000,610000001248,
18,,Spine,4,1,Image 1,1,1,100000002,610000001265,
18,,Spine,4,1,Image 1,1,1,100000002,610000001282,
15,,Spine,4,0,Image 1,1,1,100000002,610000001296,
17,,Spine,4,1,Image 1,1,1,100000002,610000001312,
5,,Spine,4,3,Image 1,2,1,100000001,610000001316,
14,,Spine,4,5,Image 1,2,1,100000000,610000001329,
10,,Spine,4,1,Image 1,1,1,100000001,610000001345,
6,,Spine,4,7,Image 1,4,1,100000000,610000001350,
7,,Spine,4,0,Image 1,1,1,100000001,610000001356,
11,,Spine,4,1,Image 1,2,1,100000002,610000001366,
10,,Spine,4,6,Image 1,2,1,100000000,610000001375,
9,,Spine,4,1,Image 1,1,1,100000001,610000001383,
7,,Spine,4,3,Image 1,2,1,100000001,610000001389,
7,,Spine,4,8,Image 1,3,1,100000000,610000001395,
16,,Spine,4,1,Image 1,1,1,100000002,610000001410,
3,,Spine,4,5,Image 1,4,1,100000001,610000001412,
12,,Spine,4,0,Image 1,1,1,100000002,610000001424,
4,,Spine,4,6,Image 1,2,1,100000000,610000001427,
9,,Spine,4,5,Image 1,2,1,100000000,610000001436,
5,,Spine,4,3,Image 1,2,1,100000001,610000001440,
4,,Spine,4,7,Image 1,2,1,100000000,610000001443,
12,,Spine,4,5,Image 1,2,1,100000000,610000001454,
11,,Spine,4,5,Image 1,2,1,100000000,610000001464,
9,,Spine,4,0,Image 1,1,1,100000001,610000001472,
6,,Spine,4,0,Image 1,1,1,100000002,610000001477,
10,,Spine,4,0,Image 1,1,1,100000001,610000001486,
15,,Spine,4,1,Image 1,1,1,100000002,610000001500,
11,,Spine,4,0,Image 1,1,1,100000002,610000001511,
11,,Spine,4,0,Image 1,1,1,100000002,610000001521,
5,,Spine,4,6,Image 1,3,1,100000000,610000001525,
10,,Spine,4,0,Image 1,1,1,100000000,610000001535,
8,,Spine,4,5,Image 1,4,1,100000001,610000001543,
15,,Spine,4,8,Image 1,3,1,100000000,610000001557,
6,,Spine,4,5,Image 1,4,1,100000001,610000001563,
5,,Spine,4,7,Image 1,1,1,100000000,610000001567,
5,,Spine,4,6,Image 1,2,1,100000000,610000001571,
6,,Spine,4,1,Image 1,1,1,100000001,610000001576,
4,,Spine,4,2,Image 1,1,1,100000000,610000001579,
13,,Spine,4,1,Image 1,1,1,100000002,610000001591,
8,,Spine,4,1,Image 1,1,1,100000001,610000001598,
6,,Spine,4,1,Image 1,1,1,100000001,610000001603,
6,,Spine,4,0,Image 1,1,1,100000002,610000001608,
6,,Spine,4,0,Image 1,1,1,100000002,610000001613,
8,,Spine,4,1,Image 1,2,1,100000001,610000001620,
6,,Spine,4,0,Image 1,1,1,100000002,610000001625,
7,,Spine,4,6,Image 1,2,1,100000000,610000001631,
6,,Spine,4,1,Image 1,2,1,100000002,610000001636,
7,,Spine,4,2,Image 1,1,1,100000001,610000001642,
7,,Spine,4,1,Image 1,1,1,100000001,610000001648,
7,,Spine,4,1,Image 1,2,1,100000000,610000001654,
5,,Spine,4,2,Image 1,1,1,100000001,610000001658,
6,,Spine,4,2,Image 1,1,1,100000001,610000001663,
4,,Spine,4,3,Image 1,2,1,100000001,610000001666,
13,,Spine,4,8,Image 1,3,1,100000000,610000001678,
11,,Spine,4,1,Image 1,1,1,100000002,610000001688,
4,,Spine,4,1,Image 1,1,1,100000000,610000001691,
6,,Spine,4,0,Image 1,1,1,100000001,610000001696,
4,,Spine,4,2,Image 1,2,1,100000000,610000001699,
4,,Spine,4,1,Image 1,1,1,100000002,610000001702,
8,,Spine,4,1,Image 1,2,1,100000002,610000001709,
7,,Spine,4,0,Image 1,1,1,100000000,610000001716,
5,,Spine,4,5,Image 1,4,1,100000001,610000001721,
7,,Spine,4,2,Image 1,1,1,100000001,610000001727,
3,,Spine,4,2,Image 1,2,1,100000000,610000001729,
5,,Spine,4,0,Image 1,1,1,100000000,610000001734,
12,,Spine,4,1,Image 1,1,1,100000002,610000001745,
6,,Spine,4,1,Image 1,1,1,100000000,610000001750,
4,,Spine,4,7,Image 1,1,1,100000000,610000001753,
4,,Spine,4,6,Image 1,3,1,100000000,610000001756,
4,,Spine,4,7,Image 1,4,1,100000000,610000001759,
6,,Spine,4,6,Image 1,2,1,100000000,610000001764,
5,,Spine,4,2,Image 1,1,1,100000000,610000001768,
3,,Spine,4,1,Image 1,1,1,100000000,610000001770,
10,,Spine,4,1,Image 1,1,1,100000002,610000001779,
3,,Spine,4,0,Image 1,1,1,100000000,610000001781,
10,,Spine,4,1,Image 1,1,1,100000002,610000001790,
3,,Spine,4,8,Image 1,2,1,100000000,610000001792,
11,,Spine,4,1,Image 1,1,1,100000002,610000001802,
6,,Spine,4,5,Image 1,4,1,100000001,610000001808,
6,,Spine,4,0,Image 1,1,1,100000000,610000001814,
5,,Spine,4,0,Image 1,1,1,100000001,610000001818,
4,,Spine,4,9,Image 1,3,1,100000000,610000001821,
4,,Spine,4,1,Image 1,1,1,100000000,610000001824,
4,,Spine,4,2,Image 1,1,1,100000000,610000001827,
5,,Spine,4,0,Image 1,1,1,100000001,610000001831,
7,,Spine,4,0,Image 1,1,1,100000002,610000001838,
10,,Spine,4,1,Image 1,1,1,100000002,610000001847,
5,,Spine,4,1,Image 1,2,1,100000000,610000001851,
3,,Spine,4,2,Image 1,2,1,100000000,610000001853,
9,,Spine,4,5,Image 1,2,1,100000000,610000001861,
6,,Spine,4,3,Image 1,1,1,100000001,610000001866,
3,,Spine,4,2,Image 1,2,1,100000001,610000001868,
3,,Spine,4,3,Image 1,2,1,100000001,610000001870,
10,,Spine,4,1,Image 1,1,1,100000002,610000001879,
3,,Spine,4,7,Image 1,3,1,100000000,610000001881,
4,,Spine,4,0,Image 1,1,1,100000002,610000001884,
8,,Spine,4,5,Image 1,4,1,100000001,610000001892,
6,,Spine,4,0,Image 1,1,1,100000002,610000001897,
5,,Spine,4,7,Image 1,2,1,100000000,610000001901,
3,,Spine,4,7,Image 1,1,1,100000000,610000001903,
5,,Spine,4,1,Image 1,1,1,100000001,610000001907,
4,,Spine,4,0,Image 1,1,1,100000001,610000001910,
4,,Spine,4,1,Image 1,1,1,100000000,610000001913,
5,,Spine,4,2,Image 1,1,1,100000001,610000001917,
5,,Spine,4,5,Image 1,4,1,100000001,610000001922,
4,,Spine,4,3,Image 1,2,1,100000001,610000001925,
4,,Spine,4,0,Image 1,1,1,100000001,610000001928,
4,,Spine,4,8,Image 1,3,1,100000000,610000001931,
3,,Spine,4,2,Image 1,2,1,100000000,610000001933,
3,,Spine,4,7,Image 1,4,1,100000000,610000001935,
4,,Spine,4,2,Image 1,2,1,100000001,610000001938,
3,,Spine,4,6,Image 1,2,1,100000000,610000001940,
3,,Spine,4,4,Image 1,3,1,100000000,610000001942,
5,,Spine,4,0,Image 1,1,1,100000000,610000001946,
4,,Spine,4,2,Image 1,1,1,100000001,610000001949,
5,,Spine,4,4,Image 1,1,1,100000000,610000001953,
5,,Spine,4,3,Image 1,2,1,100000000,610000001957,
7,,Spine,4,0,Image 1,1,1,100000000,610000001963,
6,,Spine,4,1,Image 1,2,1,100000002,610000001968,
7,,Spine,4,5,Image 1,4,1,100000001,610000001975,
5,,Spine,4,9,Image 1,2,1,100000000,610000001979,
3,,Spine,4,7,Image 1,3,1,100000000,610000001982,
7,,Spine,4,0,Image 1,1,1,100000001,610000001988,
5,,Spine,4,6,Image 1,2,1,100000000,610000001993,
7,,Spine,4,2,Image 1,1,1,100000000,610000002000,
9,,Spine,4,8,Image 1,3,1,100000000,610000002008,
2,,Spine,4,5,Image 1,4,1,100000001,610000002010,
6,,Spine,4,1,Image 1,1,1,100000002,610000002015,
5,,Spine,4,1,Image 1,2,1,100000002,610000002019,
5,,Spine,4,0,Image 1,1,1,100000000,610000002024,
3,,Spine,4,3,Image 1,2,1,100000001,610000002026,
5,,Spine,4,10,Image 1,3,1,100000000,610000002030,
7,,Spine,4,5,Image 1,2,1,100000000,610000002036,
7,,Spine,4,1,Image 1,1,1,100000002,610000002043,
7,,Spine,4,1,Image 1,1,1,100000002,610000002049,
4,,Spine,4,0,Image 1,1,1,100000000,610000002053,
4,,Spine,4,7,Image 1,3,1,100000000,610000002056,
5,,Spine,4,3,Image 1,2,1,100000000,610000002060,
3,,Spine,4,2,Image 1,3,1,100000002,610000002062,
6,,Spine,4,0,Image 1,1,1,100000001,610000002067,
4,,Spine,4,4,Image 1,1,1,100000000,610000002070,
3,,Spine,4,1,Image 1,1,1,100000002,610000002072,
3,,Spine,4,6,Image 1,2,1,100000000,610000002075,
6,,Spine,4,5,Image 1,2,1,100000000,610000002080,
4,,Spine,4,0,Image 1,1,1,100000000,610000002083,
3,,Spine,4,3,Image 1,2,1,100000001,610000002085,
6,,Spine,4,5,Image 1,2,1,100000000,610000002090,
3,,Spine,4,7,Image 1,1,1,100000000,610000002092,
3,,Spine,4,1,Image 1,1,1,100000000,610000002094,
5,,Spine,4,5,Image 1,4,1,100000001,610000002099,
4,,Spine,4,1,Image 1,2,1,100000001,610000002102,
