
Soma Intensity Mean Ch=5 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.00476866,,Soma,5,Image 1,1,100000000,800000000,
0.0125338,,Soma,5,Image 1,1,100000001,800000001,
4.38128,,Soma,5,Image 1,1,100000002,800000002,
