
Spine Max Diameter
 ==================== 
Spine Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.446816,µm,Spine,1,2,1,100000002,610000000958,
0.376272,µm,Spine,8,3,1,100000000,610000000974,
0.446816,µm,Spine,1,2,1,100000002,610000000997,
0.617276,µm,Spine,2,1,1,100000000,610000001008,
0.789556,µm,Spine,0,1,1,100000001,610000001027,
0.789556,µm,Spine,0,1,1,100000001,610000001043,
0.617276,µm,Spine,2,1,1,100000000,610000001055,
0.376272,µm,Spine,8,3,1,100000000,610000001066,
0.827501,µm,Spine,1,1,1,100000001,610000001082,
0.943188,µm,Spine,0,1,1,100000001,610000001094,
0.827501,µm,Spine,1,1,1,100000001,610000001106,
0.943188,µm,Spine,0,1,1,100000001,610000001116,
0.53138,µm,Spine,3,2,1,100000001,610000001126,
0.408673,µm,Spine,1,1,1,100000000,610000001132,
0.617276,µm,Spine,2,1,1,100000000,610000001139,
0.53138,µm,Spine,3,2,1,100000001,610000001148,
0.407463,µm,Spine,6,2,1,100000000,610000001154,
0.830048,µm,Spine,5,2,1,100000000,610000001168,
0.403713,µm,Spine,7,4,1,100000000,610000001174,
0.827501,µm,Spine,1,1,1,100000001,610000001184,
0.695747,µm,Spine,1,1,1,100000002,610000001203,
0.827501,µm,Spine,1,1,1,100000001,610000001211,
0.53138,µm,Spine,3,2,1,100000001,610000001219,
0.408673,µm,Spine,1,1,1,100000000,610000001224,
0.36225,µm,Spine,2,2,1,100000000,610000001229,
0.408673,µm,Spine,1,1,1,100000000,610000001234,
0.617276,µm,Spine,2,1,1,100000000,610000001243,
0.408673,µm,Spine,1,1,1,100000000,610000001248,
0.695747,µm,Spine,1,1,1,100000002,610000001265,
0.695747,µm,Spine,1,1,1,100000002,610000001282,
0.541157,µm,Spine,1,2,1,100000002,610000001296,
0.695747,µm,Spine,1,1,1,100000002,610000001312,
0.409115,µm,Spine,3,2,1,100000001,610000001316,
0.830048,µm,Spine,5,2,1,100000000,610000001329,
0.827501,µm,Spine,1,1,1,100000001,610000001345,
0.403713,µm,Spine,7,4,1,100000000,610000001350,
0.943188,µm,Spine,0,1,1,100000001,610000001356,
0.390303,µm,Spine,1,2,1,100000002,610000001366,
0.301556,µm,Spine,6,2,1,100000000,610000001375,
0.827501,µm,Spine,1,1,1,100000001,610000001383,
0.53138,µm,Spine,3,2,1,100000001,610000001389,
0.376272,µm,Spine,8,3,1,100000000,610000001395,
0.695747,µm,Spine,1,1,1,100000002,610000001410,
0.394826,µm,Spine,5,4,1,100000001,610000001412,
0.649323,µm,Spine,1,2,1,100000002,610000001424,
0.407463,µm,Spine,6,2,1,100000000,610000001427,
0.597904,µm,Spine,5,2,1,100000000,610000001436,
0.524356,µm,Spine,3,2,1,100000001,610000001440,
0.336492,µm,Spine,7,2,1,100000000,610000001443,
0.830048,µm,Spine,5,2,1,100000000,610000001454,
0.830048,µm,Spine,5,2,1,100000000,610000001464,
0.883085,µm,Spine,0,1,1,100000001,610000001472,
0.455134,µm,Spine,1,2,1,100000002,610000001477,
0.789556,µm,Spine,0,1,1,100000001,610000001486,
0.624523,µm,Spine,1,1,1,100000002,610000001500,
0.649323,µm,Spine,1,2,1,100000002,610000001511,
0.541157,µm,Spine,1,2,1,100000002,610000001521,
0.486992,µm,Spine,6,3,1,100000000,610000001525,
1.60997,µm,Spine,0,1,1,100000000,610000001535,
0.635132,µm,Spine,5,4,1,100000001,610000001543,
0.327417,µm,Spine,8,3,1,100000000,610000001557,
1.41837,µm,Spine,5,4,1,100000001,610000001563,
0.44571,µm,Spine,7,1,1,100000000,610000001567,
0.530285,µm,Spine,6,2,1,100000000,610000001571,
0.452239,µm,Spine,1,1,1,100000001,610000001576,
0.406251,µm,Spine,2,1,1,100000000,610000001579,
0.695747,µm,Spine,1,1,1,100000002,610000001591,
0.827501,µm,Spine,1,1,1,100000001,610000001598,
0.690387,µm,Spine,1,1,1,100000001,610000001603,
0.455134,µm,Spine,1,2,1,100000002,610000001608,
0.478927,µm,Spine,1,2,1,100000002,610000001613,
0.672005,µm,Spine,1,2,1,100000001,610000001620,
0.478927,µm,Spine,1,2,1,100000002,610000001625,
0.384033,µm,Spine,6,2,1,100000000,610000001631,
0.439637,µm,Spine,1,2,1,100000002,610000001636,
0.905092,µm,Spine,2,1,1,100000001,610000001642,
0.827501,µm,Spine,1,1,1,100000001,610000001648,
1.07654,µm,Spine,1,2,1,100000000,610000001654,
0.658916,µm,Spine,2,1,1,100000001,610000001658,
0.850104,µm,Spine,2,1,1,100000001,610000001663,
0.524356,µm,Spine,3,2,1,100000001,610000001666,
0.327417,µm,Spine,8,3,1,100000000,610000001678,
0.695747,µm,Spine,1,1,1,100000002,610000001688,
0.480307,µm,Spine,1,1,1,100000000,610000001691,
0.915571,µm,Spine,0,1,1,100000001,610000001696,
0.476038,µm,Spine,2,2,1,100000000,610000001699,
0.411834,µm,Spine,1,1,1,100000002,610000001702,
