
Segment Center Intensity Min Ch=2 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
20,,Segment,2,3,Image 1,4,1,100000002,510000000013,
47,,Segment,2,2,Image 1,3,1,100000002,510000000015,
21,,Segment,2,1,Image 1,2,1,100000002,510000000050,
79,,Segment,2,0,Image 1,1,1,100000002,510000000054,
8,,Segment,2,3,Image 1,4,1,100000002,510000000057,
47,,Segment,2,3,Image 1,3,1,100000002,510000000059,
42,,Segment,2,2,Image 1,2,1,100000002,510000000062,
7,,Segment,2,1,Image 1,1,1,100000002,510000000102,
2,,Segment,2,0,Image 1,1,1,100000002,510000000135,
10,,Segment,2,4,Image 1,2,1,100000001,510000000145,
27,,Segment,2,3,Image 1,2,1,100000001,510000000158,
42,,Segment,2,2,Image 1,1,1,100000001,510000000167,
44,,Segment,2,1,Image 1,1,1,100000001,510000000173,
36,,Segment,2,0,Image 1,1,1,100000001,510000000193,
15,,Segment,2,5,Image 1,4,1,100000001,510000000205,
13,,Segment,2,4,Image 1,4,1,100000001,510000000207,
7,,Segment,2,3,Image 1,3,1,100000001,510000000227,
27,,Segment,2,2,Image 1,2,1,100000001,510000000233,
46,,Segment,2,0,Image 1,1,1,100000001,510000000240,
8,,Segment,2,4,Image 1,3,1,100000001,510000000245,
27,,Segment,2,4,Image 1,3,1,100000001,510000000250,
20,,Segment,2,5,Image 1,5,1,100000001,510000000256,
32,,Segment,2,3,Image 1,1,1,100000001,510000000269,
9,,Segment,2,10,Image 1,3,1,100000000,510000000278,
7,,Segment,2,9,Image 1,3,1,100000000,510000000281,
18,,Segment,2,8,Image 1,2,1,100000000,510000000298,
38,,Segment,2,7,Image 1,2,1,100000000,510000000301,
45,,Segment,2,6,Image 1,2,1,100000000,510000000307,
71,,Segment,2,5,Image 1,2,1,100000000,510000000309,
76,,Segment,2,4,Image 1,1,1,100000000,510000000314,
71,,Segment,2,3,Image 1,1,1,100000000,510000000316,
71,,Segment,2,2,Image 1,1,1,100000000,510000000318,
63,,Segment,2,0,Image 1,1,1,100000000,510000000321,
12,,Segment,2,7,Image 1,2,1,100000000,510000000361,
49,,Segment,2,6,Image 1,1,1,100000000,510000000366,
42,,Segment,2,5,Image 1,1,1,100000000,510000000369,
9,,Segment,2,2,Image 1,2,1,100000000,510000000394,
30,,Segment,2,1,Image 1,1,1,100000000,510000000402,
67,,Segment,2,0,Image 1,1,1,100000000,510000000406,
20,,Segment,2,10,Image 1,4,1,100000000,510000000412,
16,,Segment,2,2,Image 1,2,1,100000001,510000000420,
26,,Segment,2,8,Image 1,3,1,100000000,510000000442,
28,,Segment,2,9,Image 1,2,1,100000000,510000000449,
17,,Segment,2,7,Image 1,4,1,100000000,510000000458,
15,,Segment,2,6,Image 1,3,1,100000000,510000000470,
16,,Segment,2,7,Image 1,1,1,100000000,510000000491,
8,,Segment,2,7,Image 1,3,1,100000000,510000000503,
18,,Segment,2,6,Image 1,2,1,100000000,510000000527,
26,,Segment,2,5,Image 1,2,1,100000000,510000000533,
61,,Segment,2,4,Image 1,2,1,100000000,510000000537,
47,,Segment,2,3,Image 1,2,1,100000000,510000000546,
20,,Segment,2,6,Image 1,3,1,100000000,510000000561,
16,,Segment,2,1,Image 1,2,1,100000000,510000000584,
52,,Segment,2,0,Image 1,1,1,100000000,510000000591,
24,,Segment,2,1,Image 1,2,1,100000001,510000000598,
7,,Segment,2,7,Image 1,3,1,100000000,510000000604,
22,,Segment,2,3,Image 1,1,1,100000001,510000000612,
34,,Segment,2,2,Image 1,1,1,100000001,510000000617,
20,,Segment,2,6,Image 1,2,1,100000000,510000000629,
28,,Segment,2,3,Image 1,2,1,100000001,510000000638,
13,,Segment,2,2,Image 1,1,1,100000000,510000000645,
18,,Segment,2,3,Image 1,2,1,100000001,510000000652,
59,,Segment,2,5,Image 1,3,1,100000000,510000000657,
13,,Segment,2,0,Image 1,1,1,100000001,510000000670,
12,,Segment,2,2,Image 1,1,1,100000000,510000000679,
33,,Segment,2,1,Image 1,1,1,100000000,510000000685,
91,,Segment,2,0,Image 1,1,1,100000000,510000000696,
34,,Segment,2,1,Image 1,2,1,100000001,510000000704,
33,,Segment,2,2,Image 1,2,1,100000000,510000000714,
32,,Segment,2,1,Image 1,1,1,100000000,510000000728,
56,,Segment,2,4,Image 1,3,1,100000000,510000000734,
27,,Segment,2,4,Image 1,2,1,100000000,510000000743,
38,,Segment,2,1,Image 1,2,1,100000000,510000000751,
8,,Segment,2,0,Image 1,1,1,100000001,510000000759,
27,,Segment,2,1,Image 1,2,1,100000000,510000000767,
42,,Segment,2,1,Image 1,2,1,100000000,510000000775,
34,,Segment,2,2,Image 1,2,1,100000000,510000000782,
65,,Segment,2,0,Image 1,1,1,100000000,510000000789,
77,,Segment,2,0,Image 1,1,1,100000000,510000000793,
80,,Segment,2,0,Image 1,1,1,100000000,510000000796,
63,,Segment,2,1,Image 1,1,1,100000000,510000000798,
64,,Segment,2,1,Image 1,1,1,100000001,510000000810,
