
Segment Intensity Max Ch=4 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,3,Image 1,4,1,100000002,510000000013,
0,,Segment,4,2,Image 1,3,1,100000002,510000000015,
209,,Segment,4,1,Image 1,2,1,100000002,510000000050,
209,,Segment,4,0,Image 1,1,1,100000002,510000000054,
0,,Segment,4,3,Image 1,4,1,100000002,510000000057,
0,,Segment,4,3,Image 1,3,1,100000002,510000000059,
0,,Segment,4,2,Image 1,2,1,100000002,510000000062,
209,,Segment,4,1,Image 1,1,1,100000002,510000000102,
28,,Segment,4,0,Image 1,1,1,100000002,510000000135,
36,,Segment,4,4,Image 1,2,1,100000001,510000000145,
58,,Segment,4,3,Image 1,2,1,100000001,510000000158,
58,,Segment,4,2,Image 1,1,1,100000001,510000000167,
19,,Segment,4,1,Image 1,1,1,100000001,510000000173,
12,,Segment,4,0,Image 1,1,1,100000001,510000000193,
22,,Segment,4,5,Image 1,4,1,100000001,510000000205,
0,,Segment,4,4,Image 1,4,1,100000001,510000000207,
116,,Segment,4,3,Image 1,3,1,100000001,510000000227,
0,,Segment,4,2,Image 1,2,1,100000001,510000000233,
0,,Segment,4,0,Image 1,1,1,100000001,510000000240,
0,,Segment,4,4,Image 1,3,1,100000001,510000000245,
26,,Segment,4,4,Image 1,3,1,100000001,510000000250,
29,,Segment,4,5,Image 1,5,1,100000001,510000000256,
58,,Segment,4,3,Image 1,1,1,100000001,510000000269,
31,,Segment,4,10,Image 1,3,1,100000000,510000000278,
0,,Segment,4,9,Image 1,3,1,100000000,510000000281,
0,,Segment,4,8,Image 1,2,1,100000000,510000000298,
69,,Segment,4,7,Image 1,2,1,100000000,510000000301,
69,,Segment,4,6,Image 1,2,1,100000000,510000000307,
0,,Segment,4,5,Image 1,2,1,100000000,510000000309,
0,,Segment,4,4,Image 1,1,1,100000000,510000000314,
0,,Segment,4,3,Image 1,1,1,100000000,510000000316,
0,,Segment,4,2,Image 1,1,1,100000000,510000000318,
0,,Segment,4,0,Image 1,1,1,100000000,510000000321,
37,,Segment,4,7,Image 1,2,1,100000000,510000000361,
0,,Segment,4,6,Image 1,1,1,100000000,510000000366,
0,,Segment,4,5,Image 1,1,1,100000000,510000000369,
0,,Segment,4,2,Image 1,2,1,100000000,510000000394,
0,,Segment,4,1,Image 1,1,1,100000000,510000000402,
0,,Segment,4,0,Image 1,1,1,100000000,510000000406,
35,,Segment,4,10,Image 1,4,1,100000000,510000000412,
39,,Segment,4,2,Image 1,2,1,100000001,510000000420,
0,,Segment,4,8,Image 1,3,1,100000000,510000000442,
192,,Segment,4,9,Image 1,2,1,100000000,510000000449,
0,,Segment,4,7,Image 1,4,1,100000000,510000000458,
0,,Segment,4,6,Image 1,3,1,100000000,510000000470,
109,,Segment,4,7,Image 1,1,1,100000000,510000000491,
0,,Segment,4,7,Image 1,3,1,100000000,510000000503,
0,,Segment,4,6,Image 1,2,1,100000000,510000000527,
0,,Segment,4,5,Image 1,2,1,100000000,510000000533,
0,,Segment,4,4,Image 1,2,1,100000000,510000000537,
0,,Segment,4,3,Image 1,2,1,100000000,510000000546,
0,,Segment,4,6,Image 1,3,1,100000000,510000000561,
0,,Segment,4,1,Image 1,2,1,100000000,510000000584,
0,,Segment,4,0,Image 1,1,1,100000000,510000000591,
0,,Segment,4,1,Image 1,2,1,100000001,510000000598,
69,,Segment,4,7,Image 1,3,1,100000000,510000000604,
0,,Segment,4,3,Image 1,1,1,100000001,510000000612,
0,,Segment,4,2,Image 1,1,1,100000001,510000000617,
0,,Segment,4,6,Image 1,2,1,100000000,510000000629,
0,,Segment,4,3,Image 1,2,1,100000001,510000000638,
0,,Segment,4,2,Image 1,1,1,100000000,510000000645,
0,,Segment,4,3,Image 1,2,1,100000001,510000000652,
0,,Segment,4,5,Image 1,3,1,100000000,510000000657,
0,,Segment,4,0,Image 1,1,1,100000001,510000000670,
0,,Segment,4,2,Image 1,1,1,100000000,510000000679,
0,,Segment,4,1,Image 1,1,1,100000000,510000000685,
37,,Segment,4,0,Image 1,1,1,100000000,510000000696,
0,,Segment,4,1,Image 1,2,1,100000001,510000000704,
0,,Segment,4,2,Image 1,2,1,100000000,510000000714,
0,,Segment,4,1,Image 1,1,1,100000000,510000000728,
0,,Segment,4,4,Image 1,3,1,100000000,510000000734,
0,,Segment,4,4,Image 1,2,1,100000000,510000000743,
26,,Segment,4,1,Image 1,2,1,100000000,510000000751,
0,,Segment,4,0,Image 1,1,1,100000001,510000000759,
0,,Segment,4,1,Image 1,2,1,100000000,510000000767,
0,,Segment,4,1,Image 1,2,1,100000000,510000000775,
0,,Segment,4,2,Image 1,2,1,100000000,510000000782,
47,,Segment,4,0,Image 1,1,1,100000000,510000000789,
0,,Segment,4,0,Image 1,1,1,100000000,510000000793,
0,,Segment,4,0,Image 1,1,1,100000000,510000000796,
0,,Segment,4,1,Image 1,1,1,100000000,510000000798,
0,,Segment,4,1,Image 1,1,1,100000001,510000000810,
