
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
5637.26,18527.4,1450.28,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000008426,
5704.9,18483.6,1447.34,µm,Spine,Spine Attachment Pt Position,0,1,1,100000005,610000008602,
5680.82,18544.1,1444.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008631,
5719.26,18523,1458.75,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000008647,
5675.63,18546.6,1442.39,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008671,
5673.44,18551.3,1440.76,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008717,
5675.73,18549.8,1440.72,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008759,
5681.61,18551.9,1440.93,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008771,
5684.81,18548.8,1447.87,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008783,
5621.41,18562.1,1442.06,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008791,
5621.53,18561.9,1442.06,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009090,
5616.37,18564.1,1441.59,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009097,
5616.88,18564.4,1441.16,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009098,
5675.45,18550,1440.68,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009102,
5674.05,18551,1440.71,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009103,
5621.67,18569,1447.51,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009104,
5621.82,18568.4,1447.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009105,
5614.79,18566.9,1444.22,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009107,
5612.64,18569,1445.28,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009108,
5610.43,18571.5,1446.06,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009109,
5680.57,18545.1,1442.96,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009110,
5680.57,18544.9,1443.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009111,
5680.73,18544.4,1444.04,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009112,
5716.35,18487.8,1454.64,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000008431,
5612.46,18569.5,1456.83,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008486,
5711.89,18520.4,1447.97,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000008664,
5697.52,18569.7,1457.54,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008676,
5678.46,18558.3,1452.92,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008794,
5681.23,18560.6,1456.31,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008842,
5681.86,18553.4,1440.15,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009090,
5674.97,18540.8,1441.97,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009098,
5718.87,18533.8,1456.74,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009101,
5680.83,18560.5,1455.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009108,
5670.62,18543.6,1443.52,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009109,
5713.86,18522.4,1456.63,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009113,
5697.79,18569.3,1457.2,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009125,
