
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
41,,Segment,3,5,Image 1,3,1,100000005,510000000045,
43,,Segment,3,4,Image 1,2,1,100000005,510000000087,
5,,Segment,3,3,Image 1,2,1,100000005,510000000091,
8,,Segment,3,2,Image 1,1,1,100000005,510000000098,
9,,Segment,3,1,Image 1,1,1,100000005,510000000106,
28,,Segment,3,0,Image 1,1,1,100000005,510000000133,
29,,Segment,3,5,Image 1,3,1,100000005,510000000190,
24,,Segment,3,4,Image 1,3,1,100000005,510000000213,
8,,Segment,3,2,Image 1,2,1,100000005,510000000221,
19,,Segment,3,1,Image 1,1,1,100000005,510000000239,
3,,Segment,3,0,Image 1,1,1,100000005,510000000243,
13,,Segment,3,6,Image 1,4,1,100000005,510000000290,
9,,Segment,3,5,Image 1,3,1,100000005,510000000298,
80,,Segment,3,4,Image 1,2,1,100000005,510000000377,
13,,Segment,3,3,Image 1,1,1,100000005,510000000389,
4,,Segment,3,2,Image 1,1,1,100000005,510000000392,
3,,Segment,3,1,Image 1,1,1,100000005,510000000394,
5,,Segment,3,0,Image 1,1,1,100000005,510000000400,
8,,Segment,3,5,Image 1,2,1,100000005,510000000413,
34,,Segment,3,7,Image 1,4,1,100000001,510000000447,
10,,Segment,3,6,Image 1,3,1,100000001,510000000456,
11,,Segment,3,5,Image 1,3,1,100000001,510000000466,
16,,Segment,3,4,Image 1,2,1,100000001,510000000481,
10,,Segment,3,3,Image 1,1,1,100000001,510000000490,
19,,Segment,3,2,Image 1,1,1,100000001,510000000508,
4,,Segment,3,1,Image 1,1,1,100000001,510000000511,
4,,Segment,3,0,Image 1,1,1,100000001,510000000517,
11,,Segment,3,5,Image 1,4,1,100000000,510000000546,
6,,Segment,3,4,Image 1,3,1,100000000,510000000551,
5,,Segment,3,3,Image 1,2,1,100000000,510000000555,
16,,Segment,3,2,Image 1,2,1,100000000,510000000570,
6,,Segment,3,1,Image 1,1,1,100000000,510000000575,
