
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
6.48633,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
8.42969,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
8.90259,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
7.03223,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
12.2715,µm,Soma,Soma BoundingBoxOO Length,1,100000004,800000004,
9.45264,µm,Soma,Soma BoundingBoxOO Length,1,100000005,800000005,
