
Soma Intensity Mean Ch=6 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
3.7031,,Soma,6,Image 1,1,100000000,800000000,
1.54409,,Soma,6,Image 1,1,100000001,800000001,
1.447,,Soma,6,Image 1,1,100000002,800000002,
0.883792,,Soma,6,Image 1,1,100000003,800000003,
0.24731,,Soma,6,Image 1,1,100000004,800000004,
2.12932,,Soma,6,Image 1,1,100000005,800000005,
