
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.286208,,Soma,1,100000000,800000000,
0.427416,,Soma,1,100000001,800000001,
0.543418,,Soma,1,100000002,800000002,
0.31951,,Soma,1,100000003,800000003,
0.259647,,Soma,1,100000004,800000004,
0.330562,,Soma,1,100000005,800000005,
