
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
4.90188,µm^3,Segment,5,3,1,100000005,510000000045,
11.715,µm^3,Segment,4,2,1,100000005,510000000087,
0.762314,µm^3,Segment,3,2,1,100000005,510000000091,
1.687,µm^3,Segment,2,1,1,100000005,510000000098,
4.3138,µm^3,Segment,1,1,1,100000005,510000000106,
8.32054,µm^3,Segment,0,1,1,100000005,510000000133,
5.01557,µm^3,Segment,5,3,1,100000005,510000000190,
1.67175,µm^3,Segment,4,3,1,100000005,510000000213,
0.731267,µm^3,Segment,2,2,1,100000005,510000000221,
8.51419,µm^3,Segment,1,1,1,100000005,510000000239,
2.4573,µm^3,Segment,0,1,1,100000005,510000000243,
1.57304,µm^3,Segment,6,4,1,100000005,510000000290,
1.90788,µm^3,Segment,5,3,1,100000005,510000000298,
6.66035,µm^3,Segment,4,2,1,100000005,510000000377,
11.1097,µm^3,Segment,3,1,1,100000005,510000000389,
5.3321,µm^3,Segment,2,1,1,100000005,510000000392,
2.1847,µm^3,Segment,1,1,1,100000005,510000000394,
1.89834,µm^3,Segment,0,1,1,100000005,510000000400,
2.57338,µm^3,Segment,5,2,1,100000005,510000000413,
6.14037,µm^3,Segment,7,4,1,100000001,510000000447,
1.41751,µm^3,Segment,6,3,1,100000001,510000000456,
1.48395,µm^3,Segment,5,3,1,100000001,510000000466,
3.02273,µm^3,Segment,4,2,1,100000001,510000000481,
2.59585,µm^3,Segment,3,1,1,100000001,510000000490,
4.61583,µm^3,Segment,2,1,1,100000001,510000000508,
1.92759,µm^3,Segment,1,1,1,100000001,510000000511,
0.963646,µm^3,Segment,0,1,1,100000001,510000000517,
2.65005,µm^3,Segment,5,4,1,100000000,510000000546,
1.14341,µm^3,Segment,4,3,1,100000000,510000000551,
1.21018,µm^3,Segment,3,2,1,100000000,510000000555,
4.67942,µm^3,Segment,2,2,1,100000000,510000000570,
4.14923,µm^3,Segment,1,1,1,100000000,510000000575,
3.38776,µm^3,Segment,0,1,1,100000000,510000000589,
16.4769,µm^3,Segment,2,2,1,100000000,510000000736,
4.51044,µm^3,Segment,1,1,1,100000000,510000000744,
3.5452,µm^3,Segment,0,1,1,100000000,510000000765,
2.86296,µm^3,Segment,7,6,1,100000003,510000000785,
4.63713,µm^3,Segment,6,6,1,100000003,510000000823,
3.2081,µm^3,Segment,5,5,1,100000003,510000000845,
11.3089,µm^3,Segment,4,4,1,100000003,510000000899,
5.74045,µm^3,Segment,3,3,1,100000003,510000000933,
3.85087,µm^3,Segment,2,3,1,100000003,510000000941,
12.9497,µm^3,Segment,1,2,1,100000003,510000000978,
1.01958,µm^3,Segment,0,1,1,100000003,510000000980,
1.58302,µm^3,Segment,7,7,1,100000003,510000001001,
4.90532,µm^3,Segment,2,2,1,100000004,510000001040,
8.61902,µm^3,Segment,1,1,1,100000004,510000001089,
0.651693,µm^3,Segment,0,1,1,100000004,510000001097,
3.85236,µm^3,Segment,10,5,1,100000001,510000001135,
0.408901,µm^3,Segment,9,4,1,100000001,510000001137,
0.81852,µm^3,Segment,8,4,1,100000001,510000001147,
4.08408,µm^3,Segment,7,3,1,100000001,510000001160,
4.4058,µm^3,Segment,5,2,1,100000005,510000001207,
7.16778,µm^3,Segment,0,1,1,100000004,510000001266,
1.77982,µm^3,Segment,4,3,1,100000003,510000001341,
3.41387,µm^3,Segment,3,2,1,100000003,510000001347,
3.96672,µm^3,Segment,2,2,1,100000003,510000001351,
3.04241,µm^3,Segment,12,6,1,100000001,510000001377,
6.14963,µm^3,Segment,11,5,1,100000001,510000001408,
5.49715,µm^3,Segment,10,4,1,100000001,510000001439,
4.70334,µm^3,Segment,2,2,1,100000005,510000001468,
6.94177,µm^3,Segment,6,3,1,100000002,510000001526,
6.65508,µm^3,Segment,5,2,1,100000002,510000001577,
4.5497,µm^3,Segment,4,2,1,100000002,510000001607,
0.916328,µm^3,Segment,3,2,1,100000002,510000001611,
2.24179,µm^3,Segment,2,2,1,100000002,510000001618,
3.94717,µm^3,Segment,1,2,1,100000002,510000001624,
10.328,µm^3,Segment,0,1,1,100000002,510000001647,
8.1875,µm^3,Segment,4,2,1,100000001,510000001721,
3.74158,µm^3,Segment,3,1,1,100000001,510000001738,
3.20081,µm^3,Segment,2,1,1,100000001,510000001747,
2.55408,µm^3,Segment,1,1,1,100000001,510000001753,
0.201139,µm^3,Segment,0,1,1,100000001,510000001758,
3.90016,µm^3,Segment,12,5,1,100000001,510000001804,
8.3602,µm^3,Segment,1,2,1,100000001,510000001871,
8.19881,µm^3,Segment,0,1,1,100000001,510000001886,
4.08835,µm^3,Segment,14,4,1,100000002,510000001906,
3.53429,µm^3,Segment,13,3,1,100000002,510000001936,
1.57027,µm^3,Segment,12,2,1,100000002,510000001939,
2.99101,µm^3,Segment,11,2,1,100000002,510000001954,
1.56373,µm^3,Segment,10,2,1,100000002,510000001958,
8.64946,µm^3,Segment,9,2,1,100000002,510000001995,
1.74246,µm^3,Segment,8,1,1,100000002,510000001998,
1.63089,µm^3,Segment,7,1,1,100000002,510000002001,
13.4537,µm^3,Segment,6,1,1,100000002,510000002024,
2.40914,µm^3,Segment,5,1,1,100000002,510000002026,
3.85284,µm^3,Segment,4,1,1,100000002,510000002030,
1.23468,µm^3,Segment,3,1,1,100000002,510000002032,
2.05553,µm^3,Segment,2,1,1,100000002,510000002036,
19.5975,µm^3,Segment,1,1,1,100000002,510000002055,
0.81817,µm^3,Segment,6,5,1,100000005,510000002061,
2.69546,µm^3,Segment,5,4,1,100000005,510000002076,
0.84283,µm^3,Segment,4,3,1,100000005,510000002079,
0.920525,µm^3,Segment,3,3,1,100000005,510000002083,
9.66078,µm^3,Segment,2,2,1,100000005,510000002103,
1.79164,µm^3,Segment,3,3,1,100000005,510000002116,
2.90202,µm^3,Segment,7,4,1,100000002,510000002127,
6.43182,µm^3,Segment,6,3,1,100000002,510000002184,
1.13153,µm^3,Segment,5,3,1,100000002,510000002200,
1.71629,µm^3,Segment,7,3,1,100000002,510000002202,
0.880431,µm^3,Segment,6,4,1,100000002,510000002206,
1.4785,µm^3,Segment,6,6,1,100000000,510000002217,
0.730554,µm^3,Segment,5,5,1,100000000,510000002227,
15.8028,µm^3,Segment,4,4,1,100000000,510000002326,
4.51353,µm^3,Segment,3,4,1,100000000,510000002344,
13.2659,µm^3,Segment,2,3,1,100000000,510000002394,
2.4144,µm^3,Segment,1,2,1,100000000,510000002399,
1.43257,µm^3,Segment,6,6,1,100000000,510000002403,
1.34631,µm^3,Segment,6,5,1,100000000,510000002406,
1.38341,µm^3,Segment,6,4,1,100000005,510000002411,
2.29975,µm^3,Segment,5,4,1,100000005,510000002420,
0.559543,µm^3,Segment,6,5,1,100000005,510000002422,
11.4434,µm^3,Segment,1,1,1,100000001,510000002481,
4.28201,µm^3,Segment,0,1,1,100000001,510000002498,
1.71974,µm^3,Segment,9,4,1,100000002,510000002505,
1.86993,µm^3,Segment,8,4,1,100000002,510000002519,
0.639901,µm^3,Segment,7,3,1,100000002,510000002522,
4.67914,µm^3,Segment,6,3,1,100000002,510000002541,
5.3209,µm^3,Segment,5,3,1,100000002,510000002576,
1.22899,µm^3,Segment,4,2,1,100000002,510000002581,
10.3107,µm^3,Segment,3,1,1,100000002,510000002601,
11.444,µm^3,Segment,2,1,1,100000002,510000002624,
5.22732,µm^3,Segment,1,1,1,100000002,510000002628,
7.99652,µm^3,Segment,0,1,1,100000002,510000002636,
0.920454,µm^3,Segment,9,5,1,100000002,510000002640,
4.88134,µm^3,Segment,6,5,1,100000003,510000002659,
3.6037,µm^3,Segment,5,4,1,100000000,510000002673,
0.981342,µm^3,Segment,4,5,1,100000000,510000002677,
4.41541,µm^3,Segment,3,3,1,100000000,510000002694,
3.07138,µm^3,Segment,9,4,1,100000002,510000002703,
2.62628,µm^3,Segment,7,4,1,100000002,510000002711,
3.28723,µm^3,Segment,8,3,1,100000002,510000002722,
1.99463,µm^3,Segment,6,4,1,100000002,510000002730,
3.28657,µm^3,Segment,0,1,1,100000004,510000002761,
7.33164,µm^3,Segment,4,2,1,100000001,510000002786,
1.11776,µm^3,Segment,3,1,1,100000001,510000002789,
3.8147,µm^3,Segment,2,1,1,100000001,510000002795,
5.01728,µm^3,Segment,1,1,1,100000001,510000002812,
2.28461,µm^3,Segment,0,1,1,100000001,510000002823,
3.62332,µm^3,Segment,6,2,1,100000003,510000002852,
2.47395,µm^3,Segment,5,1,1,100000003,510000002859,
1.66046,µm^3,Segment,4,1,1,100000003,510000002865,
4.39746,µm^3,Segment,3,1,1,100000003,510000002884,
6.47859,µm^3,Segment,2,1,1,100000003,510000002904,
14.0632,µm^3,Segment,1,1,1,100000003,510000002943,
1.97313,µm^3,Segment,0,1,1,100000003,510000002948,
0.928606,µm^3,Segment,6,3,1,100000001,510000002964,
7.52923,µm^3,Segment,5,2,1,100000001,510000003000,
7.16445,µm^3,Segment,4,1,1,100000001,510000003013,
1.1262,µm^3,Segment,6,4,1,100000003,510000003019,
1.1872,µm^3,Segment,5,4,1,100000003,510000003027,
0.459422,µm^3,Segment,4,3,1,100000003,510000003029,
1.05239,µm^3,Segment,3,2,1,100000003,510000003032,
5.46389,µm^3,Segment,2,2,1,100000003,510000003061,
7.8701,µm^3,Segment,1,1,1,100000003,510000003082,
12.7815,µm^3,Segment,0,1,1,100000003,510000003105,
2.71673,µm^3,Segment,6,2,1,100000001,510000003141,
2.05667,µm^3,Segment,5,1,1,100000001,510000003144,
4.15075,µm^3,Segment,6,1,1,100000001,510000003157,
3.1962,µm^3,Segment,2,2,1,100000001,510000003175,
2.87513,µm^3,Segment,3,2,1,100000001,510000003181,
7.8281,µm^3,Segment,2,2,1,100000003,510000003236,
1.80186,µm^3,Segment,5,4,1,100000003,510000003238,
1.23713,µm^3,Segment,6,3,1,100000000,510000003250,
3.31962,µm^3,Segment,12,4,1,100000001,510000003268,
1.44697,µm^3,Segment,11,4,1,100000001,510000003275,
1.53114,µm^3,Segment,0,1,1,100000005,510000003295,
3.12614,µm^3,Segment,16,2,1,100000002,510000003314,
1.97183,µm^3,Segment,14,1,1,100000002,510000003328,
6.89716,µm^3,Segment,13,1,1,100000002,510000003359,
4.01875,µm^3,Segment,12,1,1,100000002,510000003376,
2.11468,µm^3,Segment,11,1,1,100000002,510000003382,
8.47351,µm^3,Segment,10,1,1,100000002,510000003398,
10.071,µm^3,Segment,9,1,1,100000002,510000003410,
0.807617,µm^3,Segment,16,3,1,100000002,510000003413,
2.10986,µm^3,Segment,15,1,1,100000002,510000003417,
7.27979,µm^3,Segment,0,1,1,100000001,510000003448,
1.4584,µm^3,Segment,0,1,1,100000001,510000003492,
3.91833,µm^3,Segment,10,6,1,100000003,510000003509,
4.89822,µm^3,Segment,9,6,1,100000003,510000003526,
1.87042,µm^3,Segment,8,6,1,100000003,510000003535,
0.553058,µm^3,Segment,7,5,1,100000003,510000003539,
0.909591,µm^3,Segment,6,4,1,100000003,510000003544,
1.03688,µm^3,Segment,5,3,1,100000003,510000003548,
5.21287,µm^3,Segment,4,3,1,100000003,510000003562,
3.51091,µm^3,Segment,2,1,1,100000005,510000003584,
1.98728,µm^3,Segment,5,3,1,100000003,510000003593,
0.875182,µm^3,Segment,4,2,1,100000003,510000003596,
2.17075,µm^3,Segment,3,2,1,100000003,510000003610,
2.2269,µm^3,Segment,4,3,1,100000003,510000003618,
8.63245,µm^3,Segment,2,2,1,100000003,510000003676,
5.69201,µm^3,Segment,1,2,1,100000003,510000003696,
5.63223,µm^3,Segment,0,1,1,100000003,510000003702,
3.61599,µm^3,Segment,10,5,1,100000001,510000003713,
4.10629,µm^3,Segment,9,5,1,100000001,510000003723,
1.07857,µm^3,Segment,10,6,1,100000001,510000003728,
2.53511,µm^3,Segment,8,3,1,100000001,510000003743,
1.45952,µm^3,Segment,6,4,1,100000001,510000003746,
1.97609,µm^3,Segment,6,3,1,100000005,510000003755,
5.16819,µm^3,Segment,5,3,1,100000005,510000003773,
1.22936,µm^3,Segment,4,2,1,100000005,510000003775,
2.20886,µm^3,Segment,2,3,1,100000003,510000003788,
9.56067,µm^3,Segment,5,2,1,100000005,510000003852,
4.64414,µm^3,Segment,6,2,1,100000002,510000003881,
0.264807,µm^3,Segment,5,5,1,100000005,510000003883,
0.688959,µm^3,Segment,4,4,1,100000005,510000003885,
0.461527,µm^3,Segment,5,4,1,100000005,510000003887,
2.67942,µm^3,Segment,5,3,1,100000003,510000003907,
1.00517,µm^3,Segment,6,4,1,100000005,510000003909,
2.55477,µm^3,Segment,6,3,1,100000005,510000003917,
3.54409,µm^3,Segment,5,3,1,100000005,510000003936,
2.86841,µm^3,Segment,3,2,1,100000005,510000003953,
8.02941,µm^3,Segment,3,2,1,100000005,510000003963,
7.49961,µm^3,Segment,6,2,1,100000005,510000004011,
15.4886,µm^3,Segment,5,1,1,100000005,510000004038,
6.28748,µm^3,Segment,6,1,1,100000005,510000004062,
2.83477,µm^3,Segment,1,2,1,100000005,510000004077,
6.4478,µm^3,Segment,1,2,1,100000005,510000004087,
1.48883,µm^3,Segment,2,3,1,100000005,510000004101,
0.816202,µm^3,Segment,1,2,1,100000005,510000004104,
1.37307,µm^3,Segment,0,1,1,100000005,510000004110,
3.03671,µm^3,Segment,2,2,1,100000005,510000004120,
2.04467,µm^3,Segment,1,1,1,100000005,510000004123,
3.0044,µm^3,Segment,0,1,1,100000005,510000004133,
3.07913,µm^3,Segment,6,3,1,100000002,510000004157,
0.940666,µm^3,Segment,5,3,1,100000002,510000004162,
9.33492,µm^3,Segment,4,2,1,100000002,510000004197,
7.70452,µm^3,Segment,3,2,1,100000002,510000004220,
8.04788,µm^3,Segment,2,1,1,100000002,510000004245,
5.48121,µm^3,Segment,1,1,1,100000002,510000004253,
6.00417,µm^3,Segment,0,1,1,100000002,510000004288,
1.40446,µm^3,Segment,6,4,1,100000002,510000004298,
