
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
5701.52,18482.1,1453.98,µm,Segment,Segment Position,0,1,1,100000005,510000000133,
5714.1,18492,1454.86,µm,Segment,Segment Position,0,1,1,100000005,510000000243,
5716.32,18496.3,1452.99,µm,Segment,Segment Position,0,1,1,100000005,510000000400,
5621.4,18562.1,1442.11,µm,Segment,Segment Position,0,1,1,100000001,510000000517,
5681.62,18551.7,1440.96,µm,Segment,Segment Position,0,1,1,100000000,510000000589,
5675.67,18542.2,1440.76,µm,Segment,Segment Position,0,1,1,100000000,510000000765,
5714.31,18526.6,1452.34,µm,Segment,Segment Position,0,1,1,100000003,510000000980,
5615.99,18512.1,1454.08,µm,Segment,Segment Position,0,1,1,100000004,510000001097,
5632.56,18524.9,1451.53,µm,Segment,Segment Position,0,1,1,100000004,510000001266,
5684.69,18562.6,1455.96,µm,Segment,Segment Position,0,1,1,100000002,510000001647,
5623.42,18568,1445.48,µm,Segment,Segment Position,0,1,1,100000001,510000001758,
5622.97,18568.8,1450.87,µm,Segment,Segment Position,0,1,1,100000001,510000001886,
5620.87,18570.5,1447.93,µm,Segment,Segment Position,0,1,1,100000001,510000002498,
5689.6,18565.3,1452.7,µm,Segment,Segment Position,0,1,1,100000002,510000002636,
5620.76,18507.9,1458.34,µm,Segment,Segment Position,0,1,1,100000004,510000002761,
5617.07,18564.2,1441.87,µm,Segment,Segment Position,0,1,1,100000001,510000002823,
5717.27,18529.4,1457.16,µm,Segment,Segment Position,0,1,1,100000003,510000002948,
5722.08,18526.2,1453.17,µm,Segment,Segment Position,0,1,1,100000003,510000003105,
5705.44,18494,1451.92,µm,Segment,Segment Position,0,1,1,100000005,510000003295,
5612.59,18569.1,1444.98,µm,Segment,Segment Position,0,1,1,100000001,510000003448,
5617.63,18571,1444.42,µm,Segment,Segment Position,0,1,1,100000001,510000003492,
5719.19,18523,1458.65,µm,Segment,Segment Position,0,1,1,100000003,510000003702,
5714.37,18493.3,1457.17,µm,Segment,Segment Position,0,1,1,100000005,510000004110,
5711.72,18490.1,1457.12,µm,Segment,Segment Position,0,1,1,100000005,510000004133,
5696.45,18564,1455.62,µm,Segment,Segment Position,0,1,1,100000002,510000004288,
5673.71,18550.9,1440.8,µm,Segment,Segment Position,0,1,1,100000000,510000004897,
5626.51,18564.4,1446.79,µm,Segment,Segment Position,0,1,1,100000001,510000005423,
5626.29,18522.8,1449.32,µm,Segment,Segment Position,0,1,1,100000004,510000005487,
5713.93,18523.8,1451.62,µm,Segment,Segment Position,0,1,1,100000003,510000005563,
5705.5,18483.2,1447.66,µm,Segment,Segment Position,0,1,1,100000005,510000005631,
5623.54,18560.2,1453.66,µm,Segment,Segment Position,0,1,1,100000001,510000005849,
5707.17,18485,1458.47,µm,Segment,Segment Position,0,1,1,100000005,510000006201,
5696.22,18566.5,1454,µm,Segment,Segment Position,0,1,1,100000002,510000006320,
5686.29,18564.7,1452.02,µm,Segment,Segment Position,0,1,1,100000002,510000006411,
5714.5,18524.2,1453.4,µm,Segment,Segment Position,0,1,1,100000003,510000006563,
5624.14,18523.9,1460.97,µm,Segment,Segment Position,0,1,1,100000004,510000006653,
5709.29,18495,1450.23,µm,Segment,Segment Position,0,1,1,100000005,510000006688,
5610.9,18510.9,1456.79,µm,Segment,Segment Position,0,1,1,100000004,510000006745,
5713.48,18532.3,1457.14,µm,Segment,Segment Position,0,1,1,100000003,510000006896,
5706.46,18485.1,1450.48,µm,Segment,Segment Position,0,1,1,100000005,510000007000,
5621.94,18565.9,1439.52,µm,Segment,Segment Position,0,1,1,100000001,510000007102,
5694.54,18557.7,1455.14,µm,Segment,Segment Position,0,1,1,100000002,510000007155,
5674.52,18546,1443.37,µm,Segment,Segment Position,0,1,1,100000000,510000007210,
5618.36,18563.2,1442.77,µm,Segment,Segment Position,0,1,1,100000001,510000007248,
5683.63,18549.2,1441,µm,Segment,Segment Position,0,1,1,100000000,510000007286,
5680.71,18544.8,1443.27,µm,Segment,Segment Position,0,1,1,100000000,510000007338,
5714.98,18526.1,1450.02,µm,Segment,Segment Position,0,1,1,100000003,510000007421,
5720.02,18524.8,1455.82,µm,Segment,Segment Position,0,1,1,100000003,510000007424,
5683.51,18548.3,1446.99,µm,Segment,Segment Position,0,1,1,100000000,510000007472,
5688.3,18563.7,1460.48,µm,Segment,Segment Position,0,1,1,100000002,510000007492,
5614.96,18566,1443.44,µm,Segment,Segment Position,0,1,1,100000001,510000007500,
5681.82,18545.7,1441.82,µm,Segment,Segment Position,0,1,1,100000000,510000007528,
5697.23,18478.5,1454.43,µm,Segment,Segment Position,1,1,1,100000005,510000000106,
5716.63,18488.3,1454.56,µm,Segment,Segment Position,1,1,1,100000005,510000000239,
5717.15,18497.1,1452.48,µm,Segment,Segment Position,1,1,1,100000005,510000000394,
5621.84,18561.5,1442.17,µm,Segment,Segment Position,1,1,1,100000001,510000000511,
5681.8,18553.3,1440.16,µm,Segment,Segment Position,1,1,1,100000000,510000000575,
5674.95,18540.2,1442.64,µm,Segment,Segment Position,1,1,1,100000000,510000000744,
5615.94,18506.1,1452.61,µm,Segment,Segment Position,1,1,1,100000004,510000001089,
5624.63,18568.5,1444.89,µm,Segment,Segment Position,1,1,1,100000001,510000001753,
5680.58,18560.2,1455.17,µm,Segment,Segment Position,1,1,1,100000002,510000002055,
5614.34,18571.3,1453.14,µm,Segment,Segment Position,1,1,1,100000001,510000002481,
5689.01,18566.9,1451.01,µm,Segment,Segment Position,1,1,1,100000002,510000002628,
5614.02,18562.8,1444.4,µm,Segment,Segment Position,1,1,1,100000001,510000002812,
5719.54,18534.2,1457.62,µm,Segment,Segment Position,1,1,1,100000003,510000002943,
5724.36,18529,1450.18,µm,Segment,Segment Position,1,1,1,100000003,510000003082,
5714.62,18493.4,1457.99,µm,Segment,Segment Position,1,1,1,100000005,510000004123,
5699.33,18564.2,1455.82,µm,Segment,Segment Position,1,1,1,100000002,510000004253,
5625.84,18523.3,1443.95,µm,Segment,Segment Position,1,1,1,100000004,510000005475,
5712.29,18521.4,1449.2,µm,Segment,Segment Position,1,1,1,100000003,510000005552,
5630.76,18564.3,1446.3,µm,Segment,Segment Position,1,1,1,100000001,510000005702,
5697.59,18569.7,1456.51,µm,Segment,Segment Position,1,1,1,100000002,510000006454,
5714.17,18522.9,1455.52,µm,Segment,Segment Position,1,1,1,100000003,510000006558,
5623.28,18568.3,1457.65,µm,Segment,Segment Position,1,1,1,100000001,510000007174,
5671.75,18544.2,1443.91,µm,Segment,Segment Position,1,1,1,100000000,510000007187,
5683.04,18542.7,1445.87,µm,Segment,Segment Position,1,1,1,100000000,510000007326,
