
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.747134,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.728156,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
0.0396475,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
-0.560255,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800000003,
-0.645907,µm,Soma,Soma Ellipsoid Axis B,1,100000004,800000004,
-0.560414,µm,Soma,Soma Ellipsoid Axis B,1,100000005,800000005,
