
Soma Ellipsoid Axis A Z
 ==================== 
Soma Ellipsoid Axis A Z,Unit,Category,Collection,Time,FilamentID,ID,
-0.965359,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.727651,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
0.0946403,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
-0.0313833,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
-0.918149,µm,Soma,Soma Ellipsoid Axis A,1,100000004,800000004,
0.624602,µm,Soma,Soma Ellipsoid Axis A,1,100000005,800000005,
