
Segment Center Intensity Min Ch=5 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,5,Image 1,3,1,100000005,510000000045,
0,,Segment,5,4,Image 1,2,1,100000005,510000000087,
15,,Segment,5,3,Image 1,2,1,100000005,510000000091,
25,,Segment,5,2,Image 1,1,1,100000005,510000000098,
43,,Segment,5,1,Image 1,1,1,100000005,510000000106,
36,,Segment,5,0,Image 1,1,1,100000005,510000000133,
0,,Segment,5,5,Image 1,3,1,100000005,510000000190,
0,,Segment,5,4,Image 1,3,1,100000005,510000000213,
0,,Segment,5,2,Image 1,2,1,100000005,510000000221,
9,,Segment,5,1,Image 1,1,1,100000005,510000000239,
30,,Segment,5,0,Image 1,1,1,100000005,510000000243,
8,,Segment,5,6,Image 1,4,1,100000005,510000000290,
42,,Segment,5,5,Image 1,3,1,100000005,510000000298,
0,,Segment,5,4,Image 1,2,1,100000005,510000000377,
59,,Segment,5,3,Image 1,1,1,100000005,510000000389,
68,,Segment,5,2,Image 1,1,1,100000005,510000000392,
79,,Segment,5,1,Image 1,1,1,100000005,510000000394,
45,,Segment,5,0,Image 1,1,1,100000005,510000000400,
11,,Segment,5,5,Image 1,2,1,100000005,510000000413,
0,,Segment,5,7,Image 1,4,1,100000001,510000000447,
29,,Segment,5,6,Image 1,3,1,100000001,510000000456,
0,,Segment,5,5,Image 1,3,1,100000001,510000000466,
19,,Segment,5,4,Image 1,2,1,100000001,510000000481,
34,,Segment,5,3,Image 1,1,1,100000001,510000000490,
62,,Segment,5,2,Image 1,1,1,100000001,510000000508,
82,,Segment,5,1,Image 1,1,1,100000001,510000000511,
82,,Segment,5,0,Image 1,1,1,100000001,510000000517,
0,,Segment,5,5,Image 1,4,1,100000000,510000000546,
17,,Segment,5,4,Image 1,3,1,100000000,510000000551,
19,,Segment,5,3,Image 1,2,1,100000000,510000000555,
52,,Segment,5,2,Image 1,2,1,100000000,510000000570,
106,,Segment,5,1,Image 1,1,1,100000000,510000000575,
104,,Segment,5,0,Image 1,1,1,100000000,510000000589,
0,,Segment,5,2,Image 1,2,1,100000000,510000000736,
95,,Segment,5,1,Image 1,1,1,100000000,510000000744,
48,,Segment,5,0,Image 1,1,1,100000000,510000000765,
17,,Segment,5,7,Image 1,6,1,100000003,510000000785,
0,,Segment,5,6,Image 1,6,1,100000003,510000000823,
0,,Segment,5,5,Image 1,5,1,100000003,510000000845,
0,,Segment,5,4,Image 1,4,1,100000003,510000000899,
30,,Segment,5,3,Image 1,3,1,100000003,510000000933,
74,,Segment,5,2,Image 1,3,1,100000003,510000000941,
73,,Segment,5,1,Image 1,2,1,100000003,510000000978,
127,,Segment,5,0,Image 1,1,1,100000003,510000000980,
0,,Segment,5,7,Image 1,7,1,100000003,510000001001,
0,,Segment,5,2,Image 1,2,1,100000004,510000001040,
9,,Segment,5,1,Image 1,1,1,100000004,510000001089,
14,,Segment,5,0,Image 1,1,1,100000004,510000001097,
0,,Segment,5,10,Image 1,5,1,100000001,510000001135,
45,,Segment,5,9,Image 1,4,1,100000001,510000001137,
5,,Segment,5,8,Image 1,4,1,100000001,510000001147,
32,,Segment,5,7,Image 1,3,1,100000001,510000001160,
0,,Segment,5,5,Image 1,2,1,100000005,510000001207,
0,,Segment,5,0,Image 1,1,1,100000004,510000001266,
0,,Segment,5,4,Image 1,3,1,100000003,510000001341,
161,,Segment,5,3,Image 1,2,1,100000003,510000001347,
74,,Segment,5,2,Image 1,2,1,100000003,510000001351,
0,,Segment,5,12,Image 1,6,1,100000001,510000001377,
0,,Segment,5,11,Image 1,5,1,100000001,510000001408,
0,,Segment,5,10,Image 1,4,1,100000001,510000001439,
0,,Segment,5,2,Image 1,2,1,100000005,510000001468,
0,,Segment,5,6,Image 1,3,1,100000002,510000001526,
10,,Segment,5,5,Image 1,2,1,100000002,510000001577,
0,,Segment,5,4,Image 1,2,1,100000002,510000001607,
64,,Segment,5,3,Image 1,2,1,100000002,510000001611,
63,,Segment,5,2,Image 1,2,1,100000002,510000001618,
72,,Segment,5,1,Image 1,2,1,100000002,510000001624,
56,,Segment,5,0,Image 1,1,1,100000002,510000001647,
0,,Segment,5,4,Image 1,2,1,100000001,510000001721,
64,,Segment,5,3,Image 1,1,1,100000001,510000001738,
60,,Segment,5,2,Image 1,1,1,100000001,510000001747,
76,,Segment,5,1,Image 1,1,1,100000001,510000001753,
66,,Segment,5,0,Image 1,1,1,100000001,510000001758,
0,,Segment,5,12,Image 1,5,1,100000001,510000001804,
0,,Segment,5,1,Image 1,2,1,100000001,510000001871,
80,,Segment,5,0,Image 1,1,1,100000001,510000001886,
0,,Segment,5,14,Image 1,4,1,100000002,510000001906,
34,,Segment,5,13,Image 1,3,1,100000002,510000001936,
118,,Segment,5,12,Image 1,2,1,100000002,510000001939,
50,,Segment,5,11,Image 1,2,1,100000002,510000001954,
102,,Segment,5,10,Image 1,2,1,100000002,510000001958,
6,,Segment,5,9,Image 1,2,1,100000002,510000001995,
68,,Segment,5,8,Image 1,1,1,100000002,510000001998,
76,,Segment,5,7,Image 1,1,1,100000002,510000002001,
84,,Segment,5,6,Image 1,1,1,100000002,510000002024,
91,,Segment,5,5,Image 1,1,1,100000002,510000002026,
91,,Segment,5,4,Image 1,1,1,100000002,510000002030,
132,,Segment,5,3,Image 1,1,1,100000002,510000002032,
100,,Segment,5,2,Image 1,1,1,100000002,510000002036,
55,,Segment,5,1,Image 1,1,1,100000002,510000002055,
0,,Segment,5,6,Image 1,5,1,100000005,510000002061,
0,,Segment,5,5,Image 1,4,1,100000005,510000002076,
16,,Segment,5,4,Image 1,3,1,100000005,510000002079,
26,,Segment,5,3,Image 1,3,1,100000005,510000002083,
24,,Segment,5,2,Image 1,2,1,100000005,510000002103,
0,,Segment,5,3,Image 1,3,1,100000005,510000002116,
18,,Segment,5,7,Image 1,4,1,100000002,510000002127,
11,,Segment,5,6,Image 1,3,1,100000002,510000002184,
0,,Segment,5,5,Image 1,3,1,100000002,510000002200,
30,,Segment,5,7,Image 1,3,1,100000002,510000002202,
40,,Segment,5,6,Image 1,4,1,100000002,510000002206,
7,,Segment,5,6,Image 1,6,1,100000000,510000002217,
0,,Segment,5,5,Image 1,5,1,100000000,510000002227,
