
Segment Intensity Mean Ch=6 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.26301,,Segment,6,5,Image 1,3,1,100000005,510000000045,
1.8337,,Segment,6,4,Image 1,2,1,100000005,510000000087,
2.34177,,Segment,6,3,Image 1,2,1,100000005,510000000091,
2.03774,,Segment,6,2,Image 1,1,1,100000005,510000000098,
1.06989,,Segment,6,1,Image 1,1,1,100000005,510000000106,
2,,Segment,6,0,Image 1,1,1,100000005,510000000133,
6.98267,,Segment,6,5,Image 1,3,1,100000005,510000000190,
1.37255,,Segment,6,4,Image 1,3,1,100000005,510000000213,
11.8434,,Segment,6,2,Image 1,2,1,100000005,510000000221,
10.9091,,Segment,6,1,Image 1,1,1,100000005,510000000239,
0.743202,,Segment,6,0,Image 1,1,1,100000005,510000000243,
5.50617,,Segment,6,6,Image 1,4,1,100000005,510000000290,
54.9188,,Segment,6,5,Image 1,3,1,100000005,510000000298,
3.46789,,Segment,6,4,Image 1,2,1,100000005,510000000377,
1.6721,,Segment,6,3,Image 1,1,1,100000005,510000000389,
1.68092,,Segment,6,2,Image 1,1,1,100000005,510000000392,
2.41513,,Segment,6,1,Image 1,1,1,100000005,510000000394,
1.55242,,Segment,6,0,Image 1,1,1,100000005,510000000400,
27.8578,,Segment,6,5,Image 1,2,1,100000005,510000000413,
0.920998,,Segment,6,7,Image 1,4,1,100000001,510000000447,
1.72,,Segment,6,6,Image 1,3,1,100000001,510000000456,
1.09091,,Segment,6,5,Image 1,3,1,100000001,510000000466,
2.22677,,Segment,6,4,Image 1,2,1,100000001,510000000481,
9.0641,,Segment,6,3,Image 1,1,1,100000001,510000000490,
6.40732,,Segment,6,2,Image 1,1,1,100000001,510000000508,
7.41637,,Segment,6,1,Image 1,1,1,100000001,510000000511,
5.33158,,Segment,6,0,Image 1,1,1,100000001,510000000517,
1.65254,,Segment,6,5,Image 1,4,1,100000000,510000000546,
4.06897,,Segment,6,4,Image 1,3,1,100000000,510000000551,
1.14876,,Segment,6,3,Image 1,2,1,100000000,510000000555,
4.45085,,Segment,6,2,Image 1,2,1,100000000,510000000570,
8.98387,,Segment,6,1,Image 1,1,1,100000000,510000000575,
1.81232,,Segment,6,0,Image 1,1,1,100000000,510000000589,
10.3927,,Segment,6,2,Image 1,2,1,100000000,510000000736,
46.7319,,Segment,6,1,Image 1,1,1,100000000,510000000744,
48.7695,,Segment,6,0,Image 1,1,1,100000000,510000000765,
12.8756,,Segment,6,7,Image 1,6,1,100000003,510000000785,
26.0807,,Segment,6,6,Image 1,6,1,100000003,510000000823,
9.13467,,Segment,6,5,Image 1,5,1,100000003,510000000845,
4.87306,,Segment,6,4,Image 1,4,1,100000003,510000000899,
5.07253,,Segment,6,3,Image 1,3,1,100000003,510000000933,
1.49128,,Segment,6,2,Image 1,3,1,100000003,510000000941,
0.621872,,Segment,6,1,Image 1,2,1,100000003,510000000978,
0.943548,,Segment,6,0,Image 1,1,1,100000003,510000000980,
13.5103,,Segment,6,7,Image 1,7,1,100000003,510000001001,
1.07447,,Segment,6,2,Image 1,2,1,100000004,510000001040,
2.38416,,Segment,6,1,Image 1,1,1,100000004,510000001089,
3.34483,,Segment,6,0,Image 1,1,1,100000004,510000001097,
2.08414,,Segment,6,10,Image 1,5,1,100000001,510000001135,
6.19118,,Segment,6,9,Image 1,4,1,100000001,510000001137,
11.7632,,Segment,6,8,Image 1,4,1,100000001,510000001147,
4.98722,,Segment,6,7,Image 1,3,1,100000001,510000001160,
2.73684,,Segment,6,5,Image 1,2,1,100000005,510000001207,
1.06783,,Segment,6,0,Image 1,1,1,100000004,510000001266,
0.291925,,Segment,6,4,Image 1,3,1,100000003,510000001341,
1.04532,,Segment,6,3,Image 1,2,1,100000003,510000001347,
1.31152,,Segment,6,2,Image 1,2,1,100000003,510000001351,
11.6033,,Segment,6,12,Image 1,6,1,100000001,510000001377,
5.8,,Segment,6,11,Image 1,5,1,100000001,510000001408,
9.48219,,Segment,6,10,Image 1,4,1,100000001,510000001439,
6.95641,,Segment,6,2,Image 1,2,1,100000005,510000001468,
1.62435,,Segment,6,6,Image 1,3,1,100000002,510000001526,
1.75475,,Segment,6,5,Image 1,2,1,100000002,510000001577,
4.08043,,Segment,6,4,Image 1,2,1,100000002,510000001607,
1.39806,,Segment,6,3,Image 1,2,1,100000002,510000001611,
2.71292,,Segment,6,2,Image 1,2,1,100000002,510000001618,
2.11823,,Segment,6,1,Image 1,2,1,100000002,510000001624,
4.16611,,Segment,6,0,Image 1,1,1,100000002,510000001647,
21.5284,,Segment,6,4,Image 1,2,1,100000001,510000001721,
2.42056,,Segment,6,3,Image 1,1,1,100000001,510000001738,
1.91544,,Segment,6,2,Image 1,1,1,100000001,510000001747,
1.10638,,Segment,6,1,Image 1,1,1,100000001,510000001753,
0.444444,,Segment,6,0,Image 1,1,1,100000001,510000001758,
25.8307,,Segment,6,12,Image 1,5,1,100000001,510000001804,
1.45897,,Segment,6,1,Image 1,2,1,100000001,510000001871,
0.812303,,Segment,6,0,Image 1,1,1,100000001,510000001886,
7.79819,,Segment,6,14,Image 1,4,1,100000002,510000001906,
3.43354,,Segment,6,13,Image 1,3,1,100000002,510000001936,
1.60526,,Segment,6,12,Image 1,2,1,100000002,510000001939,
1.18321,,Segment,6,11,Image 1,2,1,100000002,510000001954,
1.73885,,Segment,6,10,Image 1,2,1,100000002,510000001958,
5.99102,,Segment,6,9,Image 1,2,1,100000002,510000001995,
8.65909,,Segment,6,8,Image 1,1,1,100000002,510000001998,
7.68681,,Segment,6,7,Image 1,1,1,100000002,510000002001,
1.76226,,Segment,6,6,Image 1,1,1,100000002,510000002024,
1.74627,,Segment,6,5,Image 1,1,1,100000002,510000002026,
14.6927,,Segment,6,4,Image 1,1,1,100000002,510000002030,
30,,Segment,6,3,Image 1,1,1,100000002,510000002032,
11.6886,,Segment,6,2,Image 1,1,1,100000002,510000002036,
5.0691,,Segment,6,1,Image 1,1,1,100000002,510000002055,
1.05,,Segment,6,6,Image 1,5,1,100000005,510000002061,
0.977376,,Segment,6,5,Image 1,4,1,100000005,510000002076,
1.04255,,Segment,6,4,Image 1,3,1,100000005,510000002079,
1.11364,,Segment,6,3,Image 1,3,1,100000005,510000002083,
2.22978,,Segment,6,2,Image 1,2,1,100000005,510000002103,
0.608392,,Segment,6,3,Image 1,3,1,100000005,510000002116,
3.11062,,Segment,6,7,Image 1,4,1,100000002,510000002127,
3.84722,,Segment,6,6,Image 1,3,1,100000002,510000002184,
0.861789,,Segment,6,5,Image 1,3,1,100000002,510000002200,
2.62573,,Segment,6,7,Image 1,3,1,100000002,510000002202,
4.24691,,Segment,6,6,Image 1,4,1,100000002,510000002206,
16.777,,Segment,6,6,Image 1,6,1,100000000,510000002217,
12.8737,,Segment,6,5,Image 1,5,1,100000000,510000002227,
3.8932,,Segment,6,4,Image 1,4,1,100000000,510000002326,
9.15027,,Segment,6,3,Image 1,4,1,100000000,510000002344,
35.8122,,Segment,6,2,Image 1,3,1,100000000,510000002394,
102.836,,Segment,6,1,Image 1,2,1,100000000,510000002399,
10.9333,,Segment,6,6,Image 1,6,1,100000000,510000002403,
9.81061,,Segment,6,6,Image 1,5,1,100000000,510000002406,
1.0084,,Segment,6,6,Image 1,4,1,100000005,510000002411,
1.55497,,Segment,6,5,Image 1,4,1,100000005,510000002420,
0.910714,,Segment,6,6,Image 1,5,1,100000005,510000002422,
0.882554,,Segment,6,1,Image 1,1,1,100000001,510000002481,
0.740223,,Segment,6,0,Image 1,1,1,100000001,510000002498,
8.04848,,Segment,6,9,Image 1,4,1,100000002,510000002505,
2.61111,,Segment,6,8,Image 1,4,1,100000002,510000002519,
2.56338,,Segment,6,7,Image 1,3,1,100000002,510000002522,
5.62843,,Segment,6,6,Image 1,3,1,100000002,510000002541,
1.13646,,Segment,6,5,Image 1,3,1,100000002,510000002576,
1.28125,,Segment,6,4,Image 1,2,1,100000002,510000002581,
2.93637,,Segment,6,3,Image 1,1,1,100000002,510000002601,
3.02932,,Segment,6,2,Image 1,1,1,100000002,510000002624,
21.7385,,Segment,6,1,Image 1,1,1,100000002,510000002628,
20.5864,,Segment,6,0,Image 1,1,1,100000002,510000002636,
9.68,,Segment,6,9,Image 1,5,1,100000002,510000002640,
6.48485,,Segment,6,6,Image 1,5,1,100000003,510000002659,
19.5055,,Segment,6,5,Image 1,4,1,100000000,510000002673,
3.22581,,Segment,6,4,Image 1,5,1,100000000,510000002677,
7.93333,,Segment,6,3,Image 1,3,1,100000000,510000002694,
2.55385,,Segment,6,9,Image 1,4,1,100000002,510000002703,
19.3956,,Segment,6,7,Image 1,4,1,100000002,510000002711,
