
Filament Position Y
 ==================== 
Filament Position Y,Unit,Category,Collection,Time,ID,
18547.2,µm,Filament,Filament Position,1,100000000,
18560.9,µm,Filament,Filament Position,1,100000001,
18565.2,µm,Filament,Filament Position,1,100000002,
18528.7,µm,Filament,Filament Position,1,100000003,
18513.8,µm,Filament,Filament Position,1,100000004,
18488.5,µm,Filament,Filament Position,1,100000005,
