
Segment Center Intensity StdDev Ch=6 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4.31452,,Segment,6,5,Image 1,3,1,100000005,510000000045,
7.67421,,Segment,6,4,Image 1,2,1,100000005,510000000087,
0.8,,Segment,6,3,Image 1,2,1,100000005,510000000091,
1.11102,,Segment,6,2,Image 1,1,1,100000005,510000000098,
0.737028,,Segment,6,1,Image 1,1,1,100000005,510000000106,
3.36852,,Segment,6,0,Image 1,1,1,100000005,510000000133,
10.4615,,Segment,6,5,Image 1,3,1,100000005,510000000190,
1.07287,,Segment,6,4,Image 1,3,1,100000005,510000000213,
12.3636,,Segment,6,2,Image 1,2,1,100000005,510000000221,
22.5186,,Segment,6,1,Image 1,1,1,100000005,510000000239,
0.471405,,Segment,6,0,Image 1,1,1,100000005,510000000243,
2.8679,,Segment,6,6,Image 1,4,1,100000005,510000000290,
18.4879,,Segment,6,5,Image 1,3,1,100000005,510000000298,
3.08129,,Segment,6,4,Image 1,2,1,100000005,510000000377,
3.02455,,Segment,6,3,Image 1,1,1,100000005,510000000389,
1.22474,,Segment,6,2,Image 1,1,1,100000005,510000000392,
0.816497,,Segment,6,1,Image 1,1,1,100000005,510000000394,
2.09762,,Segment,6,0,Image 1,1,1,100000005,510000000400,
35.6572,,Segment,6,5,Image 1,2,1,100000005,510000000413,
1.35837,,Segment,6,7,Image 1,4,1,100000001,510000000447,
1.79165,,Segment,6,6,Image 1,3,1,100000001,510000000456,
1.31111,,Segment,6,5,Image 1,3,1,100000001,510000000466,
1.67705,,Segment,6,4,Image 1,2,1,100000001,510000000481,
3.16228,,Segment,6,3,Image 1,1,1,100000001,510000000490,
5.44323,,Segment,6,2,Image 1,1,1,100000001,510000000508,
1.41421,,Segment,6,1,Image 1,1,1,100000001,510000000511,
1.80278,,Segment,6,0,Image 1,1,1,100000001,510000000517,
6.25756,,Segment,6,5,Image 1,4,1,100000000,510000000546,
7.16473,,Segment,6,4,Image 1,3,1,100000000,510000000551,
1.35647,,Segment,6,3,Image 1,2,1,100000000,510000000555,
1.89984,,Segment,6,2,Image 1,2,1,100000000,510000000570,
9.05078,,Segment,6,1,Image 1,1,1,100000000,510000000575,
0.745356,,Segment,6,0,Image 1,1,1,100000000,510000000589,
13.352,,Segment,6,2,Image 1,2,1,100000000,510000000736,
16.7066,,Segment,6,1,Image 1,1,1,100000000,510000000744,
17.6126,,Segment,6,0,Image 1,1,1,100000000,510000000765,
10.0833,,Segment,6,7,Image 1,6,1,100000003,510000000785,
50.4491,,Segment,6,6,Image 1,6,1,100000003,510000000823,
12.0179,,Segment,6,5,Image 1,5,1,100000003,510000000845,
23.5911,,Segment,6,4,Image 1,4,1,100000003,510000000899,
19.7547,,Segment,6,3,Image 1,3,1,100000003,510000000933,
1.24722,,Segment,6,2,Image 1,3,1,100000003,510000000941,
0.900908,,Segment,6,1,Image 1,2,1,100000003,510000000978,
1,,Segment,6,0,Image 1,1,1,100000003,510000000980,
6.10752,,Segment,6,7,Image 1,7,1,100000003,510000001001,
1.1702,,Segment,6,2,Image 1,2,1,100000004,510000001040,
2.62876,,Segment,6,1,Image 1,1,1,100000004,510000001089,
2.09762,,Segment,6,0,Image 1,1,1,100000004,510000001097,
1.31684,,Segment,6,10,Image 1,5,1,100000001,510000001135,
2.0548,,Segment,6,9,Image 1,4,1,100000001,510000001137,
4.18774,,Segment,6,8,Image 1,4,1,100000001,510000001147,
3.87035,,Segment,6,7,Image 1,3,1,100000001,510000001160,
1.14394,,Segment,6,5,Image 1,2,1,100000005,510000001207,
1.02826,,Segment,6,0,Image 1,1,1,100000004,510000001266,
0.460642,,Segment,6,4,Image 1,3,1,100000003,510000001341,
0.699854,,Segment,6,3,Image 1,2,1,100000003,510000001347,
1.32665,,Segment,6,2,Image 1,2,1,100000003,510000001351,
26.8148,,Segment,6,12,Image 1,6,1,100000001,510000001377,
9.96944,,Segment,6,11,Image 1,5,1,100000001,510000001408,
18.8053,,Segment,6,10,Image 1,4,1,100000001,510000001439,
4.63273,,Segment,6,2,Image 1,2,1,100000005,510000001468,
3.88213,,Segment,6,6,Image 1,3,1,100000002,510000001526,
1.3689,,Segment,6,5,Image 1,2,1,100000002,510000001577,
6.91302,,Segment,6,4,Image 1,2,1,100000002,510000001607,
0.748331,,Segment,6,3,Image 1,2,1,100000002,510000001611,
1.93649,,Segment,6,2,Image 1,2,1,100000002,510000001618,
1.19523,,Segment,6,1,Image 1,2,1,100000002,510000001624,
18.3247,,Segment,6,0,Image 1,1,1,100000002,510000001647,
33.7771,,Segment,6,4,Image 1,2,1,100000001,510000001721,
1.424,,Segment,6,3,Image 1,1,1,100000001,510000001738,
1.67631,,Segment,6,2,Image 1,1,1,100000001,510000001747,
1.74964,,Segment,6,1,Image 1,1,1,100000001,510000001753,
