
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
19451,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
19451.6,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000001,800000001,
19470.7,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000002,800000002,
19442.1,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000003,800000003,
19405.3,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000004,800000004,
19404.2,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000005,800000005,
19463.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000006,
19464.7,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000007,
19463.7,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000008,
19462.8,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000009,
19458.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000010,
19456.7,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000011,
19428.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000012,
19441.6,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000013,
19443.6,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000014,
19430,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000015,
19428,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000016,
19426.3,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000017,
19435.6,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000018,
19432.4,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000019,
19442.2,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000020,
19428.9,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000021,
19426.8,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000022,
19425.7,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000023,
19434.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000024,
19426.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000025,
19466.3,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000026,
19464.1,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000027,
19464,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000028,
19480.9,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000029,
19470.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000030,
19452.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000031,
19452.5,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000032,
19470.6,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000033,
19466.9,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000034,
19463.6,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000035,
19444.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000036,
19446.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000037,
19442.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000038,
19464.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000039,
19458.8,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000040,
19458.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000041,
19454.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000042,
19446.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000043,
19446.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000044,
19448,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000045,
19448,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000046,
19461.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000047,
19459.1,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000048,
19442.6,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000049,
19441.6,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000050,
19451.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000051,
19453.2,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000052,
19458.6,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000053,
19464.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000054,
19446.3,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000055,
19459.8,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000056,
19459.6,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000057,
19454.6,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000058,
19446.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000059,
19447.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000060,
19449.5,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000061,
19456.9,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000062,
19450.2,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000063,
19453.9,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000064,
19431.5,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000001,800000065,
19435.8,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000001,800000066,
19437.9,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000001,800000067,
19439.8,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000001,800000068,
19443,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000069,
19445.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000070,
19447.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000071,
19447.9,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000072,
19433.4,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000001,800000073,
19430.9,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000001,800000074,
19431,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000001,800000075,
19432.7,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000001,800000076,
19434.6,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000001,800000077,
19431.2,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000001,800000078,
19432.5,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000001,800000079,
19472.8,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000080,
19463.4,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000081,
19459.3,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000082,
19456.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000083,
19454.9,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000084,
19423.7,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000001,800000085,
19465.5,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000001,800000086,
19456.7,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000087,
19451.9,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000001,800000088,
19458.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000089,
19446.1,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000090,
19442.8,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000091,
19443.3,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000092,
19444.8,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000093,
19448.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000094,
19432.9,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000095,
19434.5,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000001,800000096,
19441.1,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000001,800000097,
19434.3,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000098,
19445.3,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000099,
19442,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000001,800000100,
19440.7,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000101,
19447.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000102,
19441.4,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000103,
19435.3,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000001,800000104,
19434.8,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000001,800000105,
19434.6,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000001,800000106,
19455.1,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000001,800000107,
19458,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000001,800000108,
