
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.680986,µm,Spine,Spine Part Min Diameter,2,2,1,100000005,610000008294,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000005,610000008306,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000005,610000008317,
0.416667,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008328,
0.678289,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000008341,
0.416667,µm,Spine,Spine Part Min Diameter,10,2,1,100000002,610000008349,
0.416667,µm,Spine,Spine Part Min Diameter,10,2,1,100000002,610000008357,
0.51715,µm,Spine,Spine Part Min Diameter,2,1,1,100000004,610000008372,
0.416667,µm,Spine,Spine Part Min Diameter,2,1,1,100000004,610000008386,
0.426432,µm,Spine,Spine Part Min Diameter,9,6,1,100000003,610000008394,
0.592448,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008401,
0.625,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008408,
0.777995,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008415,
0.528265,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000008426,
0.444336,µm,Spine,Spine Part Min Diameter,1,1,1,100000005,610000008431,
0.445964,µm,Spine,Spine Part Min Diameter,13,1,1,100000002,610000008437,
0.709952,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000008442,
0.416667,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000008449,
0.833333,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000008455,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000004,610000008460,
0.814292,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000008468,
0.416667,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000008471,
0.860048,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008476,
0.574525,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000008483,
0.672984,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000008486,
0.480575,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000008501,
0.483291,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008507,
0.416667,µm,Spine,Spine Part Min Diameter,6,6,1,100000003,610000008511,
0.625,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000008516,
0.629971,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000008523,
0.625,µm,Spine,Spine Part Min Diameter,4,2,1,100000005,610000008527,
0.607591,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008532,
0.572917,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008536,
0.693359,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000008539,
0.416667,µm,Spine,Spine Part Min Diameter,6,1,1,100000001,610000008544,
0.416667,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000008552,
0.625,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008555,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008560,
0.549566,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000008563,
0.518558,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000008569,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008576,
0.868779,µm,Spine,Spine Part Min Diameter,4,2,1,100000005,610000008578,
0.430843,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008584,
0.417074,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008589,
0.416667,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000008595,
0.416667,µm,Spine,Spine Part Min Diameter,6,1,1,100000002,610000008600,
0.466056,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000008602,
0.470843,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000008608,
0.677544,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008616,
0.570927,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008620,
0.436198,µm,Spine,Spine Part Min Diameter,9,4,1,100000002,610000008623,
0.855678,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000008626,
0.544919,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000008628,
0.566983,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008631,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000008634,
1.25,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000008638,
0.888578,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008643,
0.502313,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008647,
0.559226,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008653,
0.625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008656,
1.18171,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000008659,
1.44236,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000008661,
0.701239,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008664,
0.706988,µm,Spine,Spine Part Min Diameter,11,1,1,100000002,610000008668,
0.481771,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008671,
0.884567,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008673,
0.680529,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008676,
0.417239,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008681,
1.02189,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008688,
0.46875,µm,Spine,Spine Part Min Diameter,4,1,1,100000003,610000008691,
0.420519,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008693,
0.51997,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000008695,
0.674845,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008699,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000008701,
0.801625,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008704,
1.1623,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008712,
0.546875,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000008714,
0.772575,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008717,
0.796384,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008719,
0.833333,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008722,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008727,
0.677083,µm,Spine,Spine Part Min Diameter,11,5,1,100000001,610000008731,
0.77344,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008733,
1.44094,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000008737,
0.636732,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000008742,
0.673511,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000008747,
0.755208,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000008750,
0.865885,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008753,
0.928807,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000008756,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008759,
0.532255,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000008762,
1.08878,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000008765,
0.864258,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000008768,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008771,
0.958669,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000008775,
0.764285,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008783,
0.516048,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008787,
0.858063,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008791,
1.17188,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008794,
0.437735,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008799,
0.583218,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008804,
0.625,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008808,
0.833333,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000008810,
0.612286,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008819,
0.585378,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008822,
1.21725,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000008825,
0.833333,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000008827,
0.54362,µm,Spine,Spine Part Min Diameter,5,1,1,100000005,610000008832,
1.99997,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008837,
0.423584,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008839,
0.96156,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008842,
0.55013,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008844,
1.02455,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008847,
0.76124,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008858,
1.59978,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008864,
1.04652,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008883,
1.04401,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000008943,
0.660839,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000008944,
0.730151,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008945,
