
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.880546,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000008947,
0.785201,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000008948,
0.812282,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008949,
1.20346,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008950,
1.28783,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008951,
0.957031,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008952,
0.697494,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008953,
1.25,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008954,
0.479203,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008955,
0.650495,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000008956,
0.807292,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008957,
0.833333,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000008958,
0.61769,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000008959,
0.768229,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000008960,
0.416667,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000008961,
0.625,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000008962,
0.568478,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000008964,
0.905612,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008966,
0.755208,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008969,
0.52241,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008970,
0.559713,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008971,
0.625,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000008973,
1.13345,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008974,
0.416667,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008975,
1.08256,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008976,
0.845547,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000008977,
1.17485,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000008978,
1.23232,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008979,
1.1519,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008980,
0.932821,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008981,
0.843581,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000008982,
0.729167,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000008983,
0.833333,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000008984,
0.546754,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000008985,
0.96785,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008986,
0.567539,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000008987,
0.487077,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000008988,
1.09391,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008989,
0.651042,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000008991,
1.02119,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008992,
1.04167,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008993,
1.10018,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008994,
0.847198,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008995,
0.780671,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008996,
1.17188,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008997,
1.01562,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000009000,
0.643456,µm,Spine,Spine Part Min Diameter,13,3,1,100000002,610000009001,
0.651042,µm,Spine,Spine Part Min Diameter,11,2,1,100000002,610000009002,
0.92086,µm,Spine,Spine Part Min Diameter,9,2,1,100000002,610000009003,
0.921304,µm,Spine,Spine Part Min Diameter,9,2,1,100000002,610000009004,
0.682808,µm,Spine,Spine Part Min Diameter,16,2,1,100000002,610000009005,
1.0022,µm,Spine,Spine Part Min Diameter,11,2,1,100000002,610000009006,
1.19486,µm,Spine,Spine Part Min Diameter,10,1,1,100000002,610000009007,
0.87,µm,Spine,Spine Part Min Diameter,10,1,1,100000002,610000009008,
1.2403,µm,Spine,Spine Part Min Diameter,9,1,1,100000002,610000009009,
1.6732,µm,Spine,Spine Part Min Diameter,9,1,1,100000002,610000009010,
1.41692,µm,Spine,Spine Part Min Diameter,8,1,1,100000002,610000009011,
0.416667,µm,Spine,Spine Part Min Diameter,7,1,1,100000002,610000009012,
0.903427,µm,Spine,Spine Part Min Diameter,7,1,1,100000002,610000009013,
0.703051,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000009014,
0.451436,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000009015,
1.19792,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000009016,
2.06915,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000009017,
1.82883,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000009018,
1.16282,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000009019,
1.55115,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000009020,
0.791596,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000009022,
0.833333,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000009023,
0.747029,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000009024,
0.833333,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000009025,
0.692127,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000009026,
0.615826,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000009027,
0.661667,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000009028,
1.03293,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000009029,
0.462833,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000009030,
0.900578,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000009031,
0.661669,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000009032,
0.752621,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000009033,
1.22396,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000009034,
1.73099,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000009035,
1.08917,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000009036,
0.788065,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000009037,
0.811563,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000009038,
0.809955,µm,Spine,Spine Part Min Diameter,6,5,1,100000003,610000009040,
0.530599,µm,Spine,Spine Part Min Diameter,5,5,1,100000003,610000009041,
0.693808,µm,Spine,Spine Part Min Diameter,4,4,1,100000003,610000009042,
0.992839,µm,Spine,Spine Part Min Diameter,4,4,1,100000003,610000009043,
0.546875,µm,Spine,Spine Part Min Diameter,10,6,1,100000003,610000009044,
0.621745,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000009045,
0.625,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000009046,
0.755107,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000009047,
0.833333,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000009048,
0.611979,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000009049,
0.885417,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000009050,
1.70127,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000009051,
0.416667,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000009052,
0.732422,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000009053,
0.471013,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000009054,
1.12293,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000009055,
0.56128,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000009056,
0.585538,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000009057,
0.715205,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000009058,
0.698881,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000009059,
0.46624,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000009060,
0.625,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000009061,
1.05378,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000009062,
0.989583,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000009063,
0.792382,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000009064,
0.791699,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000009066,
0.95538,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000009067,
0.764644,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000009068,
1.15633,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000009069,
1.28768,µm,Spine,Spine Part Min Diameter,4,1,1,100000003,610000009070,
0.858366,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000009072,
0.937011,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000009073,
0.504557,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000009074,
0.734475,µm,Spine,Spine Part Min Diameter,2,3,1,100000004,610000009075,
0.833333,µm,Spine,Spine Part Min Diameter,1,1,1,100000005,610000009082,
0.866777,µm,Spine,Spine Part Min Diameter,4,2,1,100000005,610000009084,
0.617064,µm,Spine,Spine Part Min Diameter,6,3,1,100000005,610000009085,
0.765456,µm,Spine,Spine Part Min Diameter,1,2,1,100000005,610000009086,
