
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
77.8668,°,Spine,4,2,1,100000001,610000008328,
72.3343,°,Spine,2,2,1,100000003,610000008341,
99.3447,°,Spine,9,6,1,100000003,610000008394,
69.5993,°,Spine,0,1,1,100000004,610000008426,
86.0024,°,Spine,1,1,1,100000005,610000008431,
83.8139,°,Spine,13,1,1,100000002,610000008437,
88.1107,°,Spine,4,1,1,100000001,610000008442,
64.923,°,Spine,2,2,1,100000004,610000008460,
75.5306,°,Spine,5,2,1,100000002,610000008468,
96.8346,°,Spine,8,4,1,100000002,610000008471,
69.5961,°,Spine,2,2,1,100000000,610000008476,
94.4935,°,Spine,6,3,1,100000002,610000008483,
76.6033,°,Spine,1,1,1,100000001,610000008486,
83.2358,°,Spine,6,6,1,100000003,610000008511,
86.3791,°,Spine,1,2,1,100000000,610000008516,
90.3196,°,Spine,6,1,1,100000003,610000008523,
71.7186,°,Spine,6,1,1,100000001,610000008544,
90.9004,°,Spine,5,3,1,100000002,610000008563,
82.044,°,Spine,6,1,1,100000002,610000008600,
78.0956,°,Spine,0,1,1,100000005,610000008602,
90.2059,°,Spine,9,4,1,100000002,610000008623,
63.7284,°,Spine,6,3,1,100000002,610000008626,
75.8906,°,Spine,0,1,1,100000000,610000008631,
51.2853,°,Spine,0,1,1,100000003,610000008647,
77.679,°,Spine,1,1,1,100000003,610000008664,
74.7145,°,Spine,11,1,1,100000002,610000008668,
63.642,°,Spine,0,1,1,100000000,610000008671,
70.9143,°,Spine,1,1,1,100000002,610000008676,
83.5641,°,Spine,4,1,1,100000003,610000008691,
74.7721,°,Spine,2,2,1,100000002,610000008695,
94.236,°,Spine,5,2,1,100000003,610000008701,
50.4565,°,Spine,0,1,1,100000000,610000008704,
41.877,°,Spine,0,1,1,100000000,610000008712,
80.6228,°,Spine,2,1,1,100000002,610000008714,
78.8162,°,Spine,0,1,1,100000000,610000008717,
88.2359,°,Spine,2,2,1,100000000,610000008719,
85.8645,°,Spine,11,5,1,100000001,610000008731,
11.3164,°,Spine,5,2,1,100000003,610000008747,
49.4921,°,Spine,4,2,1,100000002,610000008750,
72.817,°,Spine,0,1,1,100000000,610000008759,
84.8243,°,Spine,3,1,1,100000003,610000008762,
81.7243,°,Spine,5,2,1,100000002,610000008765,
81.8086,°,Spine,0,1,1,100000000,610000008771,
77.086,°,Spine,0,1,1,100000000,610000008783,
101.916,°,Spine,0,1,1,100000001,610000008791,
67.2165,°,Spine,1,1,1,100000002,610000008794,
50.4565,°,Spine,0,1,1,100000000,610000008799,
71.08,°,Spine,7,3,1,100000002,610000008810,
73.8276,°,Spine,1,2,1,100000003,610000008827,
69.6999,°,Spine,5,1,1,100000005,610000008832,
73.6568,°,Spine,1,1,1,100000002,610000008842,
54.7392,°,Spine,2,1,1,100000000,610000008943,
50.2831,°,Spine,2,2,1,100000000,610000008949,
59.4626,°,Spine,2,2,1,100000000,610000008950,
82.1342,°,Spine,2,2,1,100000000,610000008951,
45.8055,°,Spine,0,1,1,100000000,610000008952,
41.877,°,Spine,0,1,1,100000000,610000008954,
72.4505,°,Spine,2,2,1,100000000,610000008955,
48.0023,°,Spine,2,2,1,100000000,610000008956,
101.101,°,Spine,1,1,1,100000000,610000008957,
64.4159,°,Spine,3,4,1,100000000,610000008958,
82.2308,°,Spine,3,4,1,100000000,610000008959,
86.9218,°,Spine,3,3,1,100000000,610000008960,
33.3171,°,Spine,2,3,1,100000000,610000008961,
31.7946,°,Spine,2,3,1,100000000,610000008962,
79.6219,°,Spine,1,1,1,100000000,610000008964,
66.2217,°,Spine,0,1,1,100000000,610000008969,
69.2072,°,Spine,0,1,1,100000001,610000008974,
68.79,°,Spine,4,2,1,100000001,610000008975,
51.3529,°,Spine,4,2,1,100000001,610000008976,
94.2978,°,Spine,5,2,1,100000001,610000008977,
97.0034,°,Spine,1,2,1,100000001,610000008982,
115.111,°,Spine,6,3,1,100000001,610000008983,
88.7097,°,Spine,4,2,1,100000001,610000008986,
63.0783,°,Spine,2,1,1,100000001,610000008987,
76.9011,°,Spine,4,3,1,100000001,610000008988,
85.02,°,Spine,0,1,1,100000001,610000008989,
95.8828,°,Spine,1,2,1,100000001,610000008991,
70.6685,°,Spine,0,1,1,100000001,610000008992,
87.5373,°,Spine,0,1,1,100000001,610000008994,
86.1531,°,Spine,0,1,1,100000001,610000008995,
78.5292,°,Spine,4,2,1,100000002,610000009000,
84.2592,°,Spine,13,3,1,100000002,610000009001,
85.6317,°,Spine,11,2,1,100000002,610000009002,
92.3552,°,Spine,16,2,1,100000002,610000009005,
94.9192,°,Spine,11,2,1,100000002,610000009006,
99.9894,°,Spine,10,1,1,100000002,610000009007,
