
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25,,Spine,2,9,Image 1,5,1,100000002,610000007318,
0,,Spine,2,7,Image 1,3,1,100000000,610000007322,
486,,Spine,2,3,Image 1,1,1,100000002,610000007325,
12,,Spine,2,12,Image 1,3,1,100000003,610000007332,
7,,Spine,2,12,Image 1,3,1,100000003,610000007338,
8,,Spine,2,2,Image 1,3,1,100000002,610000007341,
7,,Spine,2,3,Image 1,1,1,100000002,610000007344,
3,,Spine,2,2,Image 1,2,1,100000000,610000007347,
3,,Spine,2,5,Image 1,3,1,100000003,610000007350,
3,,Spine,2,11,Image 1,4,1,100000002,610000007352,
2,,Spine,2,11,Image 1,2,1,100000003,610000007354,
3,,Spine,2,7,Image 1,1,1,100000003,610000007357,
11,,Spine,2,0,Image 1,1,1,100000000,610000007367,
4,,Spine,2,15,Image 1,4,1,100000001,610000007369,
4,,Spine,2,0,Image 1,1,1,100000000,610000007372,
4,,Spine,2,7,Image 1,1,1,100000003,610000007375,
2,,Spine,2,4,Image 1,2,1,100000002,610000007377,
2,,Spine,2,4,Image 1,1,1,100000003,610000007381,
14,,Spine,2,16,Image 1,4,1,100000001,610000007385,
5,,Spine,2,4,Image 1,3,1,100000000,610000007388,
1,,Spine,2,12,Image 1,3,1,100000003,610000007391,
2,,Spine,2,16,Image 1,3,1,100000001,610000007394,
6,,Spine,2,10,Image 1,5,1,100000002,610000007396,
1,,Spine,2,15,Image 1,3,1,100000001,610000007398,
6,,Spine,2,1,Image 1,1,1,100000000,610000007403,
12,,Spine,2,2,Image 1,2,1,100000001,610000007405,
8,,Spine,2,0,Image 1,1,1,100000001,610000007409,
136,,Spine,2,1,Image 1,1,1,100000002,610000007411,
4,,Spine,2,5,Image 1,3,1,100000001,610000007414,
10,,Spine,2,15,Image 1,4,1,100000001,610000007417,
1,,Spine,2,5,Image 1,4,1,100000003,610000007420,
9,,Spine,2,1,Image 1,1,1,100000000,610000007422,
2,,Spine,2,4,Image 1,2,1,100000002,610000007424,
18,,Spine,2,10,Image 1,3,1,100000001,610000007427,
13,,Spine,2,11,Image 1,4,1,100000002,610000007429,
6,,Spine,2,13,Image 1,3,1,100000001,610000007432,
13,,Spine,2,0,Image 1,1,1,100000001,610000007435,
8,,Spine,2,0,Image 1,1,1,100000001,610000007440,
4,,Spine,2,0,Image 1,1,1,100000000,610000007443,
2,,Spine,2,16,Image 1,3,1,100000001,610000007445,
1,,Spine,2,4,Image 1,2,1,100000001,610000007447,
65,,Spine,2,11,Image 1,4,1,100000002,610000007452,
64,,Spine,2,17,Image 1,4,1,100000001,610000007455,
14,,Spine,2,16,Image 1,3,1,100000003,610000007457,
15,,Spine,2,9,Image 1,5,1,100000002,610000007459,
4,,Spine,2,7,Image 1,4,1,100000000,610000007461,
3,,Spine,2,15,Image 1,3,1,100000001,610000007464,
2,,Spine,2,5,Image 1,4,1,100000002,610000007466,
4,,Spine,2,6,Image 1,2,1,100000003,610000007469,
12,,Spine,2,4,Image 1,1,1,100000002,610000007472,
6,,Spine,2,8,Image 1,3,1,100000003,610000007474,
4,,Spine,2,9,Image 1,5,1,100000002,610000007476,
6,,Spine,2,0,Image 1,1,1,100000001,610000007482,
1,,Spine,2,4,Image 1,1,1,100000003,610000007486,
13,,Spine,2,4,Image 1,2,1,100000002,610000007489,
12,,Spine,2,2,Image 1,1,1,100000003,610000007494,
6,,Spine,2,1,Image 1,1,1,100000003,610000007497,
5,,Spine,2,0,Image 1,1,1,100000000,610000007503,
3,,Spine,2,0,Image 1,1,1,100000000,610000007506,
4,,Spine,2,5,Image 1,2,1,100000002,610000007508,
7,,Spine,2,0,Image 1,1,1,100000000,610000007512,
1,,Spine,2,16,Image 1,3,1,100000001,610000007515,
1,,Spine,2,1,Image 1,2,1,100000003,610000007517,
13,,Spine,2,1,Image 1,1,1,100000003,610000007524,
7,,Spine,2,3,Image 1,2,1,100000001,610000007528,
47,,Spine,2,9,Image 1,4,1,100000002,610000007530,
7,,Spine,2,3,Image 1,3,1,100000000,610000007535,
4,,Spine,2,7,Image 1,1,1,100000003,610000007537,
2,,Spine,2,4,Image 1,2,1,100000002,610000007543,
4,,Spine,2,0,Image 1,1,1,100000000,610000007546,
2,,Spine,2,6,Image 1,2,1,100000001,610000007549,
7,,Spine,2,1,Image 1,1,1,100000003,610000007553,
17,,Spine,2,4,Image 1,1,1,100000002,610000007559,
3,,Spine,2,0,Image 1,1,1,100000001,610000007562,
131,,Spine,2,13,Image 1,8,1,100000000,610000007565,
10,,Spine,2,13,Image 1,2,1,100000003,610000007569,
0,,Spine,2,0,Image 1,1,1,100000000,610000007572,
3,,Spine,2,0,Image 1,1,1,100000000,610000007576,
4,,Spine,2,5,Image 1,2,1,100000003,610000007579,
0,,Spine,2,11,Image 1,2,1,100000003,610000007581,
