
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,9,5,1,100000002,610000007318,
0,s,Spine,7,3,1,100000000,610000007322,
0,s,Spine,3,1,1,100000002,610000007325,
0,s,Spine,12,3,1,100000003,610000007338,
0,s,Spine,2,3,1,100000002,610000007341,
0,s,Spine,3,1,1,100000002,610000007344,
0,s,Spine,2,2,1,100000000,610000007347,
0,s,Spine,5,3,1,100000003,610000007350,
0,s,Spine,11,4,1,100000002,610000007352,
0,s,Spine,11,2,1,100000003,610000007354,
0,s,Spine,7,1,1,100000003,610000007357,
0,s,Spine,15,4,1,100000001,610000007369,
0,s,Spine,0,1,1,100000000,610000007372,
0,s,Spine,7,1,1,100000003,610000007375,
0,s,Spine,4,1,1,100000003,610000007381,
0,s,Spine,16,4,1,100000001,610000007385,
0,s,Spine,12,3,1,100000003,610000007391,
0,s,Spine,10,5,1,100000002,610000007396,
0,s,Spine,15,3,1,100000001,610000007398,
0,s,Spine,2,2,1,100000001,610000007405,
0,s,Spine,1,1,1,100000002,610000007411,
0,s,Spine,5,3,1,100000001,610000007414,
0,s,Spine,15,4,1,100000001,610000007417,
0,s,Spine,5,4,1,100000003,610000007420,
0,s,Spine,1,1,1,100000000,610000007422,
0,s,Spine,10,3,1,100000001,610000007427,
0,s,Spine,11,4,1,100000002,610000007429,
0,s,Spine,13,3,1,100000001,610000007432,
0,s,Spine,0,1,1,100000001,610000007435,
0,s,Spine,0,1,1,100000001,610000007440,
0,s,Spine,0,1,1,100000000,610000007443,
0,s,Spine,16,3,1,100000001,610000007445,
0,s,Spine,4,2,1,100000001,610000007447,
0,s,Spine,16,3,1,100000003,610000007457,
0,s,Spine,9,5,1,100000002,610000007459,
0,s,Spine,5,4,1,100000002,610000007466,
0,s,Spine,6,2,1,100000003,610000007469,
0,s,Spine,8,3,1,100000003,610000007474,
0,s,Spine,9,5,1,100000002,610000007476,
0,s,Spine,4,1,1,100000003,610000007486,
0,s,Spine,4,2,1,100000002,610000007489,
0,s,Spine,1,1,1,100000003,610000007497,
0,s,Spine,5,2,1,100000002,610000007508,
0,s,Spine,16,3,1,100000001,610000007515,
0,s,Spine,1,2,1,100000003,610000007517,
0,s,Spine,9,4,1,100000002,610000007530,
0,s,Spine,7,1,1,100000003,610000007537,
0,s,Spine,6,2,1,100000001,610000007549,
0,s,Spine,13,8,1,100000000,610000007565,
0,s,Spine,5,2,1,100000003,610000007579,
0,s,Spine,11,2,1,100000003,610000007581,
0,s,Spine,0,1,1,100000000,610000007599,
0,s,Spine,4,2,1,100000001,610000007619,
0,s,Spine,11,4,1,100000000,610000007621,
0,s,Spine,4,1,1,100000002,610000007624,
0,s,Spine,5,3,1,100000003,610000007627,
0,s,Spine,4,1,1,100000003,610000007639,
0,s,Spine,0,1,1,100000002,610000007656,
0,s,Spine,4,1,1,100000003,610000007661,
0,s,Spine,7,3,1,100000001,610000007670,
0,s,Spine,7,3,1,100000003,610000007675,
0,s,Spine,2,1,1,100000003,610000007678,
0,s,Spine,11,2,1,100000001,610000007707,
0,s,Spine,14,4,1,100000001,610000007719,
0,s,Spine,18,4,1,100000003,610000007722,
0,s,Spine,1,1,1,100000000,610000007729,
0,s,Spine,16,4,1,100000001,610000007758,
0,s,Spine,2,1,1,100000000,610000007778,
0,s,Spine,13,4,1,100000001,610000007780,
0,s,Spine,3,2,1,100000001,610000007787,
0,s,Spine,11,3,1,100000001,610000007792,
0,s,Spine,5,3,1,100000003,610000007799,
0,s,Spine,3,2,1,100000001,610000007802,
0,s,Spine,1,1,1,100000003,610000007822,
0,s,Spine,1,2,1,100000002,610000007826,
0,s,Spine,3,2,1,100000003,610000007836,
0,s,Spine,1,2,1,,610000008167,
0,s,Spine,0,1,1,,610000008167,
0,s,Spine,6,4,1,,610000008168,
0,s,Spine,1,1,1,,610000008168,
0,s,Spine,1,2,1,,610000008169,
0,s,Spine,1,1,1,,610000008169,
0,s,Spine,3,3,1,,610000008170,
0,s,Spine,1,2,1,,610000008170,
0,s,Spine,1,1,1,,610000008170,
0,s,Spine,5,4,1,,610000008170,
0,s,Spine,3,3,1,,610000008171,
0,s,Spine,1,1,1,,610000008171,
0,s,Spine,4,2,1,,610000008171,
