
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
31,,Segment,2,23,Image 1,5,1,100000001,510000000041,
14,,Segment,2,22,Image 1,5,1,100000001,510000000054,
36,,Segment,2,20,Image 1,4,1,100000001,510000000090,
6,,Segment,2,19,Image 1,4,1,100000001,510000000095,
6,,Segment,2,17,Image 1,4,1,100000001,510000000101,
16,,Segment,2,16,Image 1,4,1,100000001,510000000116,
16,,Segment,2,15,Image 1,3,1,100000001,510000000131,
4,,Segment,2,14,Image 1,3,1,100000001,510000000134,
52,,Segment,2,13,Image 1,3,1,100000001,510000000185,
5,,Segment,2,11,Image 1,2,1,100000001,510000000190,
14,,Segment,2,10,Image 1,2,1,100000001,510000000203,
9,,Segment,2,9,Image 1,2,1,100000001,510000000211,
14,,Segment,2,8,Image 1,2,1,100000001,510000000224,
3,,Segment,2,7,Image 1,2,1,100000001,510000000226,
14,,Segment,2,6,Image 1,2,1,100000001,510000000239,
3,,Segment,2,5,Image 1,2,1,100000001,510000000241,
4,,Segment,2,4,Image 1,2,1,100000001,510000000244,
23,,Segment,2,3,Image 1,2,1,100000001,510000000266,
5,,Segment,2,2,Image 1,1,1,100000001,510000000270,
5,,Segment,2,1,Image 1,1,1,100000001,510000000274,
10,,Segment,2,0,Image 1,1,1,100000001,510000000285,
30,,Segment,2,23,Image 1,4,1,100000001,510000000333,
11,,Segment,2,22,Image 1,4,1,100000001,510000000343,
10,,Segment,2,21,Image 1,5,1,100000001,510000000354,
3,,Segment,2,23,Image 1,6,1,100000001,510000000356,
4,,Segment,2,23,Image 1,5,1,100000001,510000000359,
3,,Segment,2,23,Image 1,5,1,100000001,510000000361,
40,,Segment,2,17,Image 1,5,1,100000001,510000000400,
8,,Segment,2,20,Image 1,6,1,100000001,510000000407,
5,,Segment,2,19,Image 1,5,1,100000001,510000000411,
3,,Segment,2,18,Image 1,5,1,100000001,510000000413,
5,,Segment,2,21,Image 1,7,1,100000001,510000000417,
3,,Segment,2,20,Image 1,6,1,100000001,510000000419,
4,,Segment,2,19,Image 1,6,1,100000001,510000000422,
10,,Segment,2,20,Image 1,5,1,100000001,510000000433,
4,,Segment,2,21,Image 1,6,1,100000001,510000000436,
3,,Segment,2,20,Image 1,7,1,100000001,510000000438,
8,,Segment,2,20,Image 1,5,1,100000001,510000000445,
5,,Segment,2,19,Image 1,5,1,100000001,510000000449,
18,,Segment,2,16,Image 1,4,1,100000001,510000000467,
27,,Segment,2,15,Image 1,4,1,100000001,510000000493,
4,,Segment,2,16,Image 1,5,1,100000001,510000000496,
4,,Segment,2,14,Image 1,4,1,100000001,510000000499,
18,,Segment,2,7,Image 1,5,1,100000000,510000000516,
11,,Segment,2,6,Image 1,4,1,100000000,510000000526,
12,,Segment,2,4,Image 1,3,1,100000000,510000000538,
