
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,2,3,1,100000002,610000008094,
1,,Spine,7,2,1,100000003,610000008096,
1,,Spine,19,4,1,100000003,610000008097,
1,,Spine,18,4,1,100000003,610000008098,
1,,Spine,16,3,1,100000003,610000008099,
1,,Spine,16,3,1,100000003,610000008100,
1,,Spine,15,2,1,100000003,610000008101,
1,,Spine,14,3,1,100000003,610000008102,
1,,Spine,13,2,1,100000003,610000008103,
1,,Spine,12,2,1,100000003,610000008104,
1,,Spine,12,3,1,100000003,610000008105,
1,,Spine,12,3,1,100000003,610000008106,
1,,Spine,12,3,1,100000003,610000008107,
1,,Spine,11,2,1,100000003,610000008108,
1,,Spine,12,1,1,100000003,610000008109,
1,,Spine,12,1,1,100000003,610000008110,
1,,Spine,12,2,1,100000003,610000008111,
1,,Spine,7,1,1,100000003,610000008112,
1,,Spine,6,1,1,100000003,610000008113,
1,,Spine,5,2,1,100000003,610000008114,
1,,Spine,5,2,1,100000003,610000008115,
1,,Spine,5,2,1,100000003,610000008116,
1,,Spine,5,2,1,100000003,610000008117,
1,,Spine,5,1,1,100000003,610000008118,
1,,Spine,1,1,1,100000003,610000008119,
1,,Spine,1,1,1,100000003,610000008120,
1,,Spine,1,1,1,100000003,610000008121,
1,,Spine,1,1,1,100000003,610000008122,
1,,Spine,0,1,1,100000003,610000008123,
1,,Spine,1,1,1,100000003,610000008128,
1,,Spine,1,2,1,100000003,610000008129,
1,,Spine,1,1,1,100000003,610000008130,
1,,Spine,1,1,1,100000003,610000008131,
1,,Spine,14,4,1,100000003,610000008132,
1,,Spine,15,3,1,100000003,610000008133,
1,,Spine,15,4,1,100000003,610000008134,
1,,Spine,13,3,1,100000003,610000008135,
1,,Spine,13,2,1,100000003,610000008136,
1,,Spine,13,2,1,100000003,610000008137,
1,,Spine,11,3,1,100000003,610000008138,
1,,Spine,11,3,1,100000003,610000008139,
1,,Spine,10,3,1,100000003,610000008140,
1,,Spine,8,3,1,100000003,610000008141,
1,,Spine,8,3,1,100000003,610000008142,
1,,Spine,8,3,1,100000003,610000008143,
1,,Spine,7,4,1,100000003,610000008144,
1,,Spine,5,3,1,100000003,610000008145,
1,,Spine,5,3,1,100000003,610000008146,
1,,Spine,5,3,1,100000003,610000008147,
1,,Spine,3,3,1,100000003,610000008148,
1,,Spine,3,3,1,100000003,610000008149,
1,,Spine,4,1,1,100000003,610000008150,
1,,Spine,4,1,1,100000003,610000008151,
1,,Spine,3,1,1,100000003,610000008152,
1,,Spine,1,1,1,100000003,610000008153,
1,,Spine,1,1,1,100000003,610000008154,
1,,Spine,1,1,1,100000003,610000008155,
1,,Spine,0,1,1,100000003,610000008156,
1,,Spine,7,3,1,100000003,610000008158,
1,,Spine,8,3,1,100000003,610000008159,
1,,Spine,2,2,1,100000003,610000008160,
1,,Spine,1,1,1,100000003,610000008161,
1,,Spine,0,1,1,100000003,610000008162,
1,,Spine,0,1,1,100000003,610000008163,
