
Soma Intensity Sum of Square Ch=1 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
8.60135e+07,,Soma,1,Image 1,1,100000000,800000000,
6.68444e+07,,Soma,1,Image 1,1,100000001,800000001,
2.26173e+07,,Soma,1,Image 1,1,100000002,800000002,
1.00846e+08,,Soma,1,Image 1,1,100000003,800000003,
