
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.308739,0.286406,0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007367,
0.285337,0.28992,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007372,
0.285988,0.362051,0.325,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007409,
0.307624,0.304567,0.319669,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007435,
0.262248,0.1625,0.420261,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007440,
0.335021,0.215722,0.266098,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007443,
0.203676,0.413473,0.405495,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007482,
0.296319,0.212289,0.311839,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007503,
0.267933,0.527618,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007506,
0.308739,0.370001,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007512,
0.373109,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007546,
0.223237,0.636214,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007562,
0.223437,0.343158,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007572,
0.242538,0.535666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007576,
0.262913,0.363086,0.324037,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007588,
0.325,0.362051,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007591,
0.308739,0.207872,0.35177,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007599,
0.1625,0.206479,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007613,
0.377916,0.527618,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007615,
0.427512,0.342773,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007656,
0.469186,0.554628,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007665,
0.371127,0.410844,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007687,
0.283341,0.497462,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007691,
0.48317,0.48317,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007695,
0.191083,0.316357,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007697,
0.276779,0.308517,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007704,
0.313815,0.313815,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007726,
0.234863,0.234863,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007735,
0.483445,0.519206,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007737,
0.216682,0.286529,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007740,
0.324583,0.482348,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007782,
0.431917,0.443591,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007817,
0.324583,0.296319,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007819,
0.410508,0.535666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007848,
0.324037,0.363086,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007860,
0.212688,0.212688,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007875,
0.317842,0.359301,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007969,
0.261523,0.261523,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007975,
0.278548,0.291395,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007976,
0.4415,0.580176,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007977,
0.301421,0.309365,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007983,
0.281419,0.281419,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007984,
0.264996,0.264996,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007985,
0.324583,0.431622,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007986,
0.283842,0.283842,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007990,
0.34852,0.389336,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008048,
0.336435,0.385937,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008053,
0.23749,0.24664,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008123,
0.286973,0.286973,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008156,
0.24474,0.24474,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008162,
0.279281,0.279281,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008163,
0.422429,0.199634,0.485596,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007403,
0.193286,0.167578,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007411,
0.259066,0.1625,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007422,
0.358627,0.202343,0.286559,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007497,
0.18368,0.522395,0.279713,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007524,
0.335156,0.1625,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007553,
0.303635,0.225977,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007604,
0.262655,0.251753,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007610,
0.24375,0.438767,0.42194,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007632,
0.355535,0.206934,0.205372,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007635,
0.259767,0.219561,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007641,
0.335156,0.470879,0.417676,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007645,
0.1625,0.307861,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007653,
0.384985,0.414819,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007673,
0.251012,0.619531,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007716,
0.459213,0.326747,0.396141,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007729,
0.391254,0.363086,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007733,
0.337834,0.259707,0.294754,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007743,
0.335156,0.338909,0.340234,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007746,
0.251215,0.251215,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007750,
0.325,0.298212,0.325,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007754,
0.279713,0.685963,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007761,
0.38229,0.264062,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007765,
0.335156,0.317383,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007794,
0.388477,0.542952,0.470879,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007808,
0.180641,0.299193,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007812,
0.325,0.325,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007822,
0.40625,0.1625,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007829,
0.43144,0.43144,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007966,
0.303635,0.303635,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007967,
0.337834,0.337834,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007980,
0.226053,0.226053,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007982,
0.364959,0.373273,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000008056,
0.203501,0.203501,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008058,
0.25317,0.25317,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008059,
0.200586,0.200586,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008075,
0.323565,0.323565,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008076,
0.289416,0.289416,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008119,
0.321644,0.339869,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008120,
0.312224,0.496872,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008121,
0.355535,0.355535,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008122,
0.269404,0.269404,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008128,
0.335156,0.335156,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008130,
0.325,0.325,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008131,
0.465116,0.48855,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008153,
0.490804,0.51244,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008154,
0.4265,0.4265,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008155,
0.259767,0.311708,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008161,
0.339745,0.23623,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007517,
0.256979,0.216674,0.265682,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000007607,
0.326133,0.295234,0.282764,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007712,
0.256979,0.265682,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000007826,
0.26068,0.281574,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007965,
0.300026,0.325,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000008060,
0.259715,0.259715,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000008077,
0.2149,0.2149,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000008090,
0.326133,0.326133,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000008129,
0.325,0.1625,0.284375,µm,Spine,Spine Part Min Diameter,10,3,1,100000001,610000007427,
0.265488,0.265488,0,µm,Spine,Spine Part Min Diameter,10,3,1,100000003,610000008140,
0.274219,0.274219,0,µm,Spine,Spine Part Min Diameter,10,4,1,100000002,610000008085,
0.19546,0.1625,0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000007396,
0.216968,0.216968,0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000008081,
0.290723,0.290723,0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000008082,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000008083,
0.231224,0.231224,0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000008084,
0.217356,0.183314,0,µm,Spine,Spine Part Min Diameter,11,2,1,100000003,610000007354,
0.297166,0.206934,0,µm,Spine,Spine Part Min Diameter,11,2,1,100000003,610000007581,
0.277844,0.229336,0,µm,Spine,Spine Part Min Diameter,11,2,1,100000001,610000007707,
0.338513,0.338513,0,µm,Spine,Spine Part Min Diameter,11,2,1,100000003,610000008108,
0.25132,0.238672,0,µm,Spine,Spine Part Min Diameter,11,3,1,100000001,610000007792,
0.213281,0.213281,0,µm,Spine,Spine Part Min Diameter,11,3,1,100000001,610000008002,
