
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Segment,3,1,1,100000002,510000004987,
10,,Segment,10,4,1,100000001,510000004990,
11,,Segment,11,4,1,100000001,510000004996,
11,,Segment,11,3,1,100000001,510000005001,
10,,Segment,10,3,1,100000001,510000005007,
10,,Segment,10,3,1,100000003,510000005015,
9,,Segment,9,3,1,100000003,510000005033,
8,,Segment,8,3,1,100000003,510000005045,
11,,Segment,11,4,1,100000001,510000005052,
6,,Segment,6,2,1,100000003,510000005088,
9,,Segment,9,4,1,100000003,510000005091,
11,,Segment,11,2,1,100000003,510000005093,
3,,Segment,3,3,1,100000003,510000005162,
6,,Segment,6,4,1,100000001,510000005167,
4,,Segment,4,1,1,100000002,510000005170,
9,,Segment,9,3,1,100000003,510000005179,
9,,Segment,9,4,1,100000001,510000005183,
10,,Segment,10,3,1,100000003,510000005195,
11,,Segment,11,3,1,100000003,510000005200,
7,,Segment,7,3,1,100000003,510000005214,
9,,Segment,9,2,1,100000003,510000005223,
8,,Segment,8,3,1,100000003,510000005235,
7,,Segment,7,3,1,100000003,510000005239,
6,,Segment,6,3,1,100000003,510000005242,
3,,Segment,3,3,1,100000001,510000005254,
9,,Segment,9,3,1,100000003,510000005258,
7,,Segment,7,3,1,100000001,510000005280,
6,,Segment,6,3,1,100000001,510000005289,
5,,Segment,5,3,1,100000003,510000005319,
5,,Segment,5,3,1,100000001,510000005347,
4,,Segment,4,3,1,100000001,510000005354,
8,,Segment,8,4,1,100000003,510000005359,
7,,Segment,7,4,1,100000003,510000005364,
4,,Segment,4,4,1,100000000,510000005380,
3,,Segment,3,3,1,100000000,510000005383,
2,,Segment,2,3,1,100000000,510000005412,
1,,Segment,1,2,1,100000000,510000005414,
0,,Segment,0,1,1,100000000,510000005431,
8,,Segment,8,3,1,100000001,510000005461,
10,,Segment,10,4,1,100000001,510000005463,
5,,Segment,5,4,1,100000001,510000005490,
7,,Segment,7,3,1,100000003,510000005524,
6,,Segment,6,2,1,100000003,510000005526,
5,,Segment,5,2,1,100000003,510000005534,
4,,Segment,4,2,1,100000003,510000005538,
3,,Segment,3,2,1,100000003,510000005545,
2,,Segment,2,2,1,100000003,510000005548,
0,,Segment,0,1,1,100000003,510000005564,
5,,Segment,5,3,1,100000001,510000005584,
5,,Segment,5,2,1,100000003,510000005601,
4,,Segment,4,3,1,100000000,510000005614,
2,,Segment,2,2,1,100000000,510000005631,
7,,Segment,7,3,1,100000001,510000005638,
3,,Segment,3,4,1,100000000,510000005640,
9,,Segment,9,3,1,100000003,510000005644,
8,,Segment,8,2,1,100000003,510000005655,
7,,Segment,7,2,1,100000003,510000005662,
3,,Segment,3,3,1,100000000,510000005668,
2,,Segment,2,2,1,100000000,510000005676,
7,,Segment,7,3,1,100000001,510000005690,
2,,Segment,2,3,1,100000002,510000005712,
1,,Segment,1,2,1,100000002,510000005726,
8,,Segment,8,3,1,100000003,510000005735,
2,,Segment,2,2,1,100000000,510000005768,
1,,Segment,1,1,1,100000000,510000005771,
0,,Segment,0,1,1,100000000,510000005775,
7,,Segment,7,4,1,100000001,510000005790,
2,,Segment,2,2,1,100000002,510000005799,
5,,Segment,5,4,1,100000003,510000005808,
2,,Segment,2,1,1,100000003,510000005833,
1,,Segment,1,1,1,100000003,510000005874,
0,,Segment,0,1,1,100000003,510000005888,
8,,Segment,8,3,1,100000003,510000005902,
7,,Segment,7,3,1,100000003,510000005907,
6,,Segment,6,3,1,100000003,510000005910,
1,,Segment,1,1,1,100000000,510000005927,
0,,Segment,0,1,1,100000000,510000005938,
7,,Segment,7,4,1,100000003,510000005983,
9,,Segment,9,2,1,100000003,510000005986,
5,,Segment,5,3,1,100000001,510000005995,
2,,Segment,2,2,1,100000003,510000006004,
6,,Segment,6,3,1,100000001,510000006006,
3,,Segment,3,2,1,100000000,510000006018,
1,,Segment,1,1,1,100000000,510000006030,
0,,Segment,0,1,1,100000000,510000006042,
4,,Segment,4,2,1,100000003,510000006051,
8,,Segment,8,4,1,100000003,510000006059,
2,,Segment,2,2,1,100000003,510000006083,
1,,Segment,1,2,1,100000000,510000006110,
6,,Segment,6,2,1,100000001,510000006120,
3,,Segment,3,2,1,100000003,510000006124,
1,,Segment,1,2,1,100000000,510000006126,
3,,Segment,3,1,1,100000000,510000006128,
3,,Segment,3,2,1,100000000,510000006130,
1,,Segment,1,2,1,100000000,510000006135,
0,,Segment,0,1,1,100000000,510000006144,
4,,Segment,4,1,1,100000003,510000006165,
3,,Segment,3,1,1,100000003,510000006173,
2,,Segment,2,1,1,100000003,510000006178,
1,,Segment,1,1,1,100000000,510000006184,
5,,Segment,5,3,1,100000003,510000006187,
3,,Segment,3,3,1,100000003,510000006190,
4,,Segment,4,2,1,100000003,510000006195,
2,,Segment,2,2,1,100000002,510000006199,
4,,Segment,4,2,1,100000001,510000006203,
0,,Segment,0,1,1,100000000,510000006219,
3,,Segment,3,2,1,100000003,510000006241,
1,,Segment,1,2,1,100000001,510000006245,
3,,Segment,3,4,1,100000003,510000006265,
1,,Segment,1,2,1,100000003,510000006289,
1,,Segment,1,1,1,100000000,510000006297,
0,,Segment,0,1,1,100000000,510000006309,
0,,Segment,0,1,1,100000000,510000006330,
4,,Segment,4,3,1,100000003,510000006332,
0,,Segment,0,1,1,100000000,510000006336,
3,,Segment,3,3,1,100000003,510000006346,
1,,Segment,1,1,1,100000000,510000006350,
1,,Segment,1,2,1,100000000,510000006353,
0,,Segment,0,1,1,100000000,510000006360,
1,,Segment,1,1,1,100000003,510000006373,
0,,Segment,0,1,1,100000003,510000006387,
1,,Segment,1,1,1,100000003,510000006424,
0,,Segment,0,1,1,100000003,510000006437,
3,,Segment,3,3,1,100000003,510000006440,
0,,Segment,0,1,1,100000000,510000006453,
1,,Segment,1,2,1,100000000,510000006463,
0,,Segment,0,1,1,100000001,510000006486,
0,,Segment,0,1,1,100000000,510000006518,
1,,Segment,1,2,1,100000003,510000006523,
1,,Segment,1,1,1,100000003,510000006525,
0,,Segment,0,1,1,100000001,510000006546,
1,,Segment,1,2,1,100000003,510000006548,
0,,Segment,0,1,1,100000000,510000006553,
2,,Segment,2,1,1,100000000,510000006555,
1,,Segment,1,2,1,100000003,510000006557,
0,,Segment,0,1,1,100000000,510000006561,
0,,Segment,0,1,1,100000003,510000006599,
1,,Segment,1,2,1,100000001,510000006602,
0,,Segment,0,1,1,100000001,510000006611,
0,,Segment,0,1,1,100000000,510000006616,
0,,Segment,0,1,1,100000001,510000006621,
0,,Segment,0,1,1,100000003,510000006647,
5,,Segment,5,3,1,100000000,510000006679,
14,,Segment,14,6,1,100000000,510000006680,
11,,Segment,11,5,1,100000000,510000006681,
7,,Segment,7,5,1,100000000,510000006682,
2,,Segment,2,1,1,100000000,510000006685,
2,,Segment,2,2,1,100000000,510000006686,
12,,Segment,12,2,1,100000001,510000006689,
18,,Segment,18,4,1,100000001,510000006690,
21,,Segment,21,4,1,100000001,510000006691,
16,,Segment,16,3,1,100000001,510000006692,
13,,Segment,13,5,1,100000001,510000006693,
13,,Segment,13,3,1,100000001,510000006694,
17,,Segment,17,6,1,100000001,510000006695,
17,,Segment,17,5,1,100000001,510000006696,
13,,Segment,13,4,1,100000001,510000006697,
12,,Segment,12,4,1,100000001,510000006698,
15,,Segment,15,3,1,100000001,510000006699,
5,,Segment,5,1,1,100000001,510000006700,
6,,Segment,6,1,1,100000001,510000006701,
1,,Segment,1,1,1,100000001,510000006703,
7,,Segment,7,3,1,100000002,510000006704,
4,,Segment,4,3,1,100000002,510000006705,
5,,Segment,5,3,1,100000002,510000006706,
17,,Segment,17,3,1,100000003,510000006708,
1,,Segment,1,2,1,100000003,510000006709,
12,,Segment,12,3,1,100000003,510000006711,
1,,Segment,1,2,1,100000003,510000006714,
2,,Segment,2,3,1,100000003,510000006715,
