
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
23,,Segment,23,5,1,100000001,510000000041,
22,,Segment,22,5,1,100000001,510000000054,
20,,Segment,20,4,1,100000001,510000000090,
19,,Segment,19,4,1,100000001,510000000095,
17,,Segment,17,4,1,100000001,510000000101,
16,,Segment,16,4,1,100000001,510000000116,
15,,Segment,15,3,1,100000001,510000000131,
14,,Segment,14,3,1,100000001,510000000134,
13,,Segment,13,3,1,100000001,510000000185,
11,,Segment,11,2,1,100000001,510000000190,
10,,Segment,10,2,1,100000001,510000000203,
9,,Segment,9,2,1,100000001,510000000211,
8,,Segment,8,2,1,100000001,510000000224,
7,,Segment,7,2,1,100000001,510000000226,
6,,Segment,6,2,1,100000001,510000000239,
5,,Segment,5,2,1,100000001,510000000241,
4,,Segment,4,2,1,100000001,510000000244,
3,,Segment,3,2,1,100000001,510000000266,
2,,Segment,2,1,1,100000001,510000000270,
1,,Segment,1,1,1,100000001,510000000274,
0,,Segment,0,1,1,100000001,510000000285,
23,,Segment,23,4,1,100000001,510000000333,
22,,Segment,22,4,1,100000001,510000000343,
21,,Segment,21,5,1,100000001,510000000354,
23,,Segment,23,6,1,100000001,510000000356,
23,,Segment,23,5,1,100000001,510000000359,
23,,Segment,23,5,1,100000001,510000000361,
17,,Segment,17,5,1,100000001,510000000400,
20,,Segment,20,6,1,100000001,510000000407,
19,,Segment,19,5,1,100000001,510000000411,
18,,Segment,18,5,1,100000001,510000000413,
21,,Segment,21,7,1,100000001,510000000417,
20,,Segment,20,6,1,100000001,510000000419,
19,,Segment,19,6,1,100000001,510000000422,
20,,Segment,20,5,1,100000001,510000000433,
21,,Segment,21,6,1,100000001,510000000436,
20,,Segment,20,7,1,100000001,510000000438,
20,,Segment,20,5,1,100000001,510000000445,
19,,Segment,19,5,1,100000001,510000000449,
16,,Segment,16,4,1,100000001,510000000467,
15,,Segment,15,4,1,100000001,510000000493,
16,,Segment,16,5,1,100000001,510000000496,
14,,Segment,14,4,1,100000001,510000000499,
7,,Segment,7,5,1,100000000,510000000516,
6,,Segment,6,4,1,100000000,510000000526,
4,,Segment,4,3,1,100000000,510000000538,
3,,Segment,3,3,1,100000000,510000000631,
2,,Segment,2,3,1,100000000,510000000651,
1,,Segment,1,2,1,100000000,510000000664,
0,,Segment,0,1,1,100000000,510000000695,
7,,Segment,7,4,1,100000000,510000000715,
2,,Segment,2,2,1,100000002,510000000732,
1,,Segment,1,1,1,100000002,510000000777,
0,,Segment,0,1,1,100000002,510000000799,
13,,Segment,13,8,1,100000000,510000000849,
12,,Segment,12,7,1,100000000,510000000868,
11,,Segment,11,6,1,100000000,510000000871,
10,,Segment,10,5,1,100000000,510000000876,
9,,Segment,9,4,1,100000000,510000000919,
8,,Segment,8,4,1,100000000,510000000922,
7,,Segment,7,4,1,100000000,510000000932,
6,,Segment,6,4,1,100000000,510000000951,
5,,Segment,5,4,1,100000000,510000000955,
4,,Segment,4,4,1,100000000,510000000966,
13,,Segment,13,7,1,100000000,510000000974,
14,,Segment,14,7,1,100000000,510000000992,
13,,Segment,13,6,1,100000000,510000001007,
12,,Segment,12,6,1,100000000,510000001013,
13,,Segment,13,7,1,100000000,510000001018,
12,,Segment,12,6,1,100000000,510000001021,
11,,Segment,11,5,1,100000000,510000001031,
10,,Segment,10,4,1,100000000,510000001035,
8,,Segment,8,4,1,100000000,510000001041,
7,,Segment,7,3,1,100000000,510000001113,
6,,Segment,6,3,1,100000000,510000001121,
12,,Segment,12,5,1,100000000,510000001123,
8,,Segment,8,3,1,100000000,510000001134,
11,,Segment,11,4,1,100000000,510000001139,
9,,Segment,9,5,1,100000000,510000001146,
8,,Segment,8,5,1,100000000,510000001150,
8,,Segment,8,6,1,100000000,510000001161,
7,,Segment,7,4,1,100000000,510000001165,
8,,Segment,8,5,1,100000000,510000001188,
6,,Segment,6,5,1,100000000,510000001192,
5,,Segment,5,4,1,100000000,510000001206,
5,,Segment,5,5,1,100000000,510000001212,
3,,Segment,3,4,1,100000000,510000001221,
2,,Segment,2,3,1,100000002,510000001251,
1,,Segment,1,2,1,100000002,510000001276,
2,,Segment,2,1,1,100000002,510000001278,
1,,Segment,1,2,1,100000002,510000001319,
2,,Segment,2,2,1,100000002,510000001322,
8,,Segment,8,4,1,100000002,510000001332,
7,,Segment,7,4,1,100000002,510000001384,
6,,Segment,6,3,1,100000002,510000001386,
5,,Segment,5,3,1,100000002,510000001397,
4,,Segment,4,2,1,100000002,510000001449,
3,,Segment,3,1,1,100000002,510000001475,
2,,Segment,2,1,1,100000002,510000001500,
1,,Segment,1,1,1,100000002,510000001522,
0,,Segment,0,1,1,100000002,510000001566,
8,,Segment,8,5,1,100000002,510000001584,
6,,Segment,6,3,1,100000002,510000001621,
5,,Segment,5,2,1,100000002,510000001633,
8,,Segment,8,4,1,100000002,510000001658,
7,,Segment,7,3,1,100000002,510000001663,
9,,Segment,9,3,1,100000002,510000001674,
8,,Segment,8,3,1,100000002,510000001680,
7,,Segment,7,2,1,100000002,510000001682,
6,,Segment,6,2,1,100000002,510000001689,
9,,Segment,9,4,1,100000002,510000001698,
8,,Segment,8,2,1,100000002,510000001705,
6,,Segment,6,4,1,100000002,510000001709,
8,,Segment,8,3,1,100000002,510000001711,
8,,Segment,8,1,1,100000002,510000001722,
7,,Segment,7,1,1,100000002,510000001730,
6,,Segment,6,1,1,100000002,510000001735,
5,,Segment,5,1,1,100000002,510000001756,
4,,Segment,4,1,1,100000002,510000001820,
8,,Segment,8,2,1,100000002,510000001824,
5,,Segment,5,2,1,100000002,510000001855,
7,,Segment,7,2,1,100000002,510000001864,
6,,Segment,6,2,1,100000002,510000001876,
5,,Segment,5,4,1,100000002,510000001926,
3,,Segment,3,2,1,100000002,510000001974,
6,,Segment,6,3,1,100000002,510000002002,
5,,Segment,5,2,1,100000002,510000002006,
4,,Segment,4,2,1,100000002,510000002017,
6,,Segment,6,4,1,100000002,510000002022,
5,,Segment,5,3,1,100000002,510000002029,
6,,Segment,6,2,1,100000002,510000002042,
6,,Segment,6,3,1,100000002,510000002046,
2,,Segment,2,2,1,100000002,510000002063,
1,,Segment,1,2,1,100000002,510000002073,
13,,Segment,13,5,1,100000002,510000002077,
12,,Segment,12,5,1,100000002,510000002105,
11,,Segment,11,5,1,100000002,510000002113,
10,,Segment,10,4,1,100000002,510000002124,
9,,Segment,9,4,1,100000002,510000002135,
8,,Segment,8,4,1,100000002,510000002142,
7,,Segment,7,4,1,100000002,510000002146,
6,,Segment,6,4,1,100000002,510000002155,
5,,Segment,5,3,1,100000002,510000002165,
4,,Segment,4,2,1,100000002,510000002181,
3,,Segment,3,2,1,100000002,510000002232,
2,,Segment,2,2,1,100000002,510000002242,
1,,Segment,1,2,1,100000002,510000002284,
0,,Segment,0,1,1,100000002,510000002319,
13,,Segment,13,6,1,100000002,510000002335,
10,,Segment,10,5,1,100000002,510000002388,
12,,Segment,12,6,1,100000002,510000002420,
11,,Segment,11,4,1,100000002,510000002445,
9,,Segment,9,5,1,100000002,510000002462,
7,,Segment,7,5,1,100000002,510000002477,
8,,Segment,8,5,1,100000002,510000002483,
6,,Segment,6,3,1,100000002,510000002494,
7,,Segment,7,3,1,100000002,510000002503,
6,,Segment,6,2,1,100000002,510000002506,
5,,Segment,5,2,1,100000002,510000002525,
6,,Segment,6,3,1,100000002,510000002535,
7,,Segment,7,2,1,100000002,510000002545,
4,,Segment,4,3,1,100000002,510000002550,
2,,Segment,2,3,1,100000002,510000002552,
3,,Segment,3,3,1,100000002,510000002564,
1,,Segment,1,1,1,100000002,510000002567,
1,,Segment,1,1,1,100000000,510000002585,
7,,Segment,7,2,1,100000003,510000002590,
6,,Segment,6,1,1,100000003,510000002599,
5,,Segment,5,1,1,100000003,510000002601,
4,,Segment,4,1,1,100000003,510000002614,
3,,Segment,3,1,1,100000003,510000002622,
2,,Segment,2,1,1,100000003,510000002632,
1,,Segment,1,1,1,100000003,510000002657,
0,,Segment,0,1,1,100000003,510000002672,
3,,Segment,3,2,1,100000002,510000002698,
2,,Segment,2,1,1,100000002,510000002713,
1,,Segment,1,1,1,100000002,510000002715,
0,,Segment,0,1,1,100000002,510000002729,
14,,Segment,14,4,1,100000003,510000002743,
13,,Segment,13,3,1,100000003,510000002778,
12,,Segment,12,2,1,100000003,510000002781,
11,,Segment,11,2,1,100000003,510000002797,
10,,Segment,10,2,1,100000003,510000002816,
9,,Segment,9,2,1,100000003,510000002825,
8,,Segment,8,2,1,100000003,510000002842,
7,,Segment,7,2,1,100000003,510000002848,
6,,Segment,6,2,1,100000003,510000002852,
5,,Segment,5,2,1,100000003,510000002854,
4,,Segment,4,2,1,100000003,510000002874,
3,,Segment,3,2,1,100000003,510000002899,
2,,Segment,2,2,1,100000003,510000002915,
1,,Segment,1,1,1,100000003,510000002924,
0,,Segment,0,1,1,100000003,510000002931,
15,,Segment,15,3,1,100000003,510000002955,
14,,Segment,14,3,1,100000003,510000002965,
15,,Segment,15,4,1,100000003,510000002967,
20,,Segment,20,6,1,100000001,510000002975,
19,,Segment,19,5,1,100000001,510000002990,
18,,Segment,18,4,1,100000001,510000003047,
17,,Segment,17,4,1,100000001,510000003109,
16,,Segment,16,4,1,100000001,510000003126,
15,,Segment,15,4,1,100000001,510000003142,
14,,Segment,14,3,1,100000001,510000003149,
12,,Segment,12,3,1,100000001,510000003172,
11,,Segment,11,3,1,100000001,510000003183,
10,,Segment,10,3,1,100000001,510000003185,
9,,Segment,9,3,1,100000001,510000003194,
8,,Segment,8,3,1,100000001,510000003211,
7,,Segment,7,2,1,100000001,510000003221,
6,,Segment,6,2,1,100000001,510000003227,
5,,Segment,5,2,1,100000001,510000003241,
4,,Segment,4,1,1,100000001,510000003243,
3,,Segment,3,1,1,100000001,510000003245,
20,,Segment,20,5,1,100000001,510000003247,
19,,Segment,19,4,1,100000001,510000003259,
20,,Segment,20,5,1,100000001,510000003277,
19,,Segment,19,5,1,100000001,510000003285,
18,,Segment,18,5,1,100000001,510000003303,
20,,Segment,20,6,1,100000001,510000003318,
19,,Segment,19,6,1,100000001,510000003322,
20,,Segment,20,4,1,100000003,510000003328,
19,,Segment,19,4,1,100000003,510000003333,
18,,Segment,18,4,1,100000003,510000003377,
17,,Segment,17,4,1,100000003,510000003379,
16,,Segment,16,3,1,100000003,510000003409,
15,,Segment,15,2,1,100000003,510000003412,
14,,Segment,14,2,1,100000003,510000003423,
13,,Segment,13,2,1,100000003,510000003433,
12,,Segment,12,2,1,100000003,510000003448,
11,,Segment,11,2,1,100000003,510000003472,
10,,Segment,10,2,1,100000003,510000003477,
9,,Segment,9,2,1,100000003,510000003484,
8,,Segment,8,2,1,100000003,510000003499,
7,,Segment,7,1,1,100000003,510000003513,
20,,Segment,20,5,1,100000003,510000003516,
12,,Segment,12,3,1,100000003,510000003625,
19,,Segment,19,5,1,100000003,510000003627,
17,,Segment,17,5,1,100000001,510000003640,
15,,Segment,15,3,1,100000001,510000003660,
14,,Segment,14,3,1,100000001,510000003690,
13,,Segment,13,3,1,100000001,510000003699,
12,,Segment,12,3,1,100000001,510000003708,
11,,Segment,11,3,1,100000001,510000003737,
10,,Segment,10,3,1,100000001,510000003756,
9,,Segment,9,3,1,100000001,510000003760,
18,,Segment,18,5,1,100000003,510000003780,
18,,Segment,18,5,1,100000001,510000003794,
17,,Segment,17,4,1,100000001,510000003801,
16,,Segment,16,4,1,100000001,510000003820,
15,,Segment,15,3,1,100000001,510000003822,
14,,Segment,14,4,1,100000001,510000003840,
13,,Segment,13,3,1,100000001,510000003849,
12,,Segment,12,3,1,100000001,510000003858,
11,,Segment,11,2,1,100000001,510000003861,
10,,Segment,10,2,1,100000001,510000003891,
9,,Segment,9,2,1,100000001,510000003897,
8,,Segment,8,2,1,100000001,510000003926,
18,,Segment,18,4,1,100000001,510000003944,
18,,Segment,18,6,1,100000001,510000003948,
18,,Segment,18,5,1,100000001,510000003957,
17,,Segment,17,5,1,100000001,510000003963,
16,,Segment,16,5,1,100000001,510000003969,
15,,Segment,15,4,1,100000001,510000003994,
11,,Segment,11,3,1,100000001,510000004014,
11,,Segment,11,3,1,100000001,510000004057,
10,,Segment,10,3,1,100000001,510000004072,
12,,Segment,12,1,1,100000003,510000004105,
11,,Segment,11,1,1,100000003,510000004140,
10,,Segment,10,1,1,100000003,510000004145,
9,,Segment,9,1,1,100000003,510000004160,
8,,Segment,8,1,1,100000003,510000004167,
18,,Segment,18,5,1,100000001,510000004180,
17,,Segment,17,4,1,100000001,510000004182,
16,,Segment,16,4,1,100000001,510000004191,
14,,Segment,14,2,1,100000001,510000004195,
13,,Segment,13,2,1,100000001,510000004197,
12,,Segment,12,2,1,100000001,510000004206,
16,,Segment,16,3,1,100000001,510000004226,
5,,Segment,5,3,1,100000003,510000004271,
4,,Segment,4,3,1,100000003,510000004273,
17,,Segment,17,5,1,100000001,510000004275,
18,,Segment,18,4,1,100000001,510000004277,
13,,Segment,13,4,1,100000001,510000004288,
15,,Segment,15,3,1,100000001,510000004300,
14,,Segment,14,3,1,100000001,510000004313,
15,,Segment,15,4,1,100000001,510000004316,
15,,Segment,15,4,1,100000001,510000004319,
13,,Segment,13,2,1,100000003,510000004380,
16,,Segment,16,3,1,100000001,510000004383,
11,,Segment,11,4,1,100000001,510000004408,
15,,Segment,15,2,1,100000001,510000004410,
13,,Segment,13,5,1,100000001,510000004465,
14,,Segment,14,3,1,100000001,510000004469,
13,,Segment,13,4,1,100000001,510000004477,
13,,Segment,13,3,1,100000001,510000004480,
14,,Segment,14,4,1,100000001,510000004486,
16,,Segment,16,4,1,100000003,510000004495,
15,,Segment,15,3,1,100000003,510000004503,
14,,Segment,14,3,1,100000003,510000004515,
13,,Segment,13,3,1,100000003,510000004523,
14,,Segment,14,4,1,100000001,510000004530,
16,,Segment,16,4,1,100000003,510000004542,
15,,Segment,15,3,1,100000003,510000004547,
16,,Segment,16,2,1,100000003,510000004553,
14,,Segment,14,5,1,100000001,510000004556,
13,,Segment,13,3,1,100000003,510000004576,
13,,Segment,13,4,1,100000001,510000004578,
12,,Segment,12,4,1,100000001,510000004581,
16,,Segment,16,3,1,100000003,510000004583,
16,,Segment,16,3,1,100000003,510000004585,
13,,Segment,13,4,1,100000003,510000004592,
8,,Segment,8,5,1,100000001,510000004596,
7,,Segment,7,5,1,100000001,510000004628,
6,,Segment,6,5,1,100000001,510000004650,
5,,Segment,5,4,1,100000001,510000004654,
4,,Segment,4,3,1,100000001,510000004656,
3,,Segment,3,2,1,100000001,510000004673,
2,,Segment,2,2,1,100000001,510000004716,
15,,Segment,15,3,1,100000003,510000004721,
14,,Segment,14,3,1,100000003,510000004732,
15,,Segment,15,4,1,100000003,510000004734,
15,,Segment,15,4,1,100000003,510000004736,
8,,Segment,8,6,1,100000001,510000004738,
13,,Segment,13,2,1,100000001,510000004754,
9,,Segment,9,3,1,100000001,510000004776,
14,,Segment,14,4,1,100000001,510000004778,
11,,Segment,11,3,1,100000003,510000004808,
14,,Segment,14,4,1,100000003,510000004816,
12,,Segment,12,2,1,100000003,510000004822,
11,,Segment,11,3,1,100000001,510000004841,
11,,Segment,11,4,1,100000001,510000004860,
13,,Segment,13,4,1,100000001,510000004863,
12,,Segment,12,3,1,100000001,510000004866,
4,,Segment,4,2,1,100000001,510000004884,
7,,Segment,7,6,1,100000001,510000004888,
10,,Segment,10,2,1,100000003,510000004900,
4,,Segment,4,2,1,100000002,510000004910,
