
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0116588,µm^3,Spine,Spine Part Volume,9,5,1,100000002,610000007318,
0.0135008,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000007322,
0.00905482,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007325,
0.0291923,µm^3,Spine,Spine Part Volume,12,3,1,100000003,610000007332,
0.0295386,µm^3,Spine,Spine Part Volume,12,3,1,100000003,610000007338,
0.0176237,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000007341,
0.0157243,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007344,
0.010535,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000007347,
0.0106415,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007350,
0.0140852,µm^3,Spine,Spine Part Volume,11,4,1,100000002,610000007352,
0.0172141,µm^3,Spine,Spine Part Volume,11,2,1,100000003,610000007354,
0.0164892,µm^3,Spine,Spine Part Volume,7,1,1,100000003,610000007357,
0.064936,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007367,
0.0105198,µm^3,Spine,Spine Part Volume,15,4,1,100000001,610000007369,
0.0241045,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007372,
0.0112111,µm^3,Spine,Spine Part Volume,7,1,1,100000003,610000007375,
0.0218845,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007377,
0.0110304,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000007381,
0.0152285,µm^3,Spine,Spine Part Volume,16,4,1,100000001,610000007385,
0.0164775,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000007388,
0.0119215,µm^3,Spine,Spine Part Volume,12,3,1,100000003,610000007391,
0.0305202,µm^3,Spine,Spine Part Volume,16,3,1,100000001,610000007394,
0.0115332,µm^3,Spine,Spine Part Volume,10,5,1,100000002,610000007396,
0.0236609,µm^3,Spine,Spine Part Volume,15,3,1,100000001,610000007398,
0.0556938,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007403,
0.0258601,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007405,
0.020977,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007409,
0.0105228,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007411,
0.0156238,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007414,
0.0122002,µm^3,Spine,Spine Part Volume,15,4,1,100000001,610000007417,
0.0189836,µm^3,Spine,Spine Part Volume,5,4,1,100000003,610000007420,
0.0190388,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007422,
0.00621767,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007424,
0.0197064,µm^3,Spine,Spine Part Volume,10,3,1,100000001,610000007427,
0.0151756,µm^3,Spine,Spine Part Volume,11,4,1,100000002,610000007429,
0.0126949,µm^3,Spine,Spine Part Volume,13,3,1,100000001,610000007432,
0.0306758,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007435,
0.0475983,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007440,
0.0233804,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007443,
0.0168047,µm^3,Spine,Spine Part Volume,16,3,1,100000001,610000007445,
0.0184154,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000007447,
0.0176581,µm^3,Spine,Spine Part Volume,11,4,1,100000002,610000007452,
0.0280114,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000007455,
0.0172395,µm^3,Spine,Spine Part Volume,16,3,1,100000003,610000007457,
0.00876768,µm^3,Spine,Spine Part Volume,9,5,1,100000002,610000007459,
0.0203964,µm^3,Spine,Spine Part Volume,7,4,1,100000000,610000007461,
0.0192714,µm^3,Spine,Spine Part Volume,15,3,1,100000001,610000007464,
0.0293983,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000007466,
0.0218274,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000007469,
0.0179289,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007472,
0.0178777,µm^3,Spine,Spine Part Volume,8,3,1,100000003,610000007474,
0.0146253,µm^3,Spine,Spine Part Volume,9,5,1,100000002,610000007476,
0.027903,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007482,
0.0229595,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000007486,
0.0121836,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007489,
0.0362145,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000007494,
0.0203575,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007497,
0.0469841,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007503,
0.031026,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007506,
0.0301164,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007508,
0.0478485,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007512,
0.0267057,µm^3,Spine,Spine Part Volume,16,3,1,100000001,610000007515,
0.0258066,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000007517,
0.0315577,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007524,
0.0274859,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007528,
0.00971748,µm^3,Spine,Spine Part Volume,9,4,1,100000002,610000007530,
0.0143895,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000007535,
0.0612713,µm^3,Spine,Spine Part Volume,7,1,1,100000003,610000007537,
0.0103616,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007543,
0.0236928,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007546,
0.0331824,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000007549,
0.0386968,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007553,
0.0497965,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007559,
0.0435843,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007562,
0.0141979,µm^3,Spine,Spine Part Volume,13,8,1,100000000,610000007565,
0.0206993,µm^3,Spine,Spine Part Volume,13,2,1,100000003,610000007569,
0.0241292,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007572,
0.0514217,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007576,
0.0210609,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000007579,
0,µm^3,Spine,Spine Part Volume,11,2,1,100000003,610000007581,
0.00700982,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007583,
0.0158817,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007588,
0.0275579,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007591,
0.0207219,µm^3,Spine,Spine Part Volume,9,2,1,100000001,610000007596,
0.0206865,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007599,
0.0126548,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007601,
