
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1463,µm,Spine,Spine Terminal Pt Position,9,5,1,100000002,610000007318,
1464.43,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000007322,
1463.85,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000007325,
1465.65,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000007332,
1465.75,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000007338,
1463.55,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000007341,
1463.35,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000007344,
1464.55,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000007347,
1463.95,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007350,
1466.13,µm,Spine,Spine Terminal Pt Position,11,4,1,100000002,610000007352,
1465.65,µm,Spine,Spine Terminal Pt Position,11,2,1,100000003,610000007354,
1463.95,µm,Spine,Spine Terminal Pt Position,7,1,1,100000003,610000007357,
1464.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000007367,
1463.95,µm,Spine,Spine Terminal Pt Position,15,4,1,100000001,610000007369,
1464.35,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000007372,
1463.95,µm,Spine,Spine Terminal Pt Position,7,1,1,100000003,610000007375,
1466.35,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000007381,
1464.55,µm,Spine,Spine Terminal Pt Position,16,4,1,100000001,610000007385,
1465.05,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000007388,
1465.35,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000007391,
1463.45,µm,Spine,Spine Terminal Pt Position,16,3,1,100000001,610000007394,
1464.15,µm,Spine,Spine Terminal Pt Position,10,5,1,100000002,610000007396,
1465.15,µm,Spine,Spine Terminal Pt Position,15,3,1,100000001,610000007398,
1463.55,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000007403,
1464.65,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000007405,
1463.81,µm,Spine,Spine Terminal Pt Position,,,1,,610000007407,
1465.95,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000007411,
1464.75,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000007414,
1462.75,µm,Spine,Spine Terminal Pt Position,15,4,1,100000001,610000007417,
1466.45,µm,Spine,Spine Terminal Pt Position,5,4,1,100000003,610000007420,
1464.05,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000007422,
1466.45,µm,Spine,Spine Terminal Pt Position,10,3,1,100000001,610000007427,
1466.45,µm,Spine,Spine Terminal Pt Position,11,4,1,100000002,610000007429,
