
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
9,,Spine,9,5,1,100000002,610000007318,
7,,Spine,7,3,1,100000000,610000007322,
3,,Spine,3,1,1,100000002,610000007325,
12,,Spine,12,3,1,100000003,610000007332,
12,,Spine,12,3,1,100000003,610000007338,
2,,Spine,2,3,1,100000002,610000007341,
3,,Spine,3,1,1,100000002,610000007344,
2,,Spine,2,2,1,100000000,610000007347,
5,,Spine,5,3,1,100000003,610000007350,
11,,Spine,11,4,1,100000002,610000007352,
11,,Spine,11,2,1,100000003,610000007354,
7,,Spine,7,1,1,100000003,610000007357,
0,,Spine,0,1,1,100000000,610000007367,
15,,Spine,15,4,1,100000001,610000007369,
0,,Spine,0,1,1,100000000,610000007372,
7,,Spine,7,1,1,100000003,610000007375,
-1,,Spine,3,1,1,100000002,610000007377,
4,,Spine,4,1,1,100000003,610000007381,
16,,Spine,16,4,1,100000001,610000007385,
4,,Spine,4,3,1,100000000,610000007388,
12,,Spine,12,3,1,100000003,610000007391,
16,,Spine,16,3,1,100000001,610000007394,
10,,Spine,10,5,1,100000002,610000007396,
15,,Spine,15,3,1,100000001,610000007398,
1,,Spine,1,1,1,100000000,610000007403,
2,,Spine,2,2,1,100000001,610000007405,
-1,,Spine,0,1,1,100000001,610000007409,
1,,Spine,1,1,1,100000002,610000007411,
5,,Spine,5,3,1,100000001,610000007414,
15,,Spine,15,4,1,100000001,610000007417,
5,,Spine,5,4,1,100000003,610000007420,
1,,Spine,1,1,1,100000000,610000007422,
-1,,Spine,3,1,1,100000002,610000007424,
10,,Spine,10,3,1,100000001,610000007427,
11,,Spine,11,4,1,100000002,610000007429,
13,,Spine,13,3,1,100000001,610000007432,
0,,Spine,0,1,1,100000001,610000007435,
0,,Spine,0,1,1,100000001,610000007440,
0,,Spine,0,1,1,100000000,610000007443,
16,,Spine,16,3,1,100000001,610000007445,
4,,Spine,4,2,1,100000001,610000007447,
11,,Spine,11,4,1,100000002,610000007452,
17,,Spine,17,4,1,100000001,610000007455,
16,,Spine,16,3,1,100000003,610000007457,
9,,Spine,9,5,1,100000002,610000007459,
7,,Spine,7,4,1,100000000,610000007461,
15,,Spine,15,3,1,100000001,610000007464,
5,,Spine,5,4,1,100000002,610000007466,
6,,Spine,6,2,1,100000003,610000007469,
4,,Spine,4,1,1,100000002,610000007472,
8,,Spine,8,3,1,100000003,610000007474,
9,,Spine,9,5,1,100000002,610000007476,
-1,,Spine,0,1,1,100000001,610000007482,
4,,Spine,4,1,1,100000003,610000007486,
4,,Spine,4,2,1,100000002,610000007489,
2,,Spine,2,1,1,100000003,610000007494,
1,,Spine,1,1,1,100000003,610000007497,
0,,Spine,0,1,1,100000000,610000007503,
-1,,Spine,0,1,1,100000000,610000007506,
5,,Spine,5,2,1,100000002,610000007508,
0,,Spine,0,1,1,100000000,610000007512,
16,,Spine,16,3,1,100000001,610000007515,
1,,Spine,1,2,1,100000003,610000007517,
-1,,Spine,1,1,1,100000003,610000007524,
3,,Spine,3,2,1,100000001,610000007528,
9,,Spine,9,4,1,100000002,610000007530,
3,,Spine,3,3,1,100000000,610000007535,
7,,Spine,7,1,1,100000003,610000007537,
-1,,Spine,3,1,1,100000002,610000007543,
-1,,Spine,0,1,1,100000000,610000007546,
6,,Spine,6,2,1,100000001,610000007549,
1,,Spine,1,1,1,100000003,610000007553,
4,,Spine,4,1,1,100000002,610000007559,
-1,,Spine,0,1,1,100000001,610000007562,
13,,Spine,13,8,1,100000000,610000007565,
13,,Spine,13,2,1,100000003,610000007569,
-1,,Spine,0,1,1,100000000,610000007572,
-1,,Spine,0,1,1,100000000,610000007576,
5,,Spine,5,2,1,100000003,610000007579,
11,,Spine,11,2,1,100000003,610000007581,
-1,,Spine,3,1,1,100000002,610000007583,
-1,,Spine,0,1,1,100000001,610000007588,
-1,,Spine,0,1,1,100000001,610000007591,
9,,Spine,9,2,1,100000001,610000007596,
0,,Spine,0,1,1,100000000,610000007599,
5,,Spine,5,3,1,100000003,610000007601,
1,,Spine,1,1,1,100000000,610000007604,
1,,Spine,1,2,1,100000002,610000007607,
-1,,Spine,1,1,1,100000003,610000007610,
-1,,Spine,0,1,1,100000000,610000007613,
-1,,Spine,0,1,1,100000000,610000007615,
4,,Spine,4,2,1,100000001,610000007619,
11,,Spine,11,4,1,100000000,610000007621,
4,,Spine,4,1,1,100000002,610000007624,
5,,Spine,5,3,1,100000003,610000007627,
-1,,Spine,1,1,1,100000003,610000007632,
1,,Spine,1,1,1,100000003,610000007635,
8,,Spine,8,3,1,100000003,610000007637,
4,,Spine,4,1,1,100000003,610000007639,
1,,Spine,1,1,1,100000003,610000007641,
-1,,Spine,1,1,1,100000003,610000007645,
5,,Spine,5,1,1,100000002,610000007649,
-1,,Spine,1,1,1,100000003,610000007653,
0,,Spine,0,1,1,100000002,610000007656,
4,,Spine,4,1,1,100000003,610000007661,
-1,,Spine,0,1,1,100000001,610000007665,
7,,Spine,7,3,1,100000001,610000007670,
-1,,Spine,1,1,1,100000003,610000007673,
7,,Spine,7,3,1,100000003,610000007675,
2,,Spine,2,1,1,100000003,610000007678,
-1,,Spine,3,1,1,100000002,610000007684,
0,,Spine,0,1,1,100000000,610000007687,
-1,,Spine,0,1,1,100000000,610000007691,
-1,,Spine,0,1,1,100000001,610000007695,
-1,,Spine,0,1,1,100000000,610000007697,
13,,Spine,13,4,1,100000001,610000007701,
0,,Spine,0,1,1,100000000,610000007704,
11,,Spine,11,2,1,100000001,610000007707,
1,,Spine,1,2,1,100000003,610000007712,
-1,,Spine,1,1,1,100000003,610000007716,
14,,Spine,14,4,1,100000001,610000007719,
18,,Spine,18,4,1,100000003,610000007722,
-1,,Spine,0,1,1,100000000,610000007726,
1,,Spine,1,1,1,100000000,610000007729,
-1,,Spine,1,1,1,100000003,610000007733,
-1,,Spine,0,1,1,100000000,610000007735,
-1,,Spine,0,1,1,100000001,610000007737,
-1,,Spine,0,1,1,100000001,610000007740,
1,,Spine,1,1,1,100000000,610000007743,
1,,Spine,1,1,1,100000003,610000007746,
-1,,Spine,1,1,1,100000003,610000007750,
1,,Spine,1,1,1,100000003,610000007754,
16,,Spine,16,4,1,100000001,610000007758,
-1,,Spine,1,1,1,100000003,610000007761,
1,,Spine,1,1,1,100000003,610000007765,
5,,Spine,5,3,1,100000003,610000007774,
2,,Spine,2,1,1,100000000,610000007778,
13,,Spine,13,4,1,100000001,610000007780,
0,,Spine,0,1,1,100000000,610000007782,
3,,Spine,3,2,1,100000001,610000007787,
11,,Spine,11,3,1,100000001,610000007792,
1,,Spine,1,1,1,100000003,610000007794,
5,,Spine,5,3,1,100000003,610000007799,
3,,Spine,3,2,1,100000001,610000007802,
-1,,Spine,1,1,1,100000003,610000007808,
-1,,Spine,1,1,1,100000003,610000007812,
-1,,Spine,0,1,1,100000000,610000007817,
0,,Spine,0,1,1,100000000,610000007819,
1,,Spine,1,1,1,100000003,610000007822,
1,,Spine,1,2,1,100000002,610000007826,
1,,Spine,1,1,1,100000003,610000007829,
3,,Spine,3,2,1,100000003,610000007836,
-1,,Spine,0,1,1,100000000,610000007848,
-1,,Spine,0,1,1,100000001,610000007860,
3,,Spine,3,1,1,100000003,610000007869,
-1,,Spine,0,1,1,100000000,610000007875,
7,,Spine,7,5,1,100000000,610000007954,
13,,Spine,13,7,1,100000000,610000007955,
12,,Spine,12,7,1,100000000,610000007956,
8,,Spine,8,4,1,100000000,610000007957,
7,,Spine,7,4,1,100000000,610000007958,
7,,Spine,7,4,1,100000000,610000007959,
6,,Spine,6,4,1,100000000,610000007960,
5,,Spine,5,5,1,100000000,610000007961,
3,,Spine,3,3,1,100000000,610000007962,
3,,Spine,3,3,1,100000000,610000007963,
3,,Spine,3,3,1,100000000,610000007964,
1,,Spine,1,2,1,100000000,610000007965,
1,,Spine,1,1,1,100000000,610000007966,
1,,Spine,1,1,1,100000000,610000007967,
0,,Spine,0,1,1,100000000,610000007969,
4,,Spine,4,4,1,100000000,610000007972,
4,,Spine,4,3,1,100000000,610000007973,
0,,Spine,0,1,1,100000000,610000007975,
0,,Spine,0,1,1,100000000,610000007976,
0,,Spine,0,1,1,100000000,610000007977,
2,,Spine,2,2,1,100000000,610000007978,
2,,Spine,2,2,1,100000000,610000007979,
1,,Spine,1,1,1,100000000,610000007980,
1,,Spine,1,1,1,100000000,610000007982,
0,,Spine,0,1,1,100000000,610000007983,
0,,Spine,0,1,1,100000000,610000007984,
0,,Spine,0,1,1,100000000,610000007985,
0,,Spine,0,1,1,100000000,610000007986,
0,,Spine,0,1,1,100000000,610000007990,
20,,Spine,20,4,1,100000001,610000007994,
20,,Spine,20,4,1,100000001,610000007995,
19,,Spine,19,5,1,100000001,610000007996,
15,,Spine,15,3,1,100000001,610000007997,
16,,Spine,16,4,1,100000001,610000007998,
13,,Spine,13,2,1,100000001,610000007999,
13,,Spine,13,2,1,100000001,610000008000,
12,,Spine,12,3,1,100000001,610000008001,
11,,Spine,11,3,1,100000001,610000008002,
15,,Spine,15,3,1,100000001,610000008003,
11,,Spine,11,3,1,100000001,610000008004,
11,,Spine,11,3,1,100000001,610000008005,
8,,Spine,8,2,1,100000001,610000008006,
6,,Spine,6,2,1,100000001,610000008007,
7,,Spine,7,3,1,100000001,610000008008,
7,,Spine,7,3,1,100000001,610000008009,
7,,Spine,7,4,1,100000001,610000008010,
5,,Spine,5,2,1,100000001,610000008011,
4,,Spine,4,3,1,100000001,610000008012,
