
Segment Center Intensity Median Ch=4 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
56.0625,,Segment,4,23,Image 1,5,1,100000001,510000000041,
61.0625,,Segment,4,22,Image 1,5,1,100000001,510000000054,
68.0625,,Segment,4,20,Image 1,4,1,100000001,510000000090,
53.5625,,Segment,4,19,Image 1,4,1,100000001,510000000095,
57.5312,,Segment,4,17,Image 1,4,1,100000001,510000000101,
59.0625,,Segment,4,16,Image 1,4,1,100000001,510000000116,
47.5625,,Segment,4,15,Image 1,3,1,100000001,510000000131,
63.0312,,Segment,4,14,Image 1,3,1,100000001,510000000134,
0.0625,,Segment,4,13,Image 1,3,1,100000001,510000000185,
90.0312,,Segment,4,11,Image 1,2,1,100000001,510000000190,
46.5625,,Segment,4,10,Image 1,2,1,100000001,510000000203,
33.0625,,Segment,4,9,Image 1,2,1,100000001,510000000211,
95.5625,,Segment,4,8,Image 1,2,1,100000001,510000000224,
78.0156,,Segment,4,7,Image 1,2,1,100000001,510000000226,
91.5625,,Segment,4,6,Image 1,2,1,100000001,510000000239,
118.008,,Segment,4,5,Image 1,2,1,100000001,510000000241,
113.531,,Segment,4,4,Image 1,2,1,100000001,510000000244,
109.062,,Segment,4,3,Image 1,2,1,100000001,510000000266,
85.0156,,Segment,4,2,Image 1,1,1,100000001,510000000270,
47.0312,,Segment,4,1,Image 1,1,1,100000001,510000000274,
110.062,,Segment,4,0,Image 1,1,1,100000001,510000000285,
35.0625,,Segment,4,23,Image 1,4,1,100000001,510000000333,
37.0625,,Segment,4,22,Image 1,4,1,100000001,510000000343,
41.5625,,Segment,4,21,Image 1,5,1,100000001,510000000354,
32.0312,,Segment,4,23,Image 1,6,1,100000001,510000000356,
57.0312,,Segment,4,23,Image 1,5,1,100000001,510000000359,
40.0078,,Segment,4,23,Image 1,5,1,100000001,510000000361,
51.5625,,Segment,4,17,Image 1,5,1,100000001,510000000400,
18.0625,,Segment,4,20,Image 1,6,1,100000001,510000000407,
96.0625,,Segment,4,19,Image 1,5,1,100000001,510000000411,
37.0156,,Segment,4,18,Image 1,5,1,100000001,510000000413,
33.0312,,Segment,4,21,Image 1,7,1,100000001,510000000417,
53.0312,,Segment,4,20,Image 1,6,1,100000001,510000000419,
68.5312,,Segment,4,19,Image 1,6,1,100000001,510000000422,
89.0625,,Segment,4,20,Image 1,5,1,100000001,510000000433,
47.5156,,Segment,4,21,Image 1,6,1,100000001,510000000436,
21.0625,,Segment,4,20,Image 1,7,1,100000001,510000000438,
57.5625,,Segment,4,20,Image 1,5,1,100000001,510000000445,
25.0312,,Segment,4,19,Image 1,5,1,100000001,510000000449,
70.0625,,Segment,4,16,Image 1,4,1,100000001,510000000467,
45.0625,,Segment,4,15,Image 1,4,1,100000001,510000000493,
27.5156,,Segment,4,16,Image 1,5,1,100000001,510000000496,
23.5312,,Segment,4,14,Image 1,4,1,100000001,510000000499,
38.625,,Segment,4,7,Image 1,5,1,100000000,510000000516,
47.0625,,Segment,4,6,Image 1,4,1,100000000,510000000526,
145.062,,Segment,4,4,Image 1,3,1,100000000,510000000538,
67.125,,Segment,4,3,Image 1,3,1,100000000,510000000631,
7.0625,,Segment,4,2,Image 1,3,1,100000000,510000000651,
58.0625,,Segment,4,1,Image 1,2,1,100000000,510000000664,
58.0625,,Segment,4,0,Image 1,1,1,100000000,510000000695,
51.0312,,Segment,4,7,Image 1,4,1,100000000,510000000715,
36.5625,,Segment,4,2,Image 1,2,1,100000002,510000000732,
48.5625,,Segment,4,1,Image 1,1,1,100000002,510000000777,
0.03125,,Segment,4,0,Image 1,1,1,100000002,510000000799,
38.0625,,Segment,4,13,Image 1,8,1,100000000,510000000849,
60.5625,,Segment,4,12,Image 1,7,1,100000000,510000000868,
65.0625,,Segment,4,11,Image 1,6,1,100000000,510000000871,
36.0312,,Segment,4,10,Image 1,5,1,100000000,510000000876,
46.5625,,Segment,4,9,Image 1,4,1,100000000,510000000919,
93.0625,,Segment,4,8,Image 1,4,1,100000000,510000000922,
30.0625,,Segment,4,7,Image 1,4,1,100000000,510000000932,
134.062,,Segment,4,6,Image 1,4,1,100000000,510000000951,
148.016,,Segment,4,5,Image 1,4,1,100000000,510000000955,
115.062,,Segment,4,4,Image 1,4,1,100000000,510000000966,
56.0625,,Segment,4,13,Image 1,7,1,100000000,510000000974,
90.0625,,Segment,4,14,Image 1,7,1,100000000,510000000992,
97.5625,,Segment,4,13,Image 1,6,1,100000000,510000001007,
65.0625,,Segment,4,12,Image 1,6,1,100000000,510000001013,
66.0625,,Segment,4,13,Image 1,7,1,100000000,510000001018,
27.5625,,Segment,4,12,Image 1,6,1,100000000,510000001021,
93.0625,,Segment,4,11,Image 1,5,1,100000000,510000001031,
70.0312,,Segment,4,10,Image 1,4,1,100000000,510000001035,
26.0625,,Segment,4,8,Image 1,4,1,100000000,510000001041,
56.125,,Segment,4,7,Image 1,3,1,100000000,510000001113,
75.0625,,Segment,4,6,Image 1,3,1,100000000,510000001121,
30.0625,,Segment,4,12,Image 1,5,1,100000000,510000001123,
46.0625,,Segment,4,8,Image 1,3,1,100000000,510000001134,
84.0156,,Segment,4,11,Image 1,4,1,100000000,510000001139,
18.5312,,Segment,4,9,Image 1,5,1,100000000,510000001146,
