
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17,,Segment,3,12,Image 1,9,1,100000000,510000000018,
9,,Segment,3,11,Image 1,9,1,100000000,510000000026,
5,,Segment,3,10,Image 1,8,1,100000000,510000000030,
31,,Segment,3,9,Image 1,7,1,100000000,510000000060,
21,,Segment,3,8,Image 1,6,1,100000000,510000000080,
27,,Segment,3,7,Image 1,5,1,100000000,510000000106,
9,,Segment,3,5,Image 1,3,1,100000000,510000000115,
23,,Segment,3,4,Image 1,3,1,100000000,510000000137,
11,,Segment,3,3,Image 1,2,1,100000000,510000000147,
58,,Segment,3,2,Image 1,2,1,100000000,510000000204,
3,,Segment,3,1,Image 1,1,1,100000000,510000000206,
3,,Segment,3,0,Image 1,1,1,100000000,510000000216,
16,,Segment,3,9,Image 1,6,1,100000001,510000000233,
5,,Segment,3,8,Image 1,5,1,100000001,510000000237,
3,,Segment,3,7,Image 1,5,1,100000001,510000000239,
4,,Segment,3,6,Image 1,5,1,100000001,510000000242,
10,,Segment,3,5,Image 1,4,1,100000001,510000000251,
11,,Segment,3,4,Image 1,3,1,100000001,510000000261,
33,,Segment,3,3,Image 1,3,1,100000001,510000000293,
5,,Segment,3,2,Image 1,2,1,100000001,510000000297,
4,,Segment,3,1,Image 1,1,1,100000001,510000000300,
7,,Segment,3,0,Image 1,1,1,100000001,510000000311,
38,,Segment,3,5,Image 1,4,1,100000002,510000000361,
8,,Segment,3,4,Image 1,3,1,100000002,510000000368,
8,,Segment,3,3,Image 1,2,1,100000002,510000000375,
35,,Segment,3,2,Image 1,1,1,100000002,510000000409,
20,,Segment,3,1,Image 1,1,1,100000002,510000000428,
22,,Segment,3,0,Image 1,1,1,100000002,510000000453,
35,,Segment,3,1,Image 1,2,1,100000002,510000000513,
33,,Segment,3,0,Image 1,1,1,100000002,510000000545,
9,,Segment,3,6,Image 1,4,1,100000001,510000000555,
51,,Segment,3,2,Image 1,1,1,100000002,510000000605,
15,,Segment,3,1,Image 1,1,1,100000002,510000000619,
19,,Segment,3,3,Image 1,3,1,100000000,510000000637,
15,,Segment,3,2,Image 1,2,1,100000000,510000000651,
47,,Segment,3,1,Image 1,2,1,100000000,510000000697,
15,,Segment,3,0,Image 1,1,1,100000000,510000000713,
22,,Segment,3,12,Image 1,9,1,100000000,510000000770,
4,,Segment,3,11,Image 1,8,1,100000000,510000000773,
8,,Segment,3,13,Image 1,8,1,100000000,510000000780,
18,,Segment,3,11,Image 1,8,1,100000000,510000000798,
3,,Segment,3,11,Image 1,7,1,100000000,510000000803,
32,,Segment,3,9,Image 1,7,1,100000001,510000000834,
6,,Segment,3,8,Image 1,6,1,100000001,510000000839,
