
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-15501.5,19763.7,1551.88,µm,Segment,Segment Position,0,1,1,100000000,510000000216,
-15524.5,19830.9,1556.1,µm,Segment,Segment Position,0,1,1,100000001,510000000311,
-15452.4,19788.9,1542.61,µm,Segment,Segment Position,0,1,1,100000002,510000000453,
-15450.5,19786,1545.14,µm,Segment,Segment Position,0,1,1,100000002,510000000545,
-15509.7,19757.3,1552.94,µm,Segment,Segment Position,0,1,1,100000000,510000000713,
-15525.8,19842.5,1556.25,µm,Segment,Segment Position,0,1,1,100000001,510000000936,
-15510.6,19759,1553.76,µm,Segment,Segment Position,0,1,1,100000000,510000001292,
-15500.1,19765.3,1555.44,µm,Segment,Segment Position,0,1,1,100000000,510000001425,
-15511.5,19835.5,1555.95,µm,Segment,Segment Position,0,1,1,100000001,510000002081,
-15499.7,19762.4,1550.32,µm,Segment,Segment Position,0,1,1,100000000,510000002456,
-15503.4,19757.4,1550.97,µm,Segment,Segment Position,0,1,1,100000000,510000002869,
-15513.3,19832.5,1556.47,µm,Segment,Segment Position,0,1,1,100000001,510000003618,
-15519.2,19830,1556.2,µm,Segment,Segment Position,0,1,1,100000001,510000003925,
-15439.9,19788.4,1541.74,µm,Segment,Segment Position,0,1,1,100000002,510000004306,
-15523.1,19839.5,1552.58,µm,Segment,Segment Position,0,1,1,100000001,510000004436,
-15525,19844.2,1556.39,µm,Segment,Segment Position,0,1,1,100000001,510000004451,
-15450.8,19789.2,1544.89,µm,Segment,Segment Position,0,1,1,100000002,510000004502,
-15514.4,19836.9,1556.64,µm,Segment,Segment Position,0,1,1,100000001,510000004524,
-15440.4,19791.9,1539.99,µm,Segment,Segment Position,0,1,1,100000002,510000004546,
-15516.5,19832.8,1556.19,µm,Segment,Segment Position,0,1,1,100000001,510000004571,
-15502.2,19760,1548.88,µm,Segment,Segment Position,0,1,1,100000000,510000004591,
-15441.7,19791.6,1541.37,µm,Segment,Segment Position,0,1,1,100000002,510000004599,
-15501.6,19764.2,1550.66,µm,Segment,Segment Position,1,1,1,100000000,510000000206,
-15525.8,19829.8,1555.72,µm,Segment,Segment Position,1,1,1,100000001,510000000300,
-15456.5,19788.6,1541.88,µm,Segment,Segment Position,1,1,1,100000002,510000000428,
-15454,19783.8,1548.93,µm,Segment,Segment Position,1,1,1,100000002,510000000619,
-15527.3,19844.2,1555.66,µm,Segment,Segment Position,1,1,1,100000001,510000000923,
-15519.5,19760.5,1550.57,µm,Segment,Segment Position,1,1,1,100000000,510000001285,
-15497.3,19762.9,1548.63,µm,Segment,Segment Position,1,1,1,100000000,510000002441,
-15499.8,19769.2,1556.14,µm,Segment,Segment Position,1,1,1,100000000,510000003575,
-15511.5,19831.3,1554.97,µm,Segment,Segment Position,1,1,1,100000001,510000003624,
