
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
154,,Soma,1,Image 1,1,100000000,800000000,
151,,Soma,1,Image 1,1,100000001,800000001,
127,,Soma,1,Image 1,1,100000002,800000002,
