
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
157,,Spine,3,2,Image 1,1,1,100000002,610000005120,
56,,Spine,3,1,Image 1,1,1,100000001,610000005127,
52,,Spine,3,1,Image 1,1,1,100000001,610000005134,
19,,Spine,3,3,Image 1,3,1,100000001,610000005137,
135,,Spine,3,3,Image 1,2,1,100000001,610000005143,
80,,Spine,3,9,Image 1,7,1,100000001,610000005148,
66,,Spine,3,4,Image 1,3,1,100000000,610000005151,
51,,Spine,3,1,Image 1,1,1,100000002,610000005154,
63,,Spine,3,2,Image 1,1,1,100000002,610000005156,
32,,Spine,3,1,Image 1,2,1,100000002,610000005158,
79,,Spine,3,8,Image 1,3,1,100000000,610000005163,
64,,Spine,3,2,Image 1,2,1,100000000,610000005167,
59,,Spine,3,6,Image 1,3,1,100000000,610000005170,
62,,Spine,3,0,Image 1,1,1,100000000,610000005172,
30,,Spine,3,1,Image 1,2,1,100000002,610000005174,
74,,Spine,3,5,Image 1,2,1,100000000,610000005176,
39,,Spine,3,0,Image 1,1,1,100000002,610000005178,
75,,Spine,3,2,Image 1,1,1,100000000,610000005181,
79,,Spine,3,0,Image 1,1,1,100000001,610000005184,
69,,Spine,3,9,Image 1,7,1,100000000,610000005186,
79,,Spine,3,0,Image 1,1,1,100000001,610000005189,
127,,Spine,3,2,Image 1,2,1,100000000,610000005192,
88,,Spine,3,0,Image 1,1,1,100000000,610000005198,
42,,Spine,3,3,Image 1,3,1,100000000,610000005200,
71,,Spine,3,11,Image 1,7,1,100000001,610000005202,
78,,Spine,3,0,Image 1,1,1,100000000,610000005204,
74,,Spine,3,2,Image 1,1,1,100000002,610000005207,
105,,Spine,3,3,Image 1,2,1,100000001,610000005211,
56,,Spine,3,5,Image 1,3,1,100000000,610000005213,
79,,Spine,3,1,Image 1,1,1,100000001,610000005215,
135,,Spine,3,9,Image 1,7,1,100000001,610000005219,
193,,Spine,3,6,Image 1,3,1,100000001,610000005222,
79,,Spine,3,6,Image 1,3,1,100000000,610000005233,
62,,Spine,3,10,Image 1,4,1,100000000,610000005236,
63,,Spine,3,3,Image 1,2,1,100000002,610000005238,
97,,Spine,3,10,Image 1,4,1,100000000,610000005240,
135,,Spine,3,3,Image 1,2,1,100000001,610000005242,
80,,Spine,3,2,Image 1,1,1,100000000,610000005244,
71,,Spine,3,4,Image 1,2,1,100000000,610000005246,
82,,Spine,3,0,Image 1,1,1,100000001,610000005248,
81,,Spine,3,0,Image 1,1,1,100000001,610000005250,
88,,Spine,3,0,Image 1,1,1,100000000,610000005252,
87,,Spine,3,4,Image 1,2,1,100000000,610000005254,
107,,Spine,3,8,Image 1,3,1,100000001,610000005258,
40,,Spine,3,8,Image 1,6,1,100000001,610000005270,
91,,Spine,3,2,Image 1,1,1,100000000,610000005272,
79,,Spine,3,0,Image 1,1,1,100000000,610000005274,
37,,Spine,3,4,Image 1,2,1,100000001,610000005277,
67,,Spine,3,0,Image 1,1,1,100000000,610000005293,
