
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
26.722,,Segment,2,12,Image 1,9,1,100000000,510000000018,
2.33129,,Segment,2,11,Image 1,9,1,100000000,510000000026,
3.19277,,Segment,2,10,Image 1,8,1,100000000,510000000030,
3.36071,,Segment,2,9,Image 1,7,1,100000000,510000000060,
3.84267,,Segment,2,8,Image 1,6,1,100000000,510000000080,
2.84651,,Segment,2,7,Image 1,5,1,100000000,510000000106,
2.15533,,Segment,2,5,Image 1,3,1,100000000,510000000115,
5.1383,,Segment,2,4,Image 1,3,1,100000000,510000000137,
2.46773,,Segment,2,3,Image 1,2,1,100000000,510000000147,
5.44345,,Segment,2,2,Image 1,2,1,100000000,510000000204,
3.10044,,Segment,2,1,Image 1,1,1,100000000,510000000206,
2.97143,,Segment,2,0,Image 1,1,1,100000000,510000000216,
1.848,,Segment,2,9,Image 1,6,1,100000001,510000000233,
1.51042,,Segment,2,8,Image 1,5,1,100000001,510000000237,
1.72727,,Segment,2,7,Image 1,5,1,100000001,510000000239,
1.61616,,Segment,2,6,Image 1,5,1,100000001,510000000242,
2.28086,,Segment,2,5,Image 1,4,1,100000001,510000000251,
2.09006,,Segment,2,4,Image 1,3,1,100000001,510000000261,
1.42486,,Segment,2,3,Image 1,3,1,100000001,510000000293,
1.22152,,Segment,2,2,Image 1,2,1,100000001,510000000297,
1.08118,,Segment,2,1,Image 1,1,1,100000001,510000000300,
1.24038,,Segment,2,0,Image 1,1,1,100000001,510000000311,
16.369,,Segment,2,5,Image 1,4,1,100000002,510000000361,
3.98485,,Segment,2,4,Image 1,3,1,100000002,510000000368,
4.38636,,Segment,2,3,Image 1,2,1,100000002,510000000375,
8.68691,,Segment,2,2,Image 1,1,1,100000002,510000000409,
6.02714,,Segment,2,1,Image 1,1,1,100000002,510000000428,
4.70775,,Segment,2,0,Image 1,1,1,100000002,510000000453,
6.4096,,Segment,2,1,Image 1,2,1,100000002,510000000513,
10.1256,,Segment,2,0,Image 1,1,1,100000002,510000000545,
1.32105,,Segment,2,6,Image 1,4,1,100000001,510000000555,
2.41975,,Segment,2,2,Image 1,1,1,100000002,510000000605,
8.09041,,Segment,2,1,Image 1,1,1,100000002,510000000619,
2.83588,,Segment,2,3,Image 1,3,1,100000000,510000000637,
1.56497,,Segment,2,2,Image 1,2,1,100000000,510000000651,
5.66767,,Segment,2,1,Image 1,2,1,100000000,510000000697,
14.2544,,Segment,2,0,Image 1,1,1,100000000,510000000713,
2.1662,,Segment,2,12,Image 1,9,1,100000000,510000000770,
3.06875,,Segment,2,11,Image 1,8,1,100000000,510000000773,
18.6709,,Segment,2,13,Image 1,8,1,100000000,510000000780,
8.11419,,Segment,2,11,Image 1,8,1,100000000,510000000798,
11.1611,,Segment,2,11,Image 1,7,1,100000000,510000000803,
1.9207,,Segment,2,9,Image 1,7,1,100000001,510000000834,
2.30367,,Segment,2,8,Image 1,6,1,100000001,510000000839,
2.6253,,Segment,2,6,Image 1,5,1,100000001,510000000890,
7.33671,,Segment,2,5,Image 1,4,1,100000001,510000000901,
4.36416,,Segment,2,4,Image 1,4,1,100000001,510000000915,
1.65574,,Segment,2,2,Image 1,2,1,100000001,510000000921,
1.25993,,Segment,2,1,Image 1,1,1,100000001,510000000923,
1.15925,,Segment,2,0,Image 1,1,1,100000001,510000000936,
2.24444,,Segment,2,15,Image 1,9,1,100000001,510000000983,
1.73203,,Segment,2,14,Image 1,8,1,100000001,510000000986,
1.85484,,Segment,2,13,Image 1,8,1,100000001,510000000993,
2.6281,,Segment,2,12,Image 1,8,1,100000001,510000000995,
5.23841,,Segment,2,11,Image 1,8,1,100000001,510000001020,
7.09005,,Segment,2,10,Image 1,7,1,100000001,510000001026,
4.23188,,Segment,2,9,Image 1,6,1,100000001,510000001044,
4.4058,,Segment,2,8,Image 1,6,1,100000001,510000001059,
7.23605,,Segment,2,7,Image 1,6,1,100000001,510000001065,
2.81752,,Segment,2,10,Image 1,7,1,100000000,510000001078,
3.17969,,Segment,2,9,Image 1,6,1,100000000,510000001103,
2.26882,,Segment,2,10,Image 1,6,1,100000000,510000001112,
13.2902,,Segment,2,8,Image 1,5,1,100000000,510000001143,
1.57258,,Segment,2,7,Image 1,4,1,100000000,510000001148,
1.23207,,Segment,2,6,Image 1,3,1,100000000,510000001153,
2.6092,,Segment,2,5,Image 1,3,1,100000000,510000001166,
