
Spine Center Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.46969,,Spine,2,2,Image 1,1,1,100000002,610000005120,
1.19896,,Spine,2,1,Image 1,1,1,100000001,610000005127,
1.19896,,Spine,2,1,Image 1,1,1,100000001,610000005134,
0.471405,,Spine,2,3,Image 1,3,1,100000001,610000005137,
0.989743,,Spine,2,3,Image 1,2,1,100000001,610000005143,
1.06719,,Spine,2,9,Image 1,7,1,100000001,610000005148,
70.2157,,Spine,2,4,Image 1,3,1,100000000,610000005151,
0.829156,,Spine,2,1,Image 1,1,1,100000002,610000005154,
0.816497,,Spine,2,2,Image 1,1,1,100000002,610000005156,
0.942809,,Spine,2,1,Image 1,2,1,100000002,610000005158,
0.942809,,Spine,2,8,Image 1,3,1,100000000,610000005163,
2.91548,,Spine,2,2,Image 1,2,1,100000000,610000005167,
1.24722,,Spine,2,6,Image 1,3,1,100000000,610000005170,
2,,Spine,2,0,Image 1,1,1,100000000,610000005172,
3.09121,,Spine,2,1,Image 1,2,1,100000002,610000005174,
2.62467,,Spine,2,5,Image 1,2,1,100000000,610000005176,
1.24722,,Spine,2,0,Image 1,1,1,100000002,610000005178,
0,,Spine,2,2,Image 1,1,1,100000000,610000005181,
4.20565,,Spine,2,0,Image 1,1,1,100000001,610000005184,
0.942809,,Spine,2,9,Image 1,7,1,100000000,610000005186,
1,,Spine,2,0,Image 1,1,1,100000001,610000005189,
1.22474,,Spine,2,2,Image 1,2,1,100000000,610000005192,
1.58114,,Spine,2,0,Image 1,1,1,100000000,610000005198,
18.9268,,Spine,2,3,Image 1,3,1,100000000,610000005200,
2.86744,,Spine,2,11,Image 1,7,1,100000001,610000005202,
0.5,,Spine,2,0,Image 1,1,1,100000000,610000005204,
11.0855,,Spine,2,2,Image 1,1,1,100000002,610000005207,
0,,Spine,2,3,Image 1,2,1,100000001,610000005211,
0.942809,,Spine,2,5,Image 1,3,1,100000000,610000005213,
0.471405,,Spine,2,1,Image 1,1,1,100000001,610000005215,
1.41421,,Spine,2,9,Image 1,7,1,100000001,610000005219,
9.60143,,Spine,2,6,Image 1,3,1,100000001,610000005222,
2.49444,,Spine,2,6,Image 1,3,1,100000000,610000005233,
1.11803,,Spine,2,10,Image 1,4,1,100000000,610000005236,
6.48074,,Spine,2,3,Image 1,2,1,100000002,610000005238,
0.942809,,Spine,2,10,Image 1,4,1,100000000,610000005240,
0.816497,,Spine,2,3,Image 1,2,1,100000001,610000005242,
0.471405,,Spine,2,2,Image 1,1,1,100000000,610000005244,
2.16025,,Spine,2,4,Image 1,2,1,100000000,610000005246,
0.471405,,Spine,2,0,Image 1,1,1,100000001,610000005248,
1.41421,,Spine,2,0,Image 1,1,1,100000001,610000005250,
1.24722,,Spine,2,0,Image 1,1,1,100000000,610000005252,
1.69967,,Spine,2,4,Image 1,2,1,100000000,610000005254,
1.92029,,Spine,2,8,Image 1,3,1,100000001,610000005258,
0.816497,,Spine,2,8,Image 1,6,1,100000001,610000005270,
3.26599,,Spine,2,2,Image 1,1,1,100000000,610000005272,
1.24722,,Spine,2,0,Image 1,1,1,100000000,610000005274,
6.94422,,Spine,2,4,Image 1,2,1,100000001,610000005277,
0.5,,Spine,2,0,Image 1,1,1,100000000,610000005293,
2.16025,,Spine,2,6,Image 1,3,1,100000000,610000005297,
1.24722,,Spine,2,4,Image 1,2,1,100000001,610000005348,
0.5,,Spine,2,12,Image 1,9,1,100000000,610000005358,
3.5,,Spine,2,11,Image 1,9,1,100000000,610000005359,
40.5,,Spine,2,13,Image 1,8,1,100000000,610000005360,
0.5,,Spine,2,9,Image 1,7,1,100000000,610000005361,
3,,Spine,2,9,Image 1,7,1,100000000,610000005362,
1.5,,Spine,2,9,Image 1,7,1,100000000,610000005363,
1,,Spine,2,10,Image 1,7,1,100000000,610000005364,
0.5,,Spine,2,9,Image 1,5,1,100000000,610000005365,
30,,Spine,2,9,Image 1,5,1,100000000,610000005366,
