
Spine Center Intensity Min Ch=4 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,2,Image 1,1,1,100000002,610000005120,
0,,Spine,4,1,Image 1,1,1,100000001,610000005127,
0,,Spine,4,1,Image 1,1,1,100000001,610000005134,
0,,Spine,4,3,Image 1,3,1,100000001,610000005137,
0,,Spine,4,3,Image 1,2,1,100000001,610000005143,
0,,Spine,4,9,Image 1,7,1,100000001,610000005148,
0,,Spine,4,4,Image 1,3,1,100000000,610000005151,
0,,Spine,4,1,Image 1,1,1,100000002,610000005154,
0,,Spine,4,2,Image 1,1,1,100000002,610000005156,
0,,Spine,4,1,Image 1,2,1,100000002,610000005158,
0,,Spine,4,8,Image 1,3,1,100000000,610000005163,
0,,Spine,4,2,Image 1,2,1,100000000,610000005167,
0,,Spine,4,6,Image 1,3,1,100000000,610000005170,
0,,Spine,4,0,Image 1,1,1,100000000,610000005172,
0,,Spine,4,1,Image 1,2,1,100000002,610000005174,
0,,Spine,4,5,Image 1,2,1,100000000,610000005176,
0,,Spine,4,0,Image 1,1,1,100000002,610000005178,
0,,Spine,4,2,Image 1,1,1,100000000,610000005181,
0,,Spine,4,0,Image 1,1,1,100000001,610000005184,
0,,Spine,4,9,Image 1,7,1,100000000,610000005186,
0,,Spine,4,0,Image 1,1,1,100000001,610000005189,
0,,Spine,4,2,Image 1,2,1,100000000,610000005192,
0,,Spine,4,0,Image 1,1,1,100000000,610000005198,
0,,Spine,4,3,Image 1,3,1,100000000,610000005200,
0,,Spine,4,11,Image 1,7,1,100000001,610000005202,
0,,Spine,4,0,Image 1,1,1,100000000,610000005204,
0,,Spine,4,2,Image 1,1,1,100000002,610000005207,
0,,Spine,4,3,Image 1,2,1,100000001,610000005211,
0,,Spine,4,5,Image 1,3,1,100000000,610000005213,
0,,Spine,4,1,Image 1,1,1,100000001,610000005215,
0,,Spine,4,9,Image 1,7,1,100000001,610000005219,
0,,Spine,4,6,Image 1,3,1,100000001,610000005222,
0,,Spine,4,6,Image 1,3,1,100000000,610000005233,
0,,Spine,4,10,Image 1,4,1,100000000,610000005236,
0,,Spine,4,3,Image 1,2,1,100000002,610000005238,
0,,Spine,4,10,Image 1,4,1,100000000,610000005240,
0,,Spine,4,3,Image 1,2,1,100000001,610000005242,
0,,Spine,4,2,Image 1,1,1,100000000,610000005244,
0,,Spine,4,4,Image 1,2,1,100000000,610000005246,
0,,Spine,4,0,Image 1,1,1,100000001,610000005248,
0,,Spine,4,0,Image 1,1,1,100000001,610000005250,
0,,Spine,4,0,Image 1,1,1,100000000,610000005252,
0,,Spine,4,4,Image 1,2,1,100000000,610000005254,
0,,Spine,4,8,Image 1,3,1,100000001,610000005258,
0,,Spine,4,8,Image 1,6,1,100000001,610000005270,
0,,Spine,4,2,Image 1,1,1,100000000,610000005272,
0,,Spine,4,0,Image 1,1,1,100000000,610000005274,
0,,Spine,4,4,Image 1,2,1,100000001,610000005277,
0,,Spine,4,0,Image 1,1,1,100000000,610000005293,
0,,Spine,4,6,Image 1,3,1,100000000,610000005297,
0,,Spine,4,4,Image 1,2,1,100000001,610000005348,
0,,Spine,4,12,Image 1,9,1,100000000,610000005358,
0,,Spine,4,11,Image 1,9,1,100000000,610000005359,
0,,Spine,4,13,Image 1,8,1,100000000,610000005360,
0,,Spine,4,9,Image 1,7,1,100000000,610000005361,
0,,Spine,4,9,Image 1,7,1,100000000,610000005362,
0,,Spine,4,9,Image 1,7,1,100000000,610000005363,
0,,Spine,4,10,Image 1,7,1,100000000,610000005364,
0,,Spine,4,9,Image 1,5,1,100000000,610000005365,
0,,Spine,4,9,Image 1,5,1,100000000,610000005366,
0,,Spine,4,9,Image 1,5,1,100000000,610000005367,
0,,Spine,4,7,Image 1,4,1,100000000,610000005368,
0,,Spine,4,7,Image 1,4,1,100000000,610000005369,
0,,Spine,4,5,Image 1,3,1,100000000,610000005370,
0,,Spine,4,5,Image 1,3,1,100000000,610000005371,
0,,Spine,4,6,Image 1,4,1,100000000,610000005372,
0,,Spine,4,3,Image 1,3,1,100000000,610000005373,
0,,Spine,4,2,Image 1,2,1,100000000,610000005374,
0,,Spine,4,5,Image 1,3,1,100000000,610000005375,
0,,Spine,4,3,Image 1,3,1,100000000,610000005376,
99,,Spine,4,4,Image 1,2,1,100000000,610000005377,
0,,Spine,4,3,Image 1,2,1,100000000,610000005378,
0,,Spine,4,2,Image 1,2,1,100000000,610000005379,
0,,Spine,4,2,Image 1,2,1,100000000,610000005380,
0,,Spine,4,2,Image 1,2,1,100000000,610000005381,
0,,Spine,4,6,Image 1,3,1,100000000,610000005382,
0,,Spine,4,5,Image 1,2,1,100000000,610000005383,
0,,Spine,4,3,Image 1,2,1,100000000,610000005384,
0,,Spine,4,9,Image 1,3,1,100000000,610000005385,
0,,Spine,4,9,Image 1,4,1,100000000,610000005386,
0,,Spine,4,8,Image 1,3,1,100000000,610000005387,
0,,Spine,4,6,Image 1,2,1,100000000,610000005388,
0,,Spine,4,5,Image 1,2,1,100000000,610000005389,
0,,Spine,4,2,Image 1,2,1,100000000,610000005390,
0,,Spine,4,1,Image 1,2,1,100000000,610000005391,
0,,Spine,4,0,Image 1,1,1,100000000,610000005392,
0,,Spine,4,7,Image 1,4,1,100000000,610000005393,
0,,Spine,4,9,Image 1,5,1,100000000,610000005394,
0,,Spine,4,9,Image 1,4,1,100000000,610000005395,
0,,Spine,4,8,Image 1,3,1,100000000,610000005396,
0,,Spine,4,8,Image 1,5,1,100000000,610000005397,
0,,Spine,4,8,Image 1,5,1,100000000,610000005398,
0,,Spine,4,8,Image 1,5,1,100000000,610000005399,
0,,Spine,4,8,Image 1,5,1,100000000,610000005400,
0,,Spine,4,7,Image 1,4,1,100000000,610000005401,
0,,Spine,4,7,Image 1,5,1,100000000,610000005402,
0,,Spine,4,7,Image 1,4,1,100000000,610000005403,
0,,Spine,4,4,Image 1,3,1,100000000,610000005404,
0,,Spine,4,4,Image 1,3,1,100000000,610000005405,
0,,Spine,4,4,Image 1,2,1,100000000,610000005406,
0,,Spine,4,4,Image 1,2,1,100000000,610000005407,
0,,Spine,4,3,Image 1,2,1,100000000,610000005408,
0,,Spine,4,1,Image 1,1,1,100000000,610000005409,
0,,Spine,4,1,Image 1,1,1,100000000,610000005410,
0,,Spine,4,3,Image 1,2,1,100000000,610000005411,
0,,Spine,4,2,Image 1,1,1,100000000,610000005414,
0,,Spine,4,2,Image 1,2,1,100000000,610000005415,
0,,Spine,4,1,Image 1,1,1,100000000,610000005416,
0,,Spine,4,1,Image 1,2,1,100000000,610000005417,
0,,Spine,4,6,Image 1,3,1,100000000,610000005419,
0,,Spine,4,6,Image 1,3,1,100000000,610000005420,
0,,Spine,4,5,Image 1,3,1,100000000,610000005421,
0,,Spine,4,3,Image 1,2,1,100000000,610000005422,
0,,Spine,4,1,Image 1,2,1,100000000,610000005423,
0,,Spine,4,10,Image 1,6,1,100000001,610000005425,
0,,Spine,4,13,Image 1,9,1,100000001,610000005426,
0,,Spine,4,13,Image 1,9,1,100000001,610000005427,
0,,Spine,4,10,Image 1,6,1,100000001,610000005428,
0,,Spine,4,9,Image 1,6,1,100000001,610000005429,
0,,Spine,4,8,Image 1,6,1,100000001,610000005430,
0,,Spine,4,8,Image 1,4,1,100000001,610000005431,
0,,Spine,4,8,Image 1,3,1,100000001,610000005432,
0,,Spine,4,11,Image 1,3,1,100000001,610000005433,
0,,Spine,4,10,Image 1,2,1,100000001,610000005434,
0,,Spine,4,3,Image 1,2,1,100000001,610000005435,
0,,Spine,4,2,Image 1,1,1,100000001,610000005436,
0,,Spine,4,1,Image 1,1,1,100000001,610000005437,
0,,Spine,4,9,Image 1,7,1,100000001,610000005441,
0,,Spine,4,9,Image 1,6,1,100000001,610000005442,
0,,Spine,4,4,Image 1,4,1,100000001,610000005443,
0,,Spine,4,4,Image 1,4,1,100000001,610000005444,
0,,Spine,4,3,Image 1,2,1,100000001,610000005445,
0,,Spine,4,4,Image 1,4,1,100000001,610000005447,
0,,Spine,4,6,Image 1,3,1,100000001,610000005448,
0,,Spine,4,9,Image 1,3,1,100000001,610000005449,
0,,Spine,4,6,Image 1,4,1,100000001,610000005450,
0,,Spine,4,6,Image 1,4,1,100000001,610000005451,
0,,Spine,4,4,Image 1,2,1,100000001,610000005452,
0,,Spine,4,1,Image 1,1,1,100000001,610000005453,
0,,Spine,4,1,Image 1,1,1,100000001,610000005454,
0,,Spine,4,0,Image 1,1,1,100000001,610000005455,
0,,Spine,4,0,Image 1,1,1,100000001,610000005456,
0,,Spine,4,5,Image 1,3,1,100000002,610000005459,
0,,Spine,4,2,Image 1,1,1,100000002,610000005460,
0,,Spine,4,2,Image 1,1,1,100000002,610000005461,
0,,Spine,4,2,Image 1,1,1,100000002,610000005462,
0,,Spine,4,0,Image 1,1,1,100000002,610000005463,
