
Segment Intensity Max Ch=5 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
212,,Segment,5,12,Image 1,9,1,100000000,510000000018,
7,,Segment,5,11,Image 1,9,1,100000000,510000000026,
8,,Segment,5,10,Image 1,8,1,100000000,510000000030,
52,,Segment,5,9,Image 1,7,1,100000000,510000000060,
41,,Segment,5,8,Image 1,6,1,100000000,510000000080,
41,,Segment,5,7,Image 1,5,1,100000000,510000000106,
17,,Segment,5,5,Image 1,3,1,100000000,510000000115,
145,,Segment,5,4,Image 1,3,1,100000000,510000000137,
16,,Segment,5,3,Image 1,2,1,100000000,510000000147,
81,,Segment,5,2,Image 1,2,1,100000000,510000000204,
14,,Segment,5,1,Image 1,1,1,100000000,510000000206,
8,,Segment,5,0,Image 1,1,1,100000000,510000000216,
8,,Segment,5,9,Image 1,6,1,100000001,510000000233,
4,,Segment,5,8,Image 1,5,1,100000001,510000000237,
5,,Segment,5,7,Image 1,5,1,100000001,510000000239,
5,,Segment,5,6,Image 1,5,1,100000001,510000000242,
9,,Segment,5,5,Image 1,4,1,100000001,510000000251,
9,,Segment,5,4,Image 1,3,1,100000001,510000000261,
6,,Segment,5,3,Image 1,3,1,100000001,510000000293,
5,,Segment,5,2,Image 1,2,1,100000001,510000000297,
6,,Segment,5,1,Image 1,1,1,100000001,510000000300,
5,,Segment,5,0,Image 1,1,1,100000001,510000000311,
121,,Segment,5,5,Image 1,4,1,100000002,510000000361,
13,,Segment,5,4,Image 1,3,1,100000002,510000000368,
11,,Segment,5,3,Image 1,2,1,100000002,510000000375,
90,,Segment,5,2,Image 1,1,1,100000002,510000000409,
69,,Segment,5,1,Image 1,1,1,100000002,510000000428,
36,,Segment,5,0,Image 1,1,1,100000002,510000000453,
94,,Segment,5,1,Image 1,2,1,100000002,510000000513,
191,,Segment,5,0,Image 1,1,1,100000002,510000000545,
6,,Segment,5,6,Image 1,4,1,100000001,510000000555,
23,,Segment,5,2,Image 1,1,1,100000002,510000000605,
57,,Segment,5,1,Image 1,1,1,100000002,510000000619,
18,,Segment,5,3,Image 1,3,1,100000000,510000000637,
6,,Segment,5,2,Image 1,2,1,100000000,510000000651,
80,,Segment,5,1,Image 1,2,1,100000000,510000000697,
164,,Segment,5,0,Image 1,1,1,100000000,510000000713,
