
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005120,
0.248535,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005127,
0.281948,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005134,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000005137,
1.46206,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005143,
0.211878,µm^3,Spine,Spine Part Volume,9,7,1,100000001,610000005148,
0.18754,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000005151,
0.145171,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000005154,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005156,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000005158,
0,µm^3,Spine,Spine Part Volume,8,3,1,100000000,610000005163,
0.37409,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005167,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005170,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005172,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000005174,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000005176,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000005178,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005181,
0.426178,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005184,
0,µm^3,Spine,Spine Part Volume,9,7,1,100000000,610000005186,
0.383792,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005189,
0.0535395,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005192,
0.301406,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005198,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000005200,
0,µm^3,Spine,Spine Part Volume,11,7,1,100000001,610000005202,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005204,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005207,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005211,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005213,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005215,
0.22549,µm^3,Spine,Spine Part Volume,9,7,1,100000001,610000005219,
0.381459,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000005222,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005233,
0.188992,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000005236,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000005238,
0,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000005240,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005242,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005244,
