
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.08886,µm,Spine,Spine Part Length,2,1,1,100000002,610000005120,
0.986057,µm,Spine,Spine Part Length,1,1,1,100000001,610000005127,
1.01546,µm,Spine,Spine Part Length,1,1,1,100000001,610000005134,
1.95332,µm,Spine,Spine Part Length,3,3,1,100000001,610000005137,
1.37956,µm,Spine,Spine Part Length,3,2,1,100000001,610000005143,
1.28178,µm,Spine,Spine Part Length,9,7,1,100000001,610000005148,
0.91542,µm,Spine,Spine Part Length,4,3,1,100000000,610000005151,
0.891374,µm,Spine,Spine Part Length,1,1,1,100000002,610000005154,
0.755,µm,Spine,Spine Part Length,2,1,1,100000002,610000005156,
0.981028,µm,Spine,Spine Part Length,1,2,1,100000002,610000005158,
1.09552,µm,Spine,Spine Part Length,8,3,1,100000000,610000005163,
0.800383,µm,Spine,Spine Part Length,2,2,1,100000000,610000005167,
1.07057,µm,Spine,Spine Part Length,6,3,1,100000000,610000005170,
0.945324,µm,Spine,Spine Part Length,6,3,1,100000000,610000005172,
1.13809,µm,Spine,Spine Part Length,1,2,1,100000002,610000005174,
1.21698,µm,Spine,Spine Part Length,5,2,1,100000000,610000005176,
0.649638,µm,Spine,Spine Part Length,0,1,1,100000002,610000005178,
1.02015,µm,Spine,Spine Part Length,2,1,1,100000000,610000005181,
0.681541,µm,Spine,Spine Part Length,0,1,1,100000001,610000005184,
0.750255,µm,Spine,Spine Part Length,9,7,1,100000000,610000005186,
0.394195,µm,Spine,Spine Part Length,0,1,1,100000001,610000005189,
0.508683,µm,Spine,Spine Part Length,2,2,1,100000000,610000005192,
0.85983,µm,Spine,Spine Part Length,6,3,1,100000000,610000005198,
0.766384,µm,Spine,Spine Part Length,3,3,1,100000000,610000005200,
0.881636,µm,Spine,Spine Part Length,11,7,1,100000001,610000005202,
0.854689,µm,Spine,Spine Part Length,6,3,1,100000000,610000005204,
0.937625,µm,Spine,Spine Part Length,2,1,1,100000002,610000005207,
0.694391,µm,Spine,Spine Part Length,3,2,1,100000001,610000005211,
0.641368,µm,Spine,Spine Part Length,5,3,1,100000000,610000005213,
0.772113,µm,Spine,Spine Part Length,1,1,1,100000001,610000005215,
1.07332,µm,Spine,Spine Part Length,9,7,1,100000001,610000005219,
1.52802,µm,Spine,Spine Part Length,6,3,1,100000001,610000005222,
0.90203,µm,Spine,Spine Part Length,6,3,1,100000000,610000005233,
0.51937,µm,Spine,Spine Part Length,10,4,1,100000000,610000005236,
0.927156,µm,Spine,Spine Part Length,3,2,1,100000002,610000005238,
0.759746,µm,Spine,Spine Part Length,10,4,1,100000000,610000005240,
1.13619,µm,Spine,Spine Part Length,3,2,1,100000001,610000005242,
0.696728,µm,Spine,Spine Part Length,2,1,1,100000000,610000005244,
0.827772,µm,Spine,Spine Part Length,4,2,1,100000000,610000005246,
0.502991,µm,Spine,Spine Part Length,0,1,1,100000001,610000005248,
0.6554,µm,Spine,Spine Part Length,0,1,1,100000001,610000005250,
0.693107,µm,Spine,Spine Part Length,0,1,1,100000000,610000005252,
0.927899,µm,Spine,Spine Part Length,4,2,1,100000000,610000005254,
0.81774,µm,Spine,Spine Part Length,8,3,1,100000001,610000005258,
0.445236,µm,Spine,Spine Part Length,8,6,1,100000001,610000005270,
0.302026,µm,Spine,Spine Part Length,2,1,1,100000000,610000005272,
0.484325,µm,Spine,Spine Part Length,0,1,1,100000000,610000005274,
0.751468,µm,Spine,Spine Part Length,4,2,1,100000001,610000005277,
2.00621,µm,Spine,Spine Part Length,6,3,1,100000000,610000005293,
0.462484,µm,Spine,Spine Part Length,6,3,1,100000000,610000005297,
0.849442,µm,Spine,Spine Part Length,4,2,1,100000001,610000005348,
1.05627,µm,Spine,Spine Part Length,12,9,1,100000000,610000005358,
0.756274,µm,Spine,Spine Part Length,11,9,1,100000000,610000005359,
0.848303,µm,Spine,Spine Part Length,13,8,1,100000000,610000005360,
0.908839,µm,Spine,Spine Part Length,9,7,1,100000000,610000005361,
0.889618,µm,Spine,Spine Part Length,9,7,1,100000000,610000005362,
1.23549,µm,Spine,Spine Part Length,9,7,1,100000000,610000005363,
0.884197,µm,Spine,Spine Part Length,10,7,1,100000000,610000005364,
0.773241,µm,Spine,Spine Part Length,9,5,1,100000000,610000005365,
0.769082,µm,Spine,Spine Part Length,9,5,1,100000000,610000005366,
0.637658,µm,Spine,Spine Part Length,9,5,1,100000000,610000005367,
0.976712,µm,Spine,Spine Part Length,7,4,1,100000000,610000005368,
0.763714,µm,Spine,Spine Part Length,7,4,1,100000000,610000005369,
1.18854,µm,Spine,Spine Part Length,5,3,1,100000000,610000005370,
0.967483,µm,Spine,Spine Part Length,5,3,1,100000000,610000005371,
1.13946,µm,Spine,Spine Part Length,6,4,1,100000000,610000005372,
1.44552,µm,Spine,Spine Part Length,3,3,1,100000000,610000005373,
0.90456,µm,Spine,Spine Part Length,2,2,1,100000000,610000005374,
0.927779,µm,Spine,Spine Part Length,5,3,1,100000000,610000005375,
0.703591,µm,Spine,Spine Part Length,3,3,1,100000000,610000005376,
0.645343,µm,Spine,Spine Part Length,4,2,1,100000000,610000005377,
0.533722,µm,Spine,Spine Part Length,3,2,1,100000000,610000005378,
1.08276,µm,Spine,Spine Part Length,2,2,1,100000000,610000005379,
1.13713,µm,Spine,Spine Part Length,2,2,1,100000000,610000005380,
1.16009,µm,Spine,Spine Part Length,2,2,1,100000000,610000005381,
1.17054,µm,Spine,Spine Part Length,6,3,1,100000000,610000005382,
0.887785,µm,Spine,Spine Part Length,5,2,1,100000000,610000005383,
0.969936,µm,Spine,Spine Part Length,3,2,1,100000000,610000005384,
1.07633,µm,Spine,Spine Part Length,9,3,1,100000000,610000005385,
0.75727,µm,Spine,Spine Part Length,9,4,1,100000000,610000005386,
1.39851,µm,Spine,Spine Part Length,8,3,1,100000000,610000005387,
0.850795,µm,Spine,Spine Part Length,6,2,1,100000000,610000005388,
1.45449,µm,Spine,Spine Part Length,5,2,1,100000000,610000005389,
0.525792,µm,Spine,Spine Part Length,2,2,1,100000000,610000005390,
0.786984,µm,Spine,Spine Part Length,1,2,1,100000000,610000005391,
0.451972,µm,Spine,Spine Part Length,0,1,1,100000000,610000005392,
1.09815,µm,Spine,Spine Part Length,7,4,1,100000000,610000005393,
1.1568,µm,Spine,Spine Part Length,9,5,1,100000000,610000005394,
1.11024,µm,Spine,Spine Part Length,9,4,1,100000000,610000005395,
0.704135,µm,Spine,Spine Part Length,8,3,1,100000000,610000005396,
