
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.732522,µm,Spine,Spine Part Length,8,5,1,100000000,610000005397,
0.917455,µm,Spine,Spine Part Length,8,5,1,100000000,610000005398,
0.914038,µm,Spine,Spine Part Length,8,5,1,100000000,610000005399,
1.25821,µm,Spine,Spine Part Length,8,5,1,100000000,610000005400,
1.08584,µm,Spine,Spine Part Length,7,4,1,100000000,610000005401,
0.830147,µm,Spine,Spine Part Length,7,5,1,100000000,610000005402,
0.942813,µm,Spine,Spine Part Length,7,4,1,100000000,610000005403,
0.890103,µm,Spine,Spine Part Length,4,3,1,100000000,610000005404,
0.58384,µm,Spine,Spine Part Length,4,3,1,100000000,610000005405,
1.18915,µm,Spine,Spine Part Length,4,2,1,100000000,610000005406,
1.01279,µm,Spine,Spine Part Length,4,2,1,100000000,610000005407,
1.35328,µm,Spine,Spine Part Length,3,2,1,100000000,610000005408,
0.964313,µm,Spine,Spine Part Length,1,1,1,100000000,610000005409,
1.03136,µm,Spine,Spine Part Length,1,1,1,100000000,610000005410,
0.949603,µm,Spine,Spine Part Length,3,2,1,100000000,610000005411,
1.40477,µm,Spine,Spine Part Length,2,1,1,100000000,610000005414,
0.940311,µm,Spine,Spine Part Length,2,2,1,100000000,610000005415,
1.4718,µm,Spine,Spine Part Length,1,1,1,100000000,610000005416,
0.779729,µm,Spine,Spine Part Length,1,2,1,100000000,610000005417,
1.35892,µm,Spine,Spine Part Length,6,3,1,100000000,610000005419,
0.915896,µm,Spine,Spine Part Length,6,3,1,100000000,610000005420,
1.01021,µm,Spine,Spine Part Length,5,3,1,100000000,610000005421,
0.803747,µm,Spine,Spine Part Length,3,2,1,100000000,610000005422,
0.80828,µm,Spine,Spine Part Length,1,2,1,100000000,610000005423,
1.08979,µm,Spine,Spine Part Length,10,6,1,100000001,610000005425,
1.30559,µm,Spine,Spine Part Length,13,9,1,100000001,610000005426,
1.03516,µm,Spine,Spine Part Length,13,9,1,100000001,610000005427,
0.803687,µm,Spine,Spine Part Length,10,6,1,100000001,610000005428,
0.879017,µm,Spine,Spine Part Length,9,6,1,100000001,610000005429,
0.708828,µm,Spine,Spine Part Length,8,6,1,100000001,610000005430,
1.04316,µm,Spine,Spine Part Length,8,4,1,100000001,610000005431,
0.739817,µm,Spine,Spine Part Length,8,3,1,100000001,610000005432,
1.20454,µm,Spine,Spine Part Length,11,3,1,100000001,610000005433,
0.6453,µm,Spine,Spine Part Length,10,2,1,100000001,610000005434,
0.990209,µm,Spine,Spine Part Length,3,2,1,100000001,610000005435,
1.84329,µm,Spine,Spine Part Length,2,1,1,100000001,610000005436,
1.12638,µm,Spine,Spine Part Length,1,1,1,100000001,610000005437,
1.02517,µm,Spine,Spine Part Length,9,7,1,100000001,610000005441,
1.32716,µm,Spine,Spine Part Length,9,6,1,100000001,610000005442,
0.810828,µm,Spine,Spine Part Length,4,4,1,100000001,610000005443,
1.19371,µm,Spine,Spine Part Length,4,4,1,100000001,610000005444,
1.80347,µm,Spine,Spine Part Length,3,2,1,100000001,610000005445,
0.937705,µm,Spine,Spine Part Length,4,4,1,100000001,610000005447,
1.20096,µm,Spine,Spine Part Length,6,3,1,100000001,610000005448,
1.10752,µm,Spine,Spine Part Length,9,3,1,100000001,610000005449,
1.1648,µm,Spine,Spine Part Length,6,4,1,100000001,610000005450,
0.89018,µm,Spine,Spine Part Length,6,4,1,100000001,610000005451,
1.11254,µm,Spine,Spine Part Length,4,2,1,100000001,610000005452,
0.745573,µm,Spine,Spine Part Length,1,1,1,100000001,610000005453,
1.51735,µm,Spine,Spine Part Length,1,1,1,100000001,610000005454,
1.43723,µm,Spine,Spine Part Length,0,1,1,100000001,610000005455,
0.617508,µm,Spine,Spine Part Length,0,1,1,100000001,610000005456,
1.01501,µm,Spine,Spine Part Length,5,3,1,100000002,610000005459,
0.886699,µm,Spine,Spine Part Length,2,1,1,100000002,610000005460,
1.02775,µm,Spine,Spine Part Length,2,1,1,100000002,610000005461,
0.984838,µm,Spine,Spine Part Length,2,1,1,100000002,610000005462,
0.97016,µm,Spine,Spine Part Length,0,1,1,100000002,610000005463,
