
Soma Intensity StdDev Ch=2 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
10.7675,,Soma,2,Image 1,1,100000000,800000000,
2.6078,,Soma,2,Image 1,1,100000001,800000001,
2.34238,,Soma,2,Image 1,1,100000002,800000002,
