
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.56522,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005120,
0.474813,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005127,
0.480688,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005134,
1.07383,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000005137,
3.99887,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005143,
1.15356,µm^3,Spine,Spine Part Volume,9,7,1,100000001,610000005148,
1.29143,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000005151,
1.08192,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000005154,
0.677448,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005156,
0.241527,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000005158,
1.78926,µm^3,Spine,Spine Part Volume,8,3,1,100000000,610000005163,
1.67181,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005167,
1.65489,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005170,
0.141117,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005172,
0.382716,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000005174,
1.11489,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000005176,
0.0886334,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000005178,
0.633097,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005181,
0.602254,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005184,
0.767277,µm^3,Spine,Spine Part Volume,9,7,1,100000000,610000005186,
0.00572926,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005189,
1.9484,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005192,
0.742243,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005198,
0.900324,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000005200,
1.13652,µm^3,Spine,Spine Part Volume,11,7,1,100000001,610000005202,
0.395618,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005204,
0.326067,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000005207,
1.11472,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005211,
0.571616,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005213,
0.603079,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005215,
0.660009,µm^3,Spine,Spine Part Volume,9,7,1,100000001,610000005219,
1.32952,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000005222,
0.914376,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005233,
0.602587,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000005236,
0.825917,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000005238,
1.75609,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000005240,
2.57841,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005242,
0.691119,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005244,
1.44658,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000005246,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005248,
0.486056,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005250,
0.579432,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000005252,
1.03516,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000005254,
0.317325,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000005258,
0,µm^3,Spine,Spine Part Volume,8,6,1,100000001,610000005270,
1.11484,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005272,
1.11127,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000005274,
0.364506,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000005277,
8.25437,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005293,
0.804958,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005297,
0.527125,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000005348,
0.280944,µm^3,Spine,Spine Part Volume,12,9,1,100000000,610000005358,
0.181587,µm^3,Spine,Spine Part Volume,11,9,1,100000000,610000005359,
0.252436,µm^3,Spine,Spine Part Volume,13,8,1,100000000,610000005360,
0.438573,µm^3,Spine,Spine Part Volume,9,7,1,100000000,610000005361,
0.436479,µm^3,Spine,Spine Part Volume,9,7,1,100000000,610000005362,
0.622549,µm^3,Spine,Spine Part Volume,9,7,1,100000000,610000005363,
0.267392,µm^3,Spine,Spine Part Volume,10,7,1,100000000,610000005364,
0.22121,µm^3,Spine,Spine Part Volume,9,5,1,100000000,610000005365,
0.761276,µm^3,Spine,Spine Part Volume,9,5,1,100000000,610000005366,
0.409007,µm^3,Spine,Spine Part Volume,9,5,1,100000000,610000005367,
0.650843,µm^3,Spine,Spine Part Volume,7,4,1,100000000,610000005368,
0.297171,µm^3,Spine,Spine Part Volume,7,4,1,100000000,610000005369,
2.0229,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005370,
1.91451,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005371,
0.39644,µm^3,Spine,Spine Part Volume,6,4,1,100000000,610000005372,
1.27338,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000005373,
0.903109,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005374,
0.607532,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005375,
0.485308,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000005376,
0.145643,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000005377,
0.110236,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005378,
