
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.34317,0.430182,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005178,
2.21821,0.794271,1.11569,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005184,
2.21821,1.0399,0.960865,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005189,
2.54682,0.466542,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005248,
2.21821,0.960865,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005250,
1.7332,0.539984,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005252,
1.82422,1.15665,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005274,
1.89044,0.811031,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005392,
2.13466,2.13466,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005455,
1.62397,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005456,
0.839408,0.693359,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005463,
1.78585,0.665075,0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005127,
1.78585,0.776703,0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005134,
1.46588,0.625,0.625,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000005154,
1.30128,0.69396,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005215,
1.37663,0.853465,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000005409,
0.639788,0.530599,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000005410,
1.55671,1.55671,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000005416,
1.52002,1.52002,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005437,
1.53068,0.55873,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005453,
2.16695,2.16695,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005454,
0.836314,0.481797,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000005158,
0.836314,0.432949,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000005174,
1.35504,0.947266,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005391,
1.1026,0.846382,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005417,
2.35776,1.43229,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005423,
1.48768,0.572917,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000001,610000005434,
1.49782,0.416667,1.0511,µm,Spine,Spine Part Max Diameter,10,4,1,100000000,610000005236,
1.61627,1.25,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000000,610000005240,
1.24497,1.18674,0,µm,Spine,Spine Part Max Diameter,10,6,1,100000001,610000005425,
1.35934,0.674154,0,µm,Spine,Spine Part Max Diameter,10,6,1,100000001,610000005428,
0.982025,0.463493,0,µm,Spine,Spine Part Max Diameter,10,7,1,100000000,610000005364,
1.32095,0.871581,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000005433,
1.19049,1.10943,0,µm,Spine,Spine Part Max Diameter,11,7,1,100000001,610000005202,
0.888174,0.416667,0,µm,Spine,Spine Part Max Diameter,11,9,1,100000000,610000005359,
0.595951,0.595951,0,µm,Spine,Spine Part Max Diameter,12,9,1,100000000,610000005358,
1.11496,0.429688,0,µm,Spine,Spine Part Max Diameter,13,8,1,100000000,610000005360,
0.858455,0.676079,0,µm,Spine,Spine Part Max Diameter,13,9,1,100000001,610000005426,
1.04938,1.04938,0,µm,Spine,Spine Part Max Diameter,13,9,1,100000001,610000005427,
0.660631,0.776659,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005120,
1.00031,0.928983,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005156,
1.3272,0.47526,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000005181,
1.11735,0.416667,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005207,
1.3272,0.953776,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000005244,
2.50038,1.18378,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000005272,
1.08869,1.08869,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000005414,
1.6208,1.6208,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000005436,
1.56564,0.895606,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005460,
1.06981,1.06981,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005461,
1.20954,1.06387,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000005462,
1.59772,0.625,1.27538,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005167,
2.11522,0.416667,0.416667,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005192,
1.5504,1.068,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005374,
1.59772,1.45179,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005379,
0.979135,0.888813,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005380,
1.15536,1.15536,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005381,
1.72026,0.917572,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005390,
1.21745,1.21745,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000005415,
2.033,1.09958,1.91474,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005143,
1.35321,0.831044,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005211,
1.05447,0.674391,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000005238,
1.99141,0.833333,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005242,
1.16834,0.488281,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005378,
0.888273,0.606384,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005384,
1.04167,0.584462,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005408,
1.1245,0.866457,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005411,
0.77754,0.493149,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005422,
1.27806,1.06918,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005435,
1.85129,1.85129,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005445,
0.892168,0.625,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000005137,
1.29127,0.416667,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000005200,
1.36058,0.924258,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000005373,
1.25456,0.901425,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000005376,
1.49712,0.833333,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000005246,
1.87464,0.958521,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000005254,
0.861684,0.475179,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000005277,
0.945648,0.670573,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000005348,
1.12064,0.416667,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000005377,
1.17153,0.729167,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000005406,
0.522106,0.494792,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000005407,
1.13642,1.08875,0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000005452,
1.30469,0.47526,0.885417,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000005151,
1.18676,0.713606,0,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000005404,
1.05133,0.807292,0,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000005405,
1.62286,0.807292,0,µm,Spine,Spine Part Max Diameter,4,4,1,100000001,610000005443,
1.70315,1.70315,0,µm,Spine,Spine Part Max Diameter,4,4,1,100000001,610000005444,
1.05162,0.524095,0,µm,Spine,Spine Part Max Diameter,4,4,1,100000001,610000005447,
1.09318,0.833333,0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000005176,
0.982033,0.759991,0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000005383,
1.31097,1.04167,0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000005389,
1.82761,0.531163,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000005213,
1.69747,1.42648,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000005370,
1.78323,1.57511,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000005371,
1.31558,0.807359,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000005375,
1.22123,0.703125,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000005421,
0.96227,0.625,0,µm,Spine,Spine Part Max Diameter,5,3,1,100000002,610000005459,
1.6097,0.751953,0,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000005388,
1.52168,0.536151,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005170,
0.481771,0.481771,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005172,
1.30764,1.19217,0.712295,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005198,
0.915096,0.797199,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005204,
1.07223,0.416667,1.15432,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000005222,
1.21176,0.566606,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005233,
2.90121,2.90121,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005293,
1.82509,0.416667,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005297,
1.08192,0.80559,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005382,
1.52168,1.25,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005419,
1.43997,0.625,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000005420,
1.07223,0.672644,0,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000005448,
0.684792,0.655019,0,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000005372,
0.681351,0.677262,0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000005450,
1.52047,1.11267,0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000005451,
1.4894,0.78133,0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000005368,
1.72198,0.686191,0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000005369,
0.824612,0.824612,0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000005393,
1.26648,0.843922,0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000005401,
1.10108,0.7983,0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000005403,
0.980232,0.648622,0,µm,Spine,Spine Part Max Diameter,7,5,1,100000000,610000005402,
1.44255,1.0885,0,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000005163,
