
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
25152.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000005120,
25234.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000001,610000005137,
25254.3,µm,Spine,Spine Attachment Pt Distance from Origin,9,7,1,100000001,610000005148,
25175.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000000,610000005151,
25145.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000002,610000005154,
25147.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000005156,
25172.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,100000000,610000005163,
25158,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000002,610000005174,
25158,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000005176,
25144.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000005178,
25164,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000005192,
25158.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000000,610000005200,
25218.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,7,1,100000001,610000005202,
25162.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000005207,
25249,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000001,610000005211,
25185.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000000,610000005213,
25225.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000005215,
25173.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000000,610000005233,
25193.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,100000000,610000005236,
25155.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000005238,
25173.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000000,610000005244,
25177.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000000,610000005246,
25245.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000005250,
25167.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000005252,
25178.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000000,610000005254,
25227.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,100000001,610000005258,
25257.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,6,1,100000001,610000005270,
25161,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000000,610000005272,
25221,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000005277,
25159.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000000,610000005297,
25220.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000005348,
25168.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005464,
25232.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000005464,
25160.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000005465,
25233.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005465,
25178.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000005465,
25181.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000005466,
25160.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000005466,
25185.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000005467,
25223.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000005467,
25227,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000005468,
25150.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005468,
25186.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000005468,
25211.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,,610000005469,
25191.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000005469,
25212.1,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000005470,
25191.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000005470,
25180,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,,610000005471,
25180.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,,610000005472,
25222.4,µm,Spine,Spine Attachment Pt Distance from Origin,13,9,1,,610000005472,
25221.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000005473,
25181.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,,610000005473,
25194.1,µm,Spine,Spine Attachment Pt Distance from Origin,10,7,1,,610000005474,
25224.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,6,1,,610000005474,
25193.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,7,1,,610000005475,
25227.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000005476,
25194.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,7,1,,610000005476,
25248.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005477,
25194.5,µm,Spine,Spine Attachment Pt Distance from Origin,9,7,1,,610000005477,
25248.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000005478,
25200.4,µm,Spine,Spine Attachment Pt Distance from Origin,13,8,1,,610000005478,
25251.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000005479,
25197.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,9,1,,610000005479,
25258.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,6,1,,610000005480,
25195.4,µm,Spine,Spine Attachment Pt Distance from Origin,12,9,1,,610000005480,
25165.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005481,
25254.1,µm,Spine,Spine Attachment Pt Distance from Origin,9,7,1,,610000005481,
