
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.00278,µm^3,Spine,2,1,1,100000002,610000005120,
0.896578,µm^3,Spine,1,1,1,100000001,610000005127,
1.05614,µm^3,Spine,1,1,1,100000001,610000005134,
1.07797,µm^3,Spine,3,3,1,100000001,610000005137,
6.12953,µm^3,Spine,3,2,1,100000001,610000005143,
1.45717,µm^3,Spine,9,7,1,100000001,610000005148,
1.2223,µm^3,Spine,4,3,1,100000000,610000005151,
0.981973,µm^3,Spine,1,1,1,100000002,610000005154,
0.759007,µm^3,Spine,2,1,1,100000002,610000005156,
0.180369,µm^3,Spine,1,2,1,100000002,610000005158,
1.96852,µm^3,Spine,8,3,1,100000000,610000005163,
1.66627,µm^3,Spine,2,2,1,100000000,610000005167,
1.26978,µm^3,Spine,6,3,1,100000000,610000005170,
0.119711,µm^3,Spine,6,3,1,100000000,610000005172,
0.310086,µm^3,Spine,1,2,1,100000002,610000005174,
1.09284,µm^3,Spine,5,2,1,100000000,610000005176,
0.143387,µm^3,Spine,0,1,1,100000002,610000005178,
0.49349,µm^3,Spine,2,1,1,100000000,610000005181,
1.27752,µm^3,Spine,0,1,1,100000001,610000005184,
0.558829,µm^3,Spine,9,7,1,100000000,610000005186,
0.912498,µm^3,Spine,0,1,1,100000001,610000005189,
1.09135,µm^3,Spine,2,2,1,100000000,610000005192,
0.825935,µm^3,Spine,6,3,1,100000000,610000005198,
0.687615,µm^3,Spine,3,3,1,100000000,610000005200,
1.30385,µm^3,Spine,11,7,1,100000001,610000005202,
0.132638,µm^3,Spine,6,3,1,100000000,610000005204,
0.243642,µm^3,Spine,2,1,1,100000002,610000005207,
0.919357,µm^3,Spine,3,2,1,100000001,610000005211,
0.460138,µm^3,Spine,5,3,1,100000000,610000005213,
0.496021,µm^3,Spine,1,1,1,100000001,610000005215,
0.818044,µm^3,Spine,9,7,1,100000001,610000005219,
1.54006,µm^3,Spine,6,3,1,100000001,610000005222,
0.744422,µm^3,Spine,6,3,1,100000000,610000005233,
0.667269,µm^3,Spine,10,4,1,100000000,610000005236,
0.753607,µm^3,Spine,3,2,1,100000002,610000005238,
1.88446,µm^3,Spine,10,4,1,100000000,610000005240,
3.17154,µm^3,Spine,3,2,1,100000001,610000005242,
0.757407,µm^3,Spine,2,1,1,100000000,610000005244,
1.32155,µm^3,Spine,4,2,1,100000000,610000005246,
0.112376,µm^3,Spine,0,1,1,100000001,610000005248,
0.849998,µm^3,Spine,0,1,1,100000001,610000005250,
0.455796,µm^3,Spine,0,1,1,100000000,610000005252,
1.10884,µm^3,Spine,4,2,1,100000000,610000005254,
0.324159,µm^3,Spine,8,3,1,100000001,610000005258,
0.157478,µm^3,Spine,8,6,1,100000001,610000005270,
0.763252,µm^3,Spine,2,1,1,100000000,610000005272,
1.09721,µm^3,Spine,0,1,1,100000000,610000005274,
0.306131,µm^3,Spine,4,2,1,100000001,610000005277,
6.44425,µm^3,Spine,6,3,1,100000000,610000005293,
0.454878,µm^3,Spine,6,3,1,100000000,610000005297,
0.507071,µm^3,Spine,4,2,1,100000001,610000005348,
0.26693,µm^3,Spine,12,9,1,100000000,610000005358,
0.0936518,µm^3,Spine,11,9,1,100000000,610000005359,
0.112627,µm^3,Spine,13,8,1,100000000,610000005360,
0.272066,µm^3,Spine,9,7,1,100000000,610000005361,
0.260028,µm^3,Spine,9,7,1,100000000,610000005362,
0.347087,µm^3,Spine,9,7,1,100000000,610000005363,
0.136151,µm^3,Spine,10,7,1,100000000,610000005364,
0.236938,µm^3,Spine,9,5,1,100000000,610000005365,
0.599057,µm^3,Spine,9,5,1,100000000,610000005366,
0.298499,µm^3,Spine,9,5,1,100000000,610000005367,
0.405865,µm^3,Spine,7,4,1,100000000,610000005368,
0.240136,µm^3,Spine,7,4,1,100000000,610000005369,
1.51953,µm^3,Spine,5,3,1,100000000,610000005370,
1.37366,µm^3,Spine,5,3,1,100000000,610000005371,
0.347183,µm^3,Spine,6,4,1,100000000,610000005372,
0.86649,µm^3,Spine,3,3,1,100000000,610000005373,
0.650889,µm^3,Spine,2,2,1,100000000,610000005374,
0.406085,µm^3,Spine,5,3,1,100000000,610000005375,
0.353144,µm^3,Spine,3,3,1,100000000,610000005376,
0.078526,µm^3,Spine,4,2,1,100000000,610000005377,
0.0847025,µm^3,Spine,3,2,1,100000000,610000005378,
1.39184,µm^3,Spine,2,2,1,100000000,610000005379,
0.613627,µm^3,Spine,2,2,1,100000000,610000005380,
1.01435,µm^3,Spine,2,2,1,100000000,610000005381,
0.528195,µm^3,Spine,6,3,1,100000000,610000005382,
0.345271,µm^3,Spine,5,2,1,100000000,610000005383,
0.250923,µm^3,Spine,3,2,1,100000000,610000005384,
0.731891,µm^3,Spine,9,3,1,100000000,610000005385,
0.521317,µm^3,Spine,9,4,1,100000000,610000005386,
1.64063,µm^3,Spine,8,3,1,100000000,610000005387,
0.322174,µm^3,Spine,6,2,1,100000000,610000005388,
1.09158,µm^3,Spine,5,2,1,100000000,610000005389,
0.246559,µm^3,Spine,2,2,1,100000000,610000005390,
0.443361,µm^3,Spine,1,2,1,100000000,610000005391,
0.163663,µm^3,Spine,0,1,1,100000000,610000005392,
0.51308,µm^3,Spine,7,4,1,100000000,610000005393,
0.776077,µm^3,Spine,9,5,1,100000000,610000005394,
0.52979,µm^3,Spine,9,4,1,100000000,610000005395,
0.17505,µm^3,Spine,8,3,1,100000000,610000005396,
0.603222,µm^3,Spine,8,5,1,100000000,610000005397,
0.739907,µm^3,Spine,8,5,1,100000000,610000005398,
0.824681,µm^3,Spine,8,5,1,100000000,610000005399,
0.274132,µm^3,Spine,8,5,1,100000000,610000005400,
0.528701,µm^3,Spine,7,4,1,100000000,610000005401,
0.238581,µm^3,Spine,7,5,1,100000000,610000005402,
0.405303,µm^3,Spine,7,4,1,100000000,610000005403,
0.30843,µm^3,Spine,4,3,1,100000000,610000005404,
0.229974,µm^3,Spine,4,3,1,100000000,610000005405,
0.445822,µm^3,Spine,4,2,1,100000000,610000005406,
0.178884,µm^3,Spine,4,2,1,100000000,610000005407,
0.336937,µm^3,Spine,3,2,1,100000000,610000005408,
0.470295,µm^3,Spine,1,1,1,100000000,610000005409,
0.208497,µm^3,Spine,1,1,1,100000000,610000005410,
0.474771,µm^3,Spine,3,2,1,100000000,610000005411,
1.13877,µm^3,Spine,2,1,1,100000000,610000005414,
0.858411,µm^3,Spine,2,2,1,100000000,610000005415,
2.30745,µm^3,Spine,1,1,1,100000000,610000005416,
0.359333,µm^3,Spine,1,2,1,100000000,610000005417,
1.41199,µm^3,Spine,6,3,1,100000000,610000005419,
0.249035,µm^3,Spine,6,3,1,100000000,610000005420,
0.34675,µm^3,Spine,5,3,1,100000000,610000005421,
0.137821,µm^3,Spine,3,2,1,100000000,610000005422,
0.917689,µm^3,Spine,1,2,1,100000000,610000005423,
0.986665,µm^3,Spine,10,6,1,100000001,610000005425,
0.428244,µm^3,Spine,13,9,1,100000001,610000005426,
0.744024,µm^3,Spine,13,9,1,100000001,610000005427,
0.24677,µm^3,Spine,10,6,1,100000001,610000005428,
0.149034,µm^3,Spine,9,6,1,100000001,610000005429,
0.145272,µm^3,Spine,8,6,1,100000001,610000005430,
0.699731,µm^3,Spine,8,4,1,100000001,610000005431,
0.327756,µm^3,Spine,8,3,1,100000001,610000005432,
0.631996,µm^3,Spine,11,3,1,100000001,610000005433,
0.141739,µm^3,Spine,10,2,1,100000001,610000005434,
0.729044,µm^3,Spine,3,2,1,100000001,610000005435,
3.2458,µm^3,Spine,2,1,1,100000001,610000005436,
1.58426,µm^3,Spine,1,1,1,100000001,610000005437,
0.405882,µm^3,Spine,9,7,1,100000001,610000005441,
0.850632,µm^3,Spine,9,6,1,100000001,610000005442,
0.34616,µm^3,Spine,4,4,1,100000001,610000005443,
2.07284,µm^3,Spine,4,4,1,100000001,610000005444,
4.02398,µm^3,Spine,3,2,1,100000001,610000005445,
0.183447,µm^3,Spine,4,4,1,100000001,610000005447,
0.386927,µm^3,Spine,6,3,1,100000001,610000005448,
0.411736,µm^3,Spine,9,3,1,100000001,610000005449,
0.378954,µm^3,Spine,6,4,1,100000001,610000005450,
0.685253,µm^3,Spine,6,4,1,100000001,610000005451,
0.86684,µm^3,Spine,4,2,1,100000001,610000005452,
0.159971,µm^3,Spine,1,1,1,100000001,610000005453,
4.26401,µm^3,Spine,1,1,1,100000001,610000005454,
3.8704,µm^3,Spine,0,1,1,100000001,610000005455,
0.0747306,µm^3,Spine,0,1,1,100000001,610000005456,
0.279443,µm^3,Spine,5,3,1,100000002,610000005459,
0.464564,µm^3,Spine,2,1,1,100000002,610000005460,
0.763551,µm^3,Spine,2,1,1,100000002,610000005461,
0.71783,µm^3,Spine,2,1,1,100000002,610000005462,
0.322678,µm^3,Spine,0,1,1,100000002,610000005463,
